I_in,Q_in,I_out,Q_out,I_out_actual,Q_out_actual
0.36365167,-0.30380693,0.32250428,-0.33345586,0.40194913,-0.37193358
0.26522004,-0.24258365,0.21865711,-0.25095734,0.32613997,-0.28041304
0.11578700,-0.15413310,0.09767628,-0.20843576,0.17813042,-0.15324507
-0.05933232,-0.06503087,-0.08490977,-0.15212575,-0.02163434,-0.06112920
-0.23387903,0.00187072,-0.27818424,-0.03543067,-0.22390809,-0.00510087
-0.38512095,0.03427812,-0.41500989,0.08822609,-0.41037582,0.02776985
-0.49677171,0.03299165,-0.53591675,0.15336499,-0.55451995,0.05727330
-0.56023440,0.00953321,-0.59708589,0.16035004,-0.63372697,0.05352661
-0.57448397,-0.01993897,-0.61121023,0.13413660,-0.65883600,0.02271586
-0.54507335,-0.04191212,-0.58696806,0.09658188,-0.64071415,-0.01860527
-0.48266400,-0.05111089,-0.52963972,0.04919774,-0.58403636,-0.05440485
-0.40126453,-0.05222421,-0.43333724,0.00118807,-0.49362391,-0.08085303
-0.31617684,-0.05711784,-0.31846282,-0.03421736,-0.39371677,-0.10546647
-0.24162625,-0.07865918,-0.24240078,-0.05777333,-0.30280468,-0.13949162
-0.18822067,-0.12364606,-0.18211268,-0.10648254,-0.23528446,-0.18915849
-0.16066100,-0.18776779,-0.14520830,-0.17457554,-0.20040925,-0.24957253
-0.15635099,-0.25485187,-0.13383116,-0.25060305,-0.19111927,-0.32439585
-0.16556697,-0.30108768,-0.16289867,-0.28945270,-0.19976800,-0.37950211
-0.17355988,-0.30302577,-0.19523361,-0.28980601,-0.20878157,-0.37953205
-0.16441373,-0.24662060,-0.16228269,-0.25832832,-0.19060955,-0.32683564
-0.12584484,-0.13399610,-0.08844864,-0.16398530,-0.13443276,-0.20589210
-0.05363294,0.01477872,-0.05036181,-0.00793931,-0.05135121,-0.02915379
0.04574856,0.16598621,-0.00022845,0.18936978,0.04507414,0.15352147
0.15538224,0.28160478,0.13709752,0.32337379,0.16853128,0.30347312
0.25133917,0.33083374,0.25445956,0.36549309,0.28656979,0.37165881
0.30861969,0.30001355,0.30130276,0.31972459,0.36329917,0.33518245
0.30806626,0.19752484,0.29181331,0.20690081,0.34902551,0.24923099
0.24227019,0.05181698,0.22651497,0.08336072,0.26722115,0.11006908
0.11865581,-0.09702611,0.10804376,-0.08288198,0.12721761,-0.05306093
-0.04132376,-0.20958967,-0.02126354,-0.20688890,-0.03617153,-0.19447211
-0.20682044,-0.25934861,-0.20608947,-0.24014913,-0.22690064,-0.27131194
-0.34484968,-0.24080006,-0.36622491,-0.20637028,-0.39584576,-0.24618222
-0.42817167,-0.17079982,-0.47998071,-0.11151566,-0.49840992,-0.16980208
-0.44160862,-0.08261782,-0.49975947,-0.01743190,-0.50923471,-0.08190443
-0.38510209,-0.01463540,-0.41953251,0.03324051,-0.44967674,-0.02759022
-0.27281716,0.00261174,-0.28528085,0.03726104,-0.32537204,-0.03223412
-0.12878563,-0.04321241,-0.13451840,-0.02734588,-0.16138192,-0.09138641
0.01944129,-0.14188861,0.01358505,-0.14558560,0.01548647,-0.19473960
0.14719666,-0.26369653,0.13626534,-0.26179248,0.16114731,-0.32448374
0.23740181,-0.36885107,0.19673099,-0.37403309,0.24988925,-0.44824730
0.28253697,-0.42021723,0.21624535,-0.44135040,0.29348397,-0.51897566
0.28383138,-0.39517172,0.22327007,-0.40722841,0.30838612,-0.48731948
0.24851704,-0.29282541,0.21652327,-0.29399642,0.30552749,-0.35209687
0.18648196,-0.13439755,0.17498638,-0.12286408,0.25675125,-0.14684428
0.10760530,0.04320696,0.08781371,0.09412149,0.16076692,0.05497040
0.02052487,0.19839013,-0.02141810,0.27249801,0.05280593,0.23127657
-0.06717870,0.29681872,-0.13081150,0.39873523,-0.05462718,0.34491735
-0.14807350,0.32059259,-0.18737148,0.41025537,-0.15705403,0.36986521
-0.21424380,0.27194649,-0.23576789,0.35101244,-0.24744517,0.31856055
-0.25775012,0.17070565,-0.26985919,0.24898884,-0.31460810,0.19624059
-0.27240498,0.04676427,-0.29205450,0.11164854,-0.33750304,0.04575334
-0.25633612,-0.06963265,-0.27565315,-0.02151314,-0.31967991,-0.09460153
-0.21422892,-0.15652402,-0.22213665,-0.11784439,-0.27370005,-0.19344021
-0.15800306,-0.20512681,-0.15833138,-0.18361516,-0.19366497,-0.25357019
-0.10508767,-0.21979875,-0.09908063,-0.20649716,-0.12804978,-0.26578331
-0.07430170,-0.21363996,-0.06520598,-0.19512969,-0.08182070,-0.26474079
-0.08032184,-0.20173845,-0.07505696,-0.18202130,-0.08259820,-0.25366219
-0.12845079,-0.19470294,-0.13039938,-0.18255349,-0.13561161,-0.24614092
-0.21157096,-0.19479782,-0.21816199,-0.20142391,-0.22873558,-0.25370547
-0.31065581,-0.19587954,-0.31967723,-0.19797090,-0.35199483,-0.25345173
-0.39913695,-0.18687020,-0.43978995,-0.14824745,-0.47050106,-0.22985282
-0.45013192,-0.15723123,-0.49456137,-0.10792607,-0.53905077,-0.18711911
-0.44447202,-0.10225415,-0.48538816,-0.05571690,-0.52918168,-0.13962710
-0.37702763,-0.02615671,-0.40766475,-0.00691127,-0.45188335,-0.07148585
-0.25920701,0.05814774,-0.27961677,0.05511742,-0.31382130,0.00503754
-0.11662103,0.13250488,-0.14749780,0.12993053,-0.15530723,0.09206923
0.01758369,0.17896123,-0.02534567,0.19839843,-0.00798878,0.16040506
0.11181413,0.18531254,0.07408625,0.22160847,0.10333050,0.19008922
0.14480879,0.14891955,0.09671532,0.18790030,0.14238507,0.17316901
0.11142190,0.07761491,0.06368344,0.10504076,0.11181941,0.09895772
0.02365973,-0.01246236,-0.00622153,-0.00686203,0.01592042,-0.00326777
-0.09327824,-0.10128101,-0.10157499,-0.09251852,-0.10612774,-0.10281297
-0.20861495,-0.17012567,-0.21267729,-0.15814491,-0.23790554,-0.19263818
-0.29479639,-0.20604699,-0.30995661,-0.18164508,-0.34808047,-0.23460615
-0.33470243,-0.20440967,-0.35175997,-0.17588861,-0.39830548,-0.22995304
-0.32511455,-0.16910704,-0.34703255,-0.13996939,-0.38819680,-0.20493598
-0.27560942,-0.11074476,-0.30172360,-0.07790026,-0.32414448,-0.15109668
-0.20360611,-0.04360297,-0.21264239,-0.00598438,-0.23873387,-0.09508792
-0.12754938,0.01766517,-0.14056958,0.05580596,-0.15251376,-0.02337543
-0.06073315,0.06082365,-0.08135196,0.09498093,-0.08791261,0.03817247
-0.00789202,0.07792575,-0.03566439,0.10977316,-0.02870311,0.07097434
0.03443134,0.06622351,0.00399123,0.09641422,0.01967281,0.06501082
0.07418137,0.02827822,0.04750659,0.05004573,0.06681380,0.03120559
0.11842803,-0.02855214,0.10094857,-0.01392708,0.12297986,-0.01497724
0.16861750,-0.09318813,0.14854503,-0.09645186,0.18320567,-0.08709534
0.21842860,-0.15251341,0.18560368,-0.17857708,0.25318891,-0.14580162
0.25519668,-0.19368786,0.21914750,-0.22246715,0.30494924,-0.20007544
0.26446438,-0.20690212,0.23934722,-0.20922279,0.32531558,-0.22206942
0.23596904,-0.18806928,0.20804758,-0.16903834,0.29655807,-0.19697301
0.16874949,-0.14068098,0.14908226,-0.11705548,0.23155986,-0.14048043
0.07329503,-0.07601548,0.07189280,-0.05798738,0.12174200,-0.06902390
-0.03030823,-0.01118500,-0.03109211,0.00676240,-0.00541692,-0.00497459
-0.11782114,0.03487815,-0.11588240,0.06814635,-0.11358435,0.03968737
-0.16812303,0.04664872,-0.17401248,0.08961923,-0.18638781,0.04380598
-0.16980799,0.01699279,-0.18107405,0.05378650,-0.19410097,0.00524013
-0.12475917,-0.04974243,-0.12453610,-0.02580994,-0.14523247,-0.06794406
-0.04737267,-0.13781528,-0.02927981,-0.13013586,-0.05535445,-0.15967247
0.04037052,-0.22374393,0.06043998,-0.25866458,0.05079800,-0.25860174
0.11629529,-0.28276079,0.11765914,-0.32605001,0.13763208,-0.32502816
0.16528719,-0.29626172,0.15065949,-0.33281043,0.19995349,-0.34453438
0.18382891,-0.25791576,0.16543052,-0.26762721,0.23015943,-0.30173431
0.18019198,-0.17632685,0.15852068,-0.16550946,0.24050245,-0.20713863
0.17022599,-0.07311151,0.13763210,-0.02158773,0.23006351,-0.07459012
0.17030961,0.02330050,0.14379758,0.08434162,0.22795331,0.03679597
0.19011232,0.08638883,0.17752969,0.13733888,0.23549985,0.11430141
0.22795157,0.10008801,0.22351198,0.14557162,0.27362552,0.13254122
0.27064105,0.06436483,0.26246375,0.11161809,0.32238477,0.09274558
0.29810470,-0.00411708,0.27640653,0.04474208,0.35088221,0.01209504
0.29124742,-0.07665508,0.25955185,-0.03591941,0.34614357,-0.05986568
0.24026990,-0.12116616,0.19385038,-0.09476297,0.29170764,-0.10973703
0.15028473,-0.11218275,0.13018313,-0.10856077,0.20063327,-0.10240794
0.04189079,-0.03903218,0.03196361,-0.04726368,0.06992954,-0.02719352
-0.05394851,0.09040597,-0.06080666,0.09309843,-0.04881094,0.10768242
-0.10536658,0.25155708,-0.14451919,0.27119553,-0.11493237,0.29432720
-0.09040660,0.41000698,-0.11395200,0.40876055,-0.09004917,0.48457463
-0.00553425,0.53114655,0.04037722,0.50930125,0.03100788,0.62193753
0.13122624,0.58955620,0.18557981,0.52845830,0.20904432,0.67048186
0.28394921,0.57526958,0.32395235,0.48320025,0.38603552,0.62326391
0.40846253,0.49518844,0.41014951,0.40719771,0.50338542,0.52191604
0.46517941,0.36958650,0.44903567,0.29409951,0.53772414,0.39390231
0.43113739,0.22524718,0.40229887,0.19165295,0.47536435,0.27146066
0.30741012,0.08777075,0.25988090,0.10811588,0.32341099,0.15167491
0.11945602,-0.02436491,0.09254856,0.00852210,0.11178116,0.03149419
-0.08981600,-0.10227588,-0.09273610,-0.07469650,-0.10670951,-0.07520322
-0.27217592,-0.14539598,-0.28507009,-0.10548869,-0.30523880,-0.15168245
-0.38766822,-0.15761415,-0.43149149,-0.08919623,-0.45382907,-0.16317113
-0.41550867,-0.14289249,-0.46463937,-0.07630284,-0.48931612,-0.14670993
-0.35902292,-0.10247010,-0.38860989,-0.05526238,-0.42208124,-0.13110067
-0.24330284,-0.03493449,-0.26221177,-0.00730632,-0.27849075,-0.08016126
-0.10657524,0.06090352,-0.11465962,0.05988748,-0.12828283,0.02027167
0.01178737,0.18172096,-0.01606306,0.15134050,-0.00271072,0.16607139
0.08275435,0.31613547,0.03577490,0.28317952,0.07046362,0.33126755
0.09511294,0.44393409,0.07341212,0.42045093,0.10594545,0.49237425
0.05689198,0.53911976,0.06729564,0.51420736,0.08977576,0.61024589
-0.00924872,0.57631046,0.02191458,0.54327846,0.03886927,0.66246608
-0.07470546,0.53857838,-0.04948197,0.51335764,-0.03982414,0.63824955
-0.11455705,0.42400152,-0.17810784,0.39757475,-0.12687755,0.52065213
-0.11493364,0.24837252,-0.16905898,0.23812926,-0.17306118,0.31174168
-0.07594911,0.04266277,-0.09320009,0.04381574,-0.12391927,0.06496991
-0.00970550,-0.15440218,-0.01704921,-0.13352312,-0.02602985,-0.16365173
0.06538902,-0.30655799,0.04121290,-0.31598637,0.07080574,-0.34474388
0.13157945,-0.38982223,0.08284951,-0.43563345,0.14158687,-0.45439524
0.17736939,-0.39872462,0.11115345,-0.47324729,0.19495945,-0.47449910
0.19989271,-0.34686231,0.13482286,-0.43583021,0.24073577,-0.41193915
0.20356594,-0.26156779,0.15521954,-0.34514257,0.26313588,-0.31055649
0.19602431,-0.17446491,0.16839530,-0.24052900,0.26431597,-0.19256464
0.18335871,-0.11109179,0.14943799,-0.14668562,0.24983510,-0.11096177
0.16684101,-0.08308335,0.10551695,-0.12381861,0.23176289,-0.07239114
0.14260611,-0.08550685,0.05819457,-0.14642349,0.20031005,-0.06608861
0.10444850,-0.10013971,0.02253078,-0.16877894,0.15401420,-0.08691014
0.04851020,-0.10340109,-0.00652814,-0.14885145,0.08076166,-0.10346646
-0.02226454,-0.07603287,-0.04685824,-0.08014934,0.00217761,-0.08295493
-0.09608580,-0.01104129,-0.10462715,0.00486199,-0.08534998,-0.01734444
-0.15402098,0.08293574,-0.17711452,0.09220593,-0.16110345,0.08061011
-0.17533702,0.18401817,-0.23290490,0.21769097,-0.19702935,0.19198222
-0.14486817,0.26435318,-0.20352046,0.31279078,-0.16417279,0.29478458
-0.05980338,0.29965937,-0.10785211,0.36549217,-0.07689612,0.34170478
0.06678359,0.27765636,0.04831544,0.33042422,0.06346423,0.31881225
0.20740704,0.20242110,0.20532028,0.21968701,0.21268552,0.25252458
0.32674433,0.09318932,0.34159547,0.12065312,0.35812827,0.13608630
0.39160929,-0.02189869,0.43346223,-0.00902053,0.43273933,0.00222421
0.38129858,-0.11484233,0.39973131,-0.12503117,0.42924052,-0.10405545
0.29493619,-0.16642858,0.24635033,-0.19046491,0.33721399,-0.15948488
0.15322820,-0.17153720,0.08248090,-0.18055283,0.18747922,-0.16222255
-0.00626414,-0.13944531,-0.05606006,-0.13507020,0.01423826,-0.13665406
-0.13916678,-0.08931893,-0.19411634,-0.08597675,-0.13683891,-0.10155027
-0.20674861,-0.04279180,-0.29433468,-0.03576212,-0.21804996,-0.06092255
-0.18705870,-0.01648651,-0.28001624,-0.03206056,-0.20244327,-0.04251373
-0.08137555,-0.01719479,-0.14911731,-0.04408906,-0.08447873,-0.03710940
0.08596054,-0.04128259,0.02610993,-0.03930316,0.10629136,-0.05461480
0.27421560,-0.07818146,0.26296425,-0.03891376,0.31464031,-0.08960919
0.43733497,-0.11623337,0.45493081,-0.08795425,0.50859850,-0.15409152
0.53605329,-0.14828615,0.52893406,-0.13816439,0.60141979,-0.22361394
0.54750154,-0.17462349,0.53540087,-0.16871686,0.61144008,-0.25615616
0.46971754,-0.20197741,0.46736172,-0.17907643,0.54286770,-0.25771495
0.32017869,-0.23905440,0.32917649,-0.19493538,0.39400896,-0.25724013
0.12935781,-0.29053960,0.15778150,-0.24349035,0.20031691,-0.29754337
-0.06827003,-0.35230695,-0.01312624,-0.32873815,-0.01796813,-0.37766449
-0.24281404,-0.41022380,-0.22936597,-0.37812003,-0.23880976,-0.44992884
-0.37467591,-0.44358855,-0.40649575,-0.35982457,-0.41888570,-0.47893392
-0.45616449,-0.43236982,-0.50650895,-0.29240596,-0.53811997,-0.44424328
-0.48933661,-0.36574107,-0.53739166,-0.19894385,-0.56949982,-0.37733277
-0.48163522,-0.24859740,-0.50995004,-0.10013601,-0.55506843,-0.28153284
-0.44143727,-0.10317177,-0.47339967,-0.00004228,-0.49932261,-0.15271679
-0.37531349,0.03554781,-0.38998589,0.10476404,-0.42115450,-0.02322789
-0.28782009,0.12968582,-0.35957679,0.17376067,-0.33627597,0.07477268
-0.18341392,0.15066608,-0.28238848,0.18532106,-0.23423819,0.10463186
-0.06910857,0.08963431,-0.13937919,0.09450352,-0.11077618,0.05012312
0.04384536,-0.03768528,-0.00606925,-0.04543716,0.03007413,-0.07194548
0.14054152,-0.19383823,0.11701416,-0.18910350,0.15204576,-0.23541123
0.20552977,-0.32980797,0.17798118,-0.29804015,0.22882383,-0.39472806
0.22754003,-0.39958549,0.18112247,-0.39111516,0.23803648,-0.48378391
0.20402696,-0.37456793,0.14985146,-0.37097341,0.22598172,-0.45814715
0.14356169,-0.25305310,0.09059177,-0.23633225,0.19264075,-0.31015029
0.06471643,-0.06154072,0.04012771,-0.06098544,0.11353662,-0.07822776
-0.00868825,0.15284258,-0.01459472,0.14601965,0.00936770,0.15872746
-0.05471585,0.33656460,-0.04085164,0.34743249,-0.05010715,0.36984784
-0.06054049,0.44608809,-0.00406228,0.44931361,-0.04635148,0.50806613
-0.02722712,0.46118927,0.04017658,0.47059751,-0.01218549,0.53726690
0.02981482,0.39087288,0.06014494,0.40315515,0.02045641,0.46349214
0.08519644,0.26994086,0.08303464,0.27769253,0.05502583,0.33281527
0.11157433,0.14730699,0.09223999,0.14905484,0.06537778,0.20488198
0.08883796,0.06983510,0.06667464,0.06097174,0.05378159,0.11729452
0.01142661,0.06692356,-0.00928504,0.05420554,-0.03543047,0.10977882
-0.10877088,0.14079205,-0.14495181,0.11334398,-0.16179219,0.18420902
-0.24510214,0.26554829,-0.29701826,0.23996729,-0.30630059,0.32453205
-0.36376831,0.39525823,-0.37594545,0.39624017,-0.40153270,0.50176686
-0.43406034,0.47836249,-0.38244313,0.46169931,-0.43257686,0.61699873
-0.43797745,0.47381484,-0.37343115,0.45072001,-0.43635104,0.60954761
-0.37612411,0.36388313,-0.36353329,0.35294759,-0.42094792,0.46041665
-0.26794141,0.15974572,-0.31042799,0.12278074,-0.35901773,0.18301655
-0.14613811,-0.10160308,-0.15309571,-0.12736808,-0.22773305,-0.13686741
-0.04704563,-0.36787180,-0.01882506,-0.38815331,-0.10800941,-0.43507715
0.00008384,-0.58592586,-0.00805745,-0.62461853,-0.10463527,-0.68100659
-0.01848994,-0.71568299,-0.06148827,-0.71650362,-0.17611689,-0.79316858
-0.09738659,-0.73942523,-0.11192552,-0.73195726,-0.26768384,-0.79688087
-0.21429723,-0.66419914,-0.17989200,-0.66089946,-0.35125221,-0.70909464
-0.33710078,-0.51727125,-0.29113251,-0.49222317,-0.42353814,-0.56216224
-0.43351417,-0.33671135,-0.38203084,-0.27179706,-0.48366567,-0.38206212
-0.48019526,-0.16042830,-0.43401799,-0.09627797,-0.51947754,-0.19867689
-0.46854670,-0.01705077,-0.42909837,0.01949681,-0.50559933,-0.05062728
-0.40566968,0.07897756,-0.36067367,0.08294874,-0.43919960,0.04023623
-0.31055567,0.12737819,-0.29439747,0.10526024,-0.35126663,0.08307074
-0.20712029,0.13805321,-0.22441244,0.09868251,-0.24920387,0.10051549
-0.11658048,0.12520849,-0.14849131,0.07408567,-0.15567979,0.09066427
-0.05169005,0.10189693,-0.07773630,0.05799230,-0.08405006,0.08132501
-0.01452460,0.07669054,-0.01831380,0.04060805,-0.04281769,0.06049498
0.00182777,0.05307261,0.01434888,0.02256884,-0.02233371,0.05673810
0.00867567,0.03099248,0.02851662,0.00937990,-0.00236337,0.03759973
0.01616165,0.00928833,0.03499004,-0.00376976,0.01043181,0.02408964
0.02884787,-0.01240489,0.03900789,-0.02306608,0.02847066,0.00200970
0.04400832,-0.03312860,0.04015911,-0.04779292,0.04767970,-0.01257358
0.05310842,-0.05148189,0.05668288,-0.06096548,0.05757560,-0.03600940
0.04576293,-0.06717456,0.06134366,-0.07347824,0.04809447,-0.06117479
0.01458514,-0.08216428,0.03707597,-0.09350990,0.01099546,-0.08535275
-0.04093652,-0.10049841,-0.01816860,-0.12089185,-0.05448054,-0.11215438
-0.11300290,-0.12664316,-0.07892500,-0.15045005,-0.13165512,-0.15124341
-0.18708061,-0.16289627,-0.14656718,-0.17748173,-0.21959897,-0.19848794
-0.24599370,-0.20706905,-0.20145039,-0.20051834,-0.28948618,-0.25223743
-0.27516964,-0.25170388,-0.23516078,-0.23111191,-0.33302683,-0.29988777
-0.26730358,-0.28558736,-0.22150619,-0.26273715,-0.32358957,-0.34251290
-0.22492042,-0.29740059,-0.17426521,-0.28100675,-0.26439548,-0.35851186
-0.16001976,-0.28037644,-0.12370490,-0.28310046,-0.17746734,-0.35074571
-0.09092516,-0.23621522,-0.07435708,-0.25500047,-0.08447353,-0.30336014
-0.03731095,-0.17653618,-0.05503092,-0.20207518,-0.01714502,-0.23325557
-0.01488303,-0.12086485,-0.04484735,-0.13709943,0.01263856,-0.16498362
-0.03121598,-0.09135495,-0.05612137,-0.09320535,-0.01317352,-0.12951538
-0.08383224,-0.10569727,-0.11117388,-0.10084167,-0.07541810,-0.13977209
-0.16092010,-0.17050493,-0.17369939,-0.15544957,-0.15883290,-0.22193442
-0.24435707,-0.27753969,-0.23977754,-0.23654237,-0.26832576,-0.34186148
-0.31414780,-0.40437403,-0.32840359,-0.36955556,-0.37974263,-0.46641381
-0.35312612,-0.51969049,-0.39866087,-0.46787867,-0.45414232,-0.56081354
-0.35082845,-0.59186077,-0.42213935,-0.53941119,-0.47872559,-0.62402156
-0.30574391,-0.59826133,-0.39400649,-0.54984766,-0.43692615,-0.64196508
-0.22556436,-0.53239766,-0.30456841,-0.49949864,-0.31562423,-0.60295788
-0.12547816,-0.40648954,-0.17874070,-0.38367519,-0.15135649,-0.51125610
-0.02489921,-0.24854897,-0.02729030,-0.23392382,0.00230255,-0.34226319
0.05672956,-0.09471681,0.04295626,-0.08174120,0.10326040,-0.15478406
0.10426778,0.02085811,0.07064860,0.04121718,0.14271519,-0.00790262
0.11049493,0.07551901,0.05534272,0.09596680,0.13977000,0.06879107
0.07821090,0.06409551,0.01343174,0.08176121,0.08689031,0.07271438
0.02020443,-0.00037413,-0.04184930,0.01097111,0.01641340,-0.00160092
-0.04317219,-0.09128859,-0.09170542,-0.08513309,-0.04905617,-0.10735061
-0.08857405,-0.17691940,-0.12275840,-0.15793829,-0.09468786,-0.20368001
-0.09555171,-0.22992755,-0.12940632,-0.20317142,-0.11013537,-0.26839788
-0.05242340,-0.23501254,-0.08575264,-0.21998094,-0.04597497,-0.28265952
0.03944424,-0.19245234,-0.00068600,-0.19979735,0.06307825,-0.23450836
0.16435540,-0.11668315,0.11329211,-0.12359098,0.20741885,-0.13513650
0.29478811,-0.03066654,0.25591663,-0.03598016,0.35292115,-0.03923853
0.39748582,0.04192643,0.36970413,0.01944077,0.47158125,0.04697914
0.44185689,0.08411866,0.40154791,0.04788564,0.53000408,0.08535192
0.40854545,0.09031831,0.36798957,0.07054346,0.48860185,0.10876492
0.29572283,0.06701307,0.24370819,0.08221613,0.34858728,0.11526939
0.12105694,0.02954600,0.04907857,0.04908650,0.13797235,0.08566268
-0.08159245,-0.00369858,-0.13151635,0.01316390,-0.09808885,0.02661168
-0.27020497,-0.01763235,-0.32535475,0.00555573,-0.31117434,-0.00701927
-0.40534249,-0.00523443,-0.50463933,0.02123408,-0.47630984,0.01464806
-0.46062788,0.03067965,-0.58406585,0.06903306,-0.54502910,0.06032304
