I_in,Q_in,I_out,Q_out,I_out_actual,Q_out_actual,I_out_ideal,Q_out_ideal
0.35562776,0.38048611,0.25764978,3.14997888,0.45531074,0.41385528,0.35562776,0.38048611
0.32473696,0.29597821,0.37442887,3.16627145,0.39948607,0.34974864,0.32473696,0.29597821
0.29256915,0.16210053,2.63196063,1.48811007,0.34181846,0.22876227,0.29256915,0.16210053
0.26877109,0.00813432,1.68776011,-0.39183560,0.30939949,0.06754694,0.26877109,0.00813432
0.25592939,-0.13241285,2.19425368,-2.27922606,0.30087422,-0.09107503,0.25592939,-0.13241285
0.24845885,-0.23015072,1.68688452,-2.88314891,0.30445401,-0.20396326,0.24845885,-0.23015072
0.23476104,-0.26719477,0.84270674,-2.30553937,0.29141536,-0.26236088,0.23476104,-0.26719477
0.20203028,-0.24169690,0.84419835,-2.30929446,0.26702642,-0.23321991,0.20203028,-0.24169690
0.14204496,-0.16833321,0.99409711,-2.44563580,0.20353676,-0.14505451,0.14204496,-0.16833321
0.05580762,-0.07457935,0.01648448,-1.45110500,0.09912282,-0.04465601,0.05580762,-0.07457935
-0.04481692,0.00633526,-0.27156428,-1.06472886,-0.02604500,0.03099481,-0.04481692,0.00633526
-0.13934033,0.04405585,-1.92467499,0.35120627,-0.14072812,0.05303975,-0.13934033,0.04405585
-0.20430137,0.01914954,1.50094557,6.32445526,-0.22373102,0.01385261,-0.20430137,0.01914954
-0.22062204,-0.07148850,-0.15652299,1.16557419,-0.24889070,-0.09847834,-0.22062204,-0.07148850
-0.18026532,-0.21331134,-0.21509796,-2.12212110,-0.20629617,-0.25902250,-0.18026532,-0.21331134
-0.08990021,-0.37732340,0.16803738,-2.44582033,-0.10852482,-0.45346387,-0.08990021,-0.37732340
0.02981639,-0.52711303,0.24171107,-2.32759380,-0.01096153,-0.62515743,0.02981639,-0.52711303
0.14932331,-0.62800768,0.27261209,-2.26251936,0.08164818,-0.74647100,0.14932331,-0.62800768
0.23814736,-0.65603139,0.44963628,-2.27655315,0.15550734,-0.78465751,0.23814736,-0.65603139
0.27336530,-0.60430570,0.49467319,-2.34839678,0.21860802,-0.74131708,0.27336530,-0.60430570
0.24591339,-0.48511697,0.61850047,-2.52529907,0.25802242,-0.61166134,0.24591339,-0.48511697
0.16280364,-0.32695923,0.35364601,-2.16765165,0.23570696,-0.40807364,0.16280364,-0.32695923
0.04462620,-0.16719317,0.02626560,-1.82339203,0.13445857,-0.21137034,0.04462620,-0.16719317
-0.08076937,-0.04218850,-0.62812608,-0.07251860,-0.02161346,-0.07309779,-0.08076937,-0.04218850
-0.18632430,0.02240997,-1.10301697,4.31291628,-0.16254357,-0.00261206,-0.18632430,0.02240997
-0.25298075,0.01858033,-0.86610448,4.52040911,-0.26069093,-0.01359949,-0.25298075,0.01858033
-0.27386209,-0.04202907,0.01279720,5.21913004,-0.29956186,-0.08993246,-0.27386209,-0.04202907
-0.25433232,-0.13160654,0.94152451,2.47061968,-0.28686146,-0.18498171,-0.25433232,-0.13160654
-0.20826767,-0.21436172,-0.64908969,-1.95946419,-0.23709911,-0.28884034,-0.20826767,-0.21436172
-0.15212670,-0.25711654,-0.16906890,-2.18934155,-0.17143419,-0.33663572,-0.15212670,-0.25711654
-0.09906057,-0.23924727,-0.16919079,-2.18479466,-0.10242386,-0.31516531,-0.09906057,-0.23924727
-0.05515263,-0.15901949,-0.26137710,-1.99811137,-0.03786426,-0.21678289,-0.05515263,-0.15901949
-0.01899111,-0.03435046,-0.53296322,0.01411110,-0.00883367,-0.06996417,-0.01899111,-0.03435046
0.01550690,0.10234052,-0.38414559,0.54539102,0.01871168,0.09512603,0.01550690,0.10234052
0.05432215,0.21374689,0.19750597,2.62064910,0.04739358,0.23449765,0.05432215,0.21374689
0.09863059,0.26890830,0.20959117,2.98999381,0.09489890,0.31021947,0.09863059,0.26890830
0.14215757,0.25265538,0.20731311,2.98546124,0.13554852,0.30229500,0.14215757,0.25265538
0.17180607,0.17034170,0.53387946,1.43719995,0.16343701,0.21292414,0.17180607,0.17034170
0.17155312,0.04634633,1.98489296,0.61086547,0.15745042,0.07548343,0.17155312,0.04634633
0.12836878,-0.08325413,0.97377974,-1.44575179,0.12646415,-0.07075146,0.12836878,-0.08325413
0.03809717,-0.18161920,-0.11015125,-1.76673567,0.03534848,-0.19934680,0.03809717,-0.18161920
-0.09086046,-0.22230520,-0.48015487,-2.09793925,-0.10295866,-0.25550627,-0.09086046,-0.22230520
-0.23756580,-0.19717683,-0.62451607,-1.96061134,-0.27015721,-0.24138983,-0.23756580,-0.19717683
-0.37258391,-0.11860097,0.20618066,1.71538746,-0.42746532,-0.14908361,-0.37258391,-0.11860097
-0.46504415,-0.01525816,-2.43984461,2.97464514,-0.53138466,-0.01550600,-0.46504415,-0.01525816
-0.49071724,0.07706718,-2.98817539,2.54980564,-0.56122328,0.09828393,-0.49071724,0.07706718
-0.43874251,0.12676470,-2.96029639,2.60921311,-0.50749435,0.14803115,-0.43874251,0.12676470
-0.31503003,0.11615377,-2.95685792,2.58979225,-0.38429165,0.10772663,-0.31503003,0.11615377
-0.14136187,0.04665383,-1.40064561,0.07186409,-0.19075370,0.00981099,-0.14136187,0.04665383
0.04951237,-0.06217467,-0.05284055,-1.19870651,0.03629100,-0.09879368,0.04951237,-0.06217467
0.22135958,-0.17925721,1.50509644,-2.48947310,0.22995348,-0.21717984,0.22135958,-0.17925721
0.34245565,-0.27201143,2.13119888,-2.48672676,0.37110794,-0.33371879,0.34245565,-0.27201143
0.39202247,-0.31640337,2.10200596,-2.61448121,0.42178596,-0.39395597,0.39202247,-0.31640337
0.36365167,-0.30380693,2.10710907,-2.61419392,0.40194913,-0.37193358,0.36365167,-0.30380693
0.26522004,-0.24258365,1.91155779,-2.60698867,0.32613997,-0.28041304,0.26522004,-0.24258365
0.11578700,-0.15413310,0.37285575,-1.65793073,0.17813042,-0.15324507,0.11578700,-0.15413310
-0.05933232,-0.06503087,-0.22782654,-0.89221990,-0.02163434,-0.06112920,-0.05933232,-0.06503087
-0.23387903,0.00187072,-3.15922117,2.44903088,-0.22390809,-0.00510087,-0.23387903,0.00187072
-0.38512095,0.03427812,-2.96236801,2.36620903,-0.41037582,0.02776985,-0.38512095,0.03427812
-0.49677171,0.03299165,-2.97484040,2.40930343,-0.55451995,0.05727330,-0.49677171,0.03299165
-0.56023440,0.00953321,-3.25104427,2.49958992,-0.63372697,0.05352661,-0.56023440,0.00953321
-0.57448397,-0.01993897,-2.66337705,3.87839031,-0.65883600,0.02271586,-0.57448397,-0.01993897
-0.54507335,-0.04191212,-2.30843568,4.15444422,-0.64071415,-0.01860527,-0.54507335,-0.04191212
-0.48266400,-0.05111089,-2.35352516,4.03560114,-0.58403636,-0.05440485,-0.48266400,-0.05111089
-0.40126453,-0.05222421,-1.62038732,3.63045597,-0.49362391,-0.08085303,-0.40126453,-0.05222421
-0.31617684,-0.05711784,-0.92652845,4.12754583,-0.39371677,-0.10546647,-0.31617684,-0.05711784
-0.24162625,-0.07865918,0.59930027,2.73873878,-0.30280468,-0.13949162,-0.24162625,-0.07865918
-0.18822067,-0.12364606,-0.65229523,-1.66067898,-0.23528446,-0.18915849,-0.18822067,-0.12364606
-0.16066100,-0.18776779,-0.64225930,-1.90197766,-0.20040925,-0.24957253,-0.16066100,-0.18776779
-0.15635099,-0.25485187,-0.30142274,-2.27200890,-0.19111927,-0.32439585,-0.15635099,-0.25485187
-0.16556697,-0.30108768,-0.29991376,-2.24841976,-0.19976800,-0.37950211,-0.16556697,-0.30108768
-0.17355988,-0.30302577,-0.29635906,-2.22880363,-0.20878157,-0.37953205,-0.17355988,-0.30302577
-0.16441373,-0.24662060,-0.31739226,-2.26157665,-0.19060955,-0.32683564,-0.16441373,-0.24662060
-0.12584484,-0.13399610,-0.65673018,-1.62230468,-0.13443276,-0.20589210,-0.12584484,-0.13399610
-0.05363294,0.01477872,-0.58655125,0.07282628,-0.05135121,-0.02915379,-0.05363294,0.01477872
0.04574856,0.16598621,0.15747517,3.02806997,0.04507414,0.15352147,0.04574856,0.16598621
0.15538224,0.28160478,0.18776888,3.06192517,0.16853128,0.30347312,0.15538224,0.28160478
0.25133917,0.33083374,0.19203186,3.12625694,0.28656979,0.37165881,0.25133917,0.33083374
0.30861969,0.30001355,0.26098144,3.12939978,0.36329917,0.33518245,0.30861969,0.30001355
0.30806626,0.19752484,1.63229918,0.68893886,0.34902551,0.24923099,0.30806626,0.19752484
0.24227019,0.05181698,1.47440219,0.29630163,0.26722115,0.11006908,0.24227019,0.05181698
0.11865581,-0.09702611,0.35709843,-1.53053188,0.12721761,-0.05306093,0.11865581,-0.09702611
-0.04132376,-0.20958967,-0.18263181,-2.18193245,-0.03617153,-0.19447211,-0.04132376,-0.20958967
-0.20682044,-0.25934861,-0.34530565,-2.29229331,-0.22690064,-0.27131194,-0.20682044,-0.25934861
-0.34484968,-0.24080006,-0.55708051,-2.08525538,-0.39584576,-0.24618222,-0.34484968,-0.24080006
-0.42817167,-0.17079982,0.65514606,1.93570495,-0.49840992,-0.16980208,-0.42817167,-0.17079982
-0.44160862,-0.08261782,-2.42893028,1.23303747,-0.50923471,-0.08190443,-0.44160862,-0.08261782
-0.38510209,-0.01463540,-2.01911688,0.64723533,-0.44967674,-0.02759022,-0.38510209,-0.01463540
-0.27281716,0.00261174,-2.13502884,0.82148170,-0.32537204,-0.03223412,-0.27281716,0.00261174
-0.12878563,-0.04321241,-2.57051015,1.28066719,-0.16138192,-0.09138641,-0.12878563,-0.04321241
0.01944129,-0.14188861,-0.24727909,-2.02914906,0.01548647,-0.19473960,0.01944129,-0.14188861
0.14719666,-0.26369653,0.26790866,-2.47005153,0.16114731,-0.32448374,0.14719666,-0.26369653
0.23740181,-0.36885107,0.64745462,-2.40216684,0.24988925,-0.44824730,0.23740181,-0.36885107
0.28253697,-0.42021723,0.73783922,-2.42687416,0.29348397,-0.51897566,0.28253697,-0.42021723
0.28383138,-0.39517172,0.84417510,-2.31947136,0.30838612,-0.48731948,0.28383138,-0.39517172
0.24851704,-0.29282541,1.90852547,-2.53184247,0.30552749,-0.35209687,0.24851704,-0.29282541
0.18648196,-0.13439755,1.51564205,-1.36000550,0.25675125,-0.14684428,0.18648196,-0.13439755
0.10760530,0.04320696,-0.09339683,0.39456207,0.16076692,0.05497040,0.10760530,0.04320696
0.02052487,0.19839013,0.10611734,2.83052468,0.05280593,0.23127657,0.02052487,0.19839013
-0.06717870,0.29681872,-0.29862297,2.76951456,-0.05462718,0.34491735,-0.06717870,0.29681872
-0.14807350,0.32059259,-0.79294193,1.74982381,-0.15705403,0.36986521,-0.14807350,0.32059259
-0.21424380,0.27194649,-2.21575427,2.87109375,-0.24744517,0.31856055,-0.21424380,0.27194649
-0.25775012,0.17070565,-2.99148321,2.79345655,-0.31460810,0.19624059,-0.25775012,0.17070565
-0.27240498,0.04676427,-1.74417365,0.33959499,-0.33750304,0.04575334,-0.27240498,0.04676427
-0.25633612,-0.06963265,-2.41912127,1.32694173,-0.31967991,-0.09460153,-0.25633612,-0.06963265
-0.21422892,-0.15652402,-0.42643443,-0.72583109,-0.27370005,-0.19344021,-0.21422892,-0.15652402
-0.15800306,-0.20512681,-0.43143305,-2.24449205,-0.19366497,-0.25357019,-0.15800306,-0.20512681
-0.10508767,-0.21979875,-0.43071473,-2.25174809,-0.12804978,-0.26578331,-0.10508767,-0.21979875
-0.07430170,-0.21363996,-0.43027529,-2.25721192,-0.08182070,-0.26474079,-0.07430170,-0.21363996
-0.08032184,-0.20173845,-0.43087965,-2.25652170,-0.08259820,-0.25366219,-0.08032184,-0.20173845
-0.12845079,-0.19470294,-0.43210208,-2.24929810,-0.13561161,-0.24614092,-0.12845079,-0.19470294
-0.21157096,-0.19479782,-0.43146807,-2.23808241,-0.22873558,-0.25370547,-0.21157096,-0.19479782
-0.31065581,-0.19587954,-0.21710704,-0.01516974,-0.35199483,-0.25345173,-0.31065581,-0.19587954
-0.39913695,-0.18687020,-0.17404200,0.07357005,-0.47050106,-0.22985282,-0.39913695,-0.18687020
-0.45013192,-0.15723123,-0.03186608,0.67459106,-0.53905077,-0.18711911,-0.45013192,-0.15723123
-0.44447202,-0.10225415,1.86833537,4.62807322,-0.52918168,-0.13962710,-0.44447202,-0.10225415
-0.37702763,-0.02615671,-1.74825406,5.05567312,-0.45188335,-0.07148585,-0.37702763,-0.02615671
-0.25920701,0.05814774,-1.76684868,5.10626650,-0.31382130,0.00503754,-0.25920701,0.05814774
-0.11662103,0.13250488,-1.82141829,5.40713358,-0.15530723,0.09206923,-0.11662103,0.13250488
0.01758369,0.17896123,0.03629108,1.56733811,-0.00798878,0.16040506,0.01758369,0.17896123
0.11181413,0.18531254,1.54982483,0.92251247,0.10333050,0.19008922,0.11181413,0.18531254
0.14480879,0.14891955,1.34344828,0.42196921,0.14238507,0.17316901,0.14480879,0.14891955
0.11142190,0.07761491,1.35070574,0.11440594,0.11181941,0.09895772,0.11142190,0.07761491
0.02365973,-0.01246236,-0.12524049,-1.10867298,0.01592042,-0.00326777,0.02365973,-0.01246236
-0.09327824,-0.10128101,-0.59199142,-1.98676836,-0.10612774,-0.10281297,-0.09327824,-0.10128101
-0.20861495,-0.17012567,-0.40473324,-2.24214649,-0.23790554,-0.19263818,-0.20861495,-0.17012567
-0.29479639,-0.20604699,-0.40295351,-2.23964524,-0.34808047,-0.23460615,-0.29479639,-0.20604699
-0.33470243,-0.20440967,-0.39918119,-2.23779058,-0.39830548,-0.22995304,-0.33470243,-0.20440967
-0.32511455,-0.16910704,0.13119116,0.68460286,-0.38819680,-0.20493598,-0.32511455,-0.16910704
-0.27560942,-0.11074476,0.38467163,2.56465626,-0.32414448,-0.15109668,-0.27560942,-0.11074476
-0.20360611,-0.04360297,1.43895423,4.26757097,-0.23873387,-0.09508792,-0.20360611,-0.04360297
-0.12754938,0.01766517,-0.50001132,-0.95811862,-0.15251376,-0.02337543,-0.12754938,0.01766517
-0.06073315,0.06082365,-0.44702339,0.19074228,-0.08791261,0.03817247,-0.06073315,0.06082365
-0.00789202,0.07792575,0.18401635,0.89157301,-0.02870311,0.07097434,-0.00789202,0.07792575
0.03443134,0.06622351,0.19827157,0.70639986,0.01967281,0.06501082,0.03443134,0.06622351
0.07418137,0.02827822,0.50150394,-0.80464137,0.06681380,0.03120559,0.07418137,0.02827822
0.11842803,-0.02855214,0.54743117,-0.83549458,0.12297986,-0.01497724,0.11842803,-0.02855214
0.16861750,-0.09318813,0.72349882,-1.64546955,0.18320567,-0.08709534,0.16861750,-0.09318813
0.21842860,-0.15251341,0.87776536,-2.05704737,0.25318891,-0.14580162,0.21842860,-0.15251341
0.25519668,-0.19368786,1.45751667,-1.93599796,0.30494924,-0.20007544,0.25519668,-0.19368786
0.26446438,-0.20690212,1.44637203,-1.92953467,0.32531558,-0.22206942,0.26446438,-0.20690212
0.23596904,-0.18806928,1.04558766,-1.24560678,0.29655807,-0.19697301,0.23596904,-0.18806928
0.16874949,-0.14068098,0.27401003,-1.24096918,0.23155986,-0.14048043,0.16874949,-0.14068098
0.07329503,-0.07601548,0.11706643,-0.90589505,0.12174200,-0.06902390,0.07329503,-0.07601548
-0.03030823,-0.01118500,-0.52487475,0.04707464,-0.00541692,-0.00497459,-0.03030823,-0.01118500
-0.11782114,0.03487815,-0.59238559,0.24751709,-0.11358435,0.03968737,-0.11782114,0.03487815
-0.16812303,0.04664872,-0.60382968,0.25182584,-0.18638781,0.04380598,-0.16812303,0.04664872
-0.16980799,0.01699279,-0.52788013,0.05274914,-0.19410097,0.00524013,-0.16980799,0.01699279
-0.12475917,-0.04974243,-0.61550146,-1.21106088,-0.14523247,-0.06794406,-0.12475917,-0.04974243
-0.04737267,-0.13781528,-0.36580625,-1.57868207,-0.05535445,-0.15967247,-0.04737267,-0.13781528
0.04037052,-0.22374393,0.10016185,-1.65618026,0.05079800,-0.25860174,0.04037052,-0.22374393
0.11629529,-0.28276079,-0.19738983,-2.31476259,0.13763208,-0.32502816,0.11629529,-0.28276079
0.16528719,-0.29626172,-0.19670568,-2.33270407,0.19995349,-0.34453438,0.16528719,-0.29626172
0.18382891,-0.25791576,-0.27267134,-2.35750532,0.23015943,-0.30173431,0.18382891,-0.25791576
0.18019198,-0.17632685,0.10846943,-1.78301954,0.24050245,-0.20713863,0.18019198,-0.17632685
0.17022599,-0.07311151,0.24720952,-1.20965302,0.23006351,-0.07459012,0.17022599,-0.07311151
0.17030961,0.02330050,-0.42312157,0.35355517,0.22795331,0.03679597,0.17030961,0.02330050
0.19011232,0.08638883,-1.06405175,4.96894741,0.23549985,0.11430141,0.19011232,0.08638883
0.22795157,0.10008801,-1.05558801,2.65351152,0.27362552,0.13254122,0.22795157,0.10008801
0.27064105,0.06436483,-0.84021950,1.79297638,0.32238477,0.09274558,0.27064105,0.06436483
0.29810470,-0.00411708,0.12881714,-0.53790414,0.35088221,0.01209504,0.29810470,-0.00411708
0.29124742,-0.07665508,-0.28403723,-1.82511950,0.34614357,-0.05986568,0.29124742,-0.07665508
0.24026990,-0.12116616,-0.36827049,-2.21604609,0.29170764,-0.10973703,0.24026990,-0.12116616
0.15028473,-0.11218275,-0.54420441,-1.81234848,0.20063327,-0.10240794,0.15028473,-0.11218275
0.04189079,-0.03903218,-0.68395191,-1.26776648,0.06992954,-0.02719352,0.04189079,-0.03903218
-0.05394851,0.09040597,-2.05672240,2.57639933,-0.04881094,0.10768242,-0.05394851,0.09040597
-0.10536658,0.25155708,-0.77985770,1.53905010,-0.11493237,0.29432720,-0.10536658,0.25155708
-0.09040660,0.41000698,-0.30501270,2.52627778,-0.09004917,0.48457463,-0.09040660,0.41000698
-0.00553425,0.53114655,-0.16706881,3.20526981,0.03100788,0.62193753,-0.00553425,0.53114655
0.13122624,0.58955620,0.14766094,3.69655681,0.20904432,0.67048186,0.13122624,0.58955620
0.28394921,0.57526958,0.24635053,3.81746531,0.38603552,0.62326391,0.28394921,0.57526958
0.40846253,0.49518844,0.34757340,3.97309160,0.50338542,0.52191604,0.40846253,0.49518844
0.46517941,0.36958650,0.34869099,3.97821569,0.53772414,0.39390231,0.46517941,0.36958650
0.43113739,0.22524718,0.45846093,4.17522335,0.47536435,0.27146066,0.43113739,0.22524718
0.30741012,0.08777075,0.03401743,1.02433181,0.32341099,0.15167491,0.30741012,0.08777075
0.11945602,-0.02436491,0.57786638,-0.72558105,0.11178116,0.03149419,0.11945602,-0.02436491
-0.08981600,-0.10227588,0.99141222,2.55016112,-0.10670951,-0.07520322,-0.08981600,-0.10227588
-0.27217592,-0.14539598,1.56354272,3.69575977,-0.30523880,-0.15168245,-0.27217592,-0.14539598
-0.38766822,-0.15761415,1.52972209,3.67132044,-0.45382907,-0.16317113,-0.38766822,-0.15761415
-0.41550867,-0.14289249,1.53055477,3.68947268,-0.48931612,-0.14670993,-0.41550867,-0.14289249
-0.35902292,-0.10247010,0.28456780,3.11160517,-0.42208124,-0.13110067,-0.35902292,-0.10247010
-0.24330284,-0.03493449,-1.82144380,0.56360888,-0.27849075,-0.08016126,-0.24330284,-0.03493449
-0.10657524,0.06090352,-2.43981004,2.55636168,-0.12828283,0.02027167,-0.10657524,0.06090352
0.01178737,0.18172096,-0.22905529,2.54623127,-0.00271072,0.16607139,0.01178737,0.18172096
0.08275435,0.31613547,-0.03302079,2.85601473,0.07046362,0.33126755,0.08275435,0.31613547
0.09511294,0.44393409,0.04636602,3.00674582,0.10594545,0.49237425,0.09511294,0.44393409
0.05689198,0.53911976,-0.00083524,2.90970492,0.08977576,0.61024589,0.05689198,0.53911976
-0.00924872,0.57631046,-0.08828156,2.80272746,0.03886927,0.66246608,-0.00924872,0.57631046
-0.07470546,0.53857838,-0.26570052,2.58131909,-0.03982414,0.63824955,-0.07470546,0.53857838
-0.11455705,0.42400152,-0.26628476,2.58418322,-0.12687755,0.52065213,-0.11455705,0.42400152
-0.11493364,0.24837252,-0.26783580,2.58201814,-0.17306118,0.31174168,-0.11493364,0.24837252
-0.07594911,0.04266277,-1.78276634,1.11026680,-0.12391927,0.06496991,-0.07594911,0.04266277
-0.00970550,-0.15440218,2.03420019,3.01776028,-0.02602985,-0.16365173,-0.00970550,-0.15440218
0.06538902,-0.30655799,0.60606092,-0.85367423,0.07080574,-0.34474388,0.06538902,-0.30655799
0.13157945,-0.38982223,0.16098596,-2.18819141,0.14158687,-0.45439524,0.13157945,-0.38982223
0.17736939,-0.39872462,0.05835199,-2.57174540,0.19495945,-0.47449910,0.17736939,-0.39872462
0.19989271,-0.34686231,0.07670956,-2.57177734,0.24073577,-0.41193915,0.19989271,-0.34686231
0.20356594,-0.26156779,0.00722862,-2.48638749,0.26313588,-0.31055649,0.20356594,-0.26156779
0.19602431,-0.17446491,0.59719932,-1.81989825,0.26431597,-0.19256464,0.19602431,-0.17446491
0.18335871,-0.11109179,0.72751933,-1.32255971,0.24983510,-0.11096177,0.18335871,-0.11109179
0.16684101,-0.08308335,0.72193390,-1.32037771,0.23176289,-0.07239114,0.16684101,-0.08308335
0.14260611,-0.08550685,0.71950722,-1.32030725,0.20031005,-0.06608861,0.14260611,-0.08550685
0.10444850,-0.10013971,0.17420048,-1.29778981,0.15401420,-0.08691014,0.10444850,-0.10013971
0.04851020,-0.10340109,0.00667543,-1.04635954,0.08076166,-0.10346646,0.04851020,-0.10340109
-0.02226454,-0.07603287,1.65688765,3.57574773,0.00217761,-0.08295493,-0.02226454,-0.07603287
-0.09608580,-0.01104129,-2.23806953,1.80528069,-0.08534998,-0.01734444,-0.09608580,-0.01104129
-0.15402098,0.08293574,-2.76343083,3.08504343,-0.16110345,0.08061011,-0.15402098,0.08293574
-0.17533702,0.18401817,-2.11686707,2.68387747,-0.19702935,0.19198222,-0.17533702,0.18401817
-0.14486817,0.26435318,-0.27239642,2.56935835,-0.16417279,0.29478458,-0.14486817,0.26435318
-0.05980338,0.29965937,-0.27232850,2.55662680,-0.07689612,0.34170478,-0.05980338,0.29965937
0.06678359,0.27765636,-0.06772369,2.88701534,0.06346423,0.31881225,0.06678359,0.27765636
0.20740704,0.20242110,0.04126224,2.96857643,0.21268552,0.25252458,0.20740704,0.20242110
0.32674433,0.09318932,0.09516840,0.99632353,0.35812827,0.13608630,0.32674433,0.09318932
0.39160929,-0.02189869,1.23016155,-0.92968386,0.43273933,0.00222421,0.39160929,-0.02189869
0.38129858,-0.11484233,1.53596342,-1.72348547,0.42924052,-0.10405545,0.38129858,-0.11484233
0.29493619,-0.16642858,1.24951744,-1.94804466,0.33721399,-0.15948488,0.29493619,-0.16642858
0.15322820,-0.17153720,-0.07380554,-2.37187576,0.18747922,-0.16222255,0.15322820,-0.17153720
-0.00626414,-0.13944531,1.56873810,2.36411715,0.01423826,-0.13665406,-0.00626414,-0.13944531
-0.13916678,-0.08931893,0.31212848,2.95915079,-0.13683891,-0.10155027,-0.13916678,-0.08931893
-0.20674861,-0.04279180,-2.57396841,1.57867372,-0.21804996,-0.06092255,-0.20674861,-0.04279180
-0.18705870,-0.01648651,-2.08981276,0.78599489,-0.20244327,-0.04251373,-0.18705870,-0.01648651
-0.08137555,-0.01719479,-2.35140276,1.62003601,-0.08447873,-0.03710940,-0.08137555,-0.01719479
0.08596054,-0.04128259,0.34335172,-1.04421020,0.10629136,-0.05461480,0.08596054,-0.04128259
0.27421560,-0.07818146,1.20195723,-1.09895730,0.31464031,-0.08960919,0.27421560,-0.07818146
0.43733497,-0.11623337,1.54626763,-1.83312821,0.50859850,-0.15409152,0.43733497,-0.11623337
0.53605329,-0.14828615,1.80528629,-1.93739915,0.60141979,-0.22361394,0.53605329,-0.14828615
0.54750154,-0.17462349,1.88961506,-1.98136091,0.61144008,-0.25615616,0.54750154,-0.17462349
0.46971754,-0.20197741,1.90567148,-2.01019430,0.54286770,-0.25771495,0.46971754,-0.20197741
0.32017869,-0.23905440,1.70368171,-2.26956320,0.39400896,-0.25724013,0.32017869,-0.23905440
0.12935781,-0.29053960,0.52609187,-0.96813142,0.20031691,-0.29754337,0.12935781,-0.29053960
-0.06827003,-0.35230695,0.54254329,-0.82732350,-0.01796813,-0.37766449,-0.06827003,-0.35230695
-0.24281404,-0.41022380,1.15067506,0.81755149,-0.23880976,-0.44992884,-0.24281404,-0.41022380
-0.37467591,-0.44358855,1.15123487,0.82262862,-0.41888570,-0.47893392,-0.37467591,-0.44358855
-0.45616449,-0.43236982,1.17487895,0.86362386,-0.53811997,-0.44424328,-0.45616449,-0.43236982
-0.48933661,-0.36574107,0.92972791,0.16476294,-0.56949982,-0.37733277,-0.48933661,-0.36574107
-0.48163522,-0.24859740,1.51626432,2.36895514,-0.55506843,-0.28153284,-0.48163522,-0.24859740
-0.44143727,-0.10317177,-1.66797245,0.29044408,-0.49932261,-0.15271679,-0.44143727,-0.10317177
-0.37531349,0.03554781,-3.11382103,2.73218346,-0.42115450,-0.02322789,-0.37531349,0.03554781
-0.28782009,0.12968582,-2.43883252,2.85319448,-0.33627597,0.07477268,-0.28782009,0.12968582
-0.18341392,0.15066608,-2.32357907,2.91643596,-0.23423819,0.10463186,-0.18341392,0.15066608
-0.06910857,0.08963431,-1.03487360,1.38976836,-0.11077618,0.05012312,-0.06910857,0.08963431
0.04384536,-0.03768528,-1.40533829,2.78787971,0.03007413,-0.07194548,0.04384536,-0.03768528
0.14054152,-0.19383823,0.12306039,-1.69476867,0.15204576,-0.23541123,0.14054152,-0.19383823
0.20552977,-0.32980797,0.05468775,-2.58053446,0.22882383,-0.39472806,0.20552977,-0.32980797
