I_in,Q_in,I_out,Q_out,I_out_actual,Q_out_actual,I_out_ideal,Q_out_ideal
0.26877109,0.00813432,2.87880087,0.20547985,0.30939949,0.06754694,0.26877109,0.00813432
0.25592939,-0.13241285,2.84572458,-1.10464907,0.30087422,-0.09107503,0.25592939,-0.13241285
0.24845885,-0.23015072,2.63595653,-2.10481477,0.30445401,-0.20396326,0.24845885,-0.23015072
0.23476104,-0.26719477,2.40382099,-2.29121256,0.29141536,-0.26236088,0.23476104,-0.26719477
0.20203028,-0.24169690,2.04826713,-2.30095482,0.26702642,-0.23321991,0.20203028,-0.24169690
0.14204496,-0.16833321,1.42503393,-1.66192770,0.20353676,-0.14505451,0.14204496,-0.16833321
0.05580762,-0.07457935,0.39387453,-0.71986926,0.09912282,-0.04465601,0.05580762,-0.07457935
-0.04481692,0.00633526,-0.38826308,-0.00961858,-0.02604500,0.03099481,-0.04481692,0.00633526
-0.13934033,0.04405585,-1.01590550,0.85749966,-0.14072812,0.05303975,-0.13934033,0.04405585
-0.20430137,0.01914954,-1.92709994,0.21424100,-0.22373102,0.01385261,-0.20430137,0.01914954
-0.22062204,-0.07148850,-1.86793435,-0.24551542,-0.24889070,-0.09847834,-0.22062204,-0.07148850
-0.18026532,-0.21331134,-1.05999088,-1.49765360,-0.20629617,-0.25902250,-0.18026532,-0.21331134
-0.08990021,-0.37732340,-0.13180290,-2.11372685,-0.10852482,-0.45346387,-0.08990021,-0.37732340
0.02981639,-0.52711303,0.68932313,-2.35576224,-0.01096153,-0.62515743,0.02981639,-0.52711303
0.14932331,-0.62800768,1.45648885,-2.40384674,0.08164818,-0.74647100,0.14932331,-0.62800768
0.23814736,-0.65603139,1.94469750,-2.35873318,0.15550734,-0.78465751,0.23814736,-0.65603139
0.27336530,-0.60430570,2.26285243,-2.30156612,0.21860802,-0.74131708,0.27336530,-0.60430570
0.24591339,-0.48511697,2.32376957,-2.28359222,0.25802242,-0.61166134,0.24591339,-0.48511697
0.16280364,-0.32695923,1.70502067,-2.35985756,0.23570696,-0.40807364,0.16280364,-0.32695923
0.04462620,-0.16719317,0.56978607,-0.93642259,0.13445857,-0.21137034,0.04462620,-0.16719317
-0.08076937,-0.04218850,-0.68553960,-0.03416970,-0.02161346,-0.07309779,-0.08076937,-0.04218850
-0.18632430,0.02240997,-1.79781020,0.65881479,-0.16254357,-0.00261206,-0.18632430,0.02240997
-0.25298075,0.01858033,-2.06707978,0.26148573,-0.26069093,-0.01359949,-0.25298075,0.01858033
-0.27386209,-0.04202907,-1.99727547,-0.01232366,-0.29956186,-0.08993246,-0.27386209,-0.04202907
-0.25433232,-0.13160654,-1.72497761,-0.67034763,-0.28686146,-0.18498171,-0.25433232,-0.13160654
-0.20826767,-0.21436172,-1.28580475,-1.32945216,-0.23709911,-0.28884034,-0.20826767,-0.21436172
-0.15212670,-0.25711654,-0.90971392,-1.70309949,-0.17143419,-0.33663572,-0.15212670,-0.25711654
-0.09906057,-0.23924727,-0.70906854,-1.85414541,-0.10242386,-0.31516531,-0.09906057,-0.23924727
-0.05515263,-0.15901949,-0.77567279,-1.83363259,-0.03786426,-0.21678289,-0.05515263,-0.15901949
-0.01899111,-0.03435046,-0.20600133,-0.05279732,-0.00883367,-0.06996417,-0.01899111,-0.03435046
0.01550690,0.10234052,0.08679602,1.01675129,0.01871168,0.09512603,0.01550690,0.10234052
0.05432215,0.21374689,0.78583592,2.50847864,0.04739358,0.23449765,0.05432215,0.21374689
0.09863059,0.26890830,1.11516404,2.95715189,0.09489890,0.31021947,0.09863059,0.26890830
0.14215757,0.25265538,1.49542928,2.79346919,0.13554852,0.30229500,0.14215757,0.25265538
0.17180607,0.17034170,1.73322272,1.87948763,0.16343701,0.21292414,0.17180607,0.17034170
0.17155312,0.04634633,1.66274107,0.61477399,0.15745042,0.07548343,0.17155312,0.04634633
0.12836878,-0.08325413,0.97686619,-0.54910100,0.12646415,-0.07075146,0.12836878,-0.08325413
0.03809717,-0.18161920,0.33999905,-1.34692144,0.03534848,-0.19934680,0.03809717,-0.18161920
-0.09086046,-0.22230520,-0.89250290,-2.18294287,-0.10295866,-0.25550627,-0.09086046,-0.22230520
-0.23756580,-0.19717683,-1.69478667,-1.31806064,-0.27015721,-0.24138983,-0.23756580,-0.19717683
-0.37258391,-0.11860097,-2.17274833,-0.43823981,-0.42746532,-0.14908361,-0.37258391,-0.11860097
-0.46504415,-0.01525816,-2.38896751,0.37420979,-0.53138466,-0.01550600,-0.46504415,-0.01525816
-0.49071724,0.07706718,-2.45836282,0.93454522,-0.56122328,0.09828393,-0.49071724,0.07706718
-0.43874251,0.12676470,-2.47515583,1.25982153,-0.50749435,0.14803115,-0.43874251,0.12676470
-0.31503003,0.11615377,-2.47483897,1.31259716,-0.38429165,0.10772663,-0.31503003,0.11615377
-0.14136187,0.04665383,-1.08902323,0.91198534,-0.19075370,0.00981099,-0.14136187,0.04665383
0.04951237,-0.06217467,0.07663874,-0.33670920,0.03629100,-0.09879368,0.04951237,-0.06217467
0.22135958,-0.17925721,2.53631115,-1.69326580,0.22995348,-0.21717984,0.22135958,-0.17925721
0.34245565,-0.27201143,3.23160863,-2.46952415,0.37110794,-0.33371879,0.34245565,-0.27201143
0.39202247,-0.31640337,3.59711814,-2.33172822,0.42178596,-0.39395597,0.39202247,-0.31640337
0.36365167,-0.30380693,3.30836129,-2.43519974,0.40194913,-0.37193358,0.36365167,-0.30380693
0.26522004,-0.24258365,2.48134828,-2.60487485,0.32613997,-0.28041304,0.26522004,-0.24258365
0.11578700,-0.15413310,1.01266849,-1.95474970,0.17813042,-0.15324507,0.11578700,-0.15413310
-0.05933232,-0.06503087,-0.43180215,-0.87203497,-0.02163434,-0.06112920,-0.05933232,-0.06503087
-0.23387903,0.00187072,-2.25265360,0.14573561,-0.22390809,-0.00510087,-0.23387903,0.00187072
-0.38512095,0.03427812,-2.26769018,0.32177740,-0.41037582,0.02776985,-0.38512095,0.03427812
-0.49677171,0.03299165,-2.30173135,0.58089238,-0.55451995,0.05727330,-0.49677171,0.03299165
-0.56023440,0.00953321,-2.25949836,0.31035751,-0.63372697,0.05352661,-0.56023440,0.00953321
-0.57448397,-0.01993897,-2.24713159,0.23952104,-0.65883600,0.02271586,-0.57448397,-0.01993897
-0.54507335,-0.04191212,-2.22008729,0.10640064,-0.64071415,-0.01860527,-0.54507335,-0.04191212
-0.48266400,-0.05111089,-2.20455027,0.03716670,-0.58403636,-0.05440485,-0.48266400,-0.05111089
-0.40126453,-0.05222421,-2.15275741,-0.16331141,-0.49362391,-0.08085303,-0.40126453,-0.05222421
-0.31617684,-0.05711784,-2.10992360,-0.30243471,-0.39371677,-0.10546647,-0.31617684,-0.05711784
-0.24162625,-0.07865918,-1.96342623,-0.68432623,-0.30280468,-0.13949162,-0.24162625,-0.07865918
-0.18822067,-0.12364606,-1.67879450,-1.22705281,-0.23528446,-0.18915849,-0.18822067,-0.12364606
-0.16066100,-0.18776779,-1.28525865,-1.74109197,-0.20040925,-0.24957253,-0.16066100,-0.18776779
-0.15635099,-0.25485187,-1.01381814,-1.98437214,-0.19111927,-0.32439585,-0.15635099,-0.25485187
-0.16556697,-0.30108768,-0.89809859,-2.06715155,-0.19976800,-0.37950211,-0.16556697,-0.30108768
-0.17355988,-0.30302577,-0.94435626,-2.03293610,-0.20878157,-0.37953205,-0.17355988,-0.30302577
-0.16441373,-0.24662060,-1.12262857,-1.89390326,-0.19060955,-0.32683564,-0.16441373,-0.24662060
-0.12584484,-0.13399610,-1.40473092,-1.60662174,-0.13443276,-0.20589210,-0.12584484,-0.13399610
-0.05363294,0.01477872,-0.37444592,0.05850838,-0.05135121,-0.02915379,-0.05363294,0.01477872
0.04574856,0.16598621,0.23314586,1.52561855,0.04507414,0.15352147,0.04574856,0.16598621
0.15538224,0.28160478,1.48729742,2.64672947,0.16853128,0.30347312,0.15538224,0.28160478
0.25133917,0.33083374,2.42227197,3.16677642,0.28656979,0.37165881,0.25133917,0.33083374
0.30861969,0.30001355,2.96632218,2.86341786,0.36329917,0.33518245,0.30861969,0.30001355
0.30806626,0.19752484,2.99321795,1.91653979,0.34902551,0.24923099,0.30806626,0.19752484
0.24227019,0.05181698,2.30575800,0.17201628,0.26722115,0.11006908,0.24227019,0.05181698
0.11865581,-0.09702611,1.05548632,-0.63575792,0.12721761,-0.05306093,0.11865581,-0.09702611
-0.04132376,-0.20958967,-0.64177364,-2.29330802,-0.03617153,-0.19447211,-0.04132376,-0.20958967
-0.20682044,-0.25934861,-1.26333761,-1.87342811,-0.22690064,-0.27131194,-0.20682044,-0.25934861
-0.34484968,-0.24080006,-1.80312514,-1.27603734,-0.39584576,-0.24618222,-0.34484968,-0.24080006
-0.42817167,-0.17079982,-2.07277894,-0.77427077,-0.49840992,-0.16980208,-0.42817167,-0.17079982
-0.44160862,-0.08261782,-2.24708962,-0.30434045,-0.50923471,-0.08190443,-0.44160862,-0.08261782
-0.38510209,-0.01463540,-2.34353852,0.06925910,-0.44967674,-0.02759022,-0.38510209,-0.01463540
-0.27281716,0.00261174,-2.36690640,0.17967476,-0.32537204,-0.03223412,-0.27281716,0.00261174
-0.12878563,-0.04321241,-0.62463772,-0.28059274,-0.16138192,-0.09138641,-0.12878563,-0.04321241
0.01944129,-0.14188861,0.20267320,-1.32835746,0.01548647,-0.19473960,0.01944129,-0.14188861
0.14719666,-0.26369653,1.82852876,-2.54350686,0.16114731,-0.32448374,0.14719666,-0.26369653
0.23740181,-0.36885107,2.27272201,-2.68248320,0.24988925,-0.44824730,0.23740181,-0.36885107
0.28253697,-0.42021723,2.40597343,-2.67013216,0.29348397,-0.51897566,0.28253697,-0.42021723
0.28383138,-0.39517172,2.44310927,-2.66943073,0.30838612,-0.48731948,0.28383138,-0.39517172
0.24851704,-0.29282541,2.29069734,-2.69670081,0.30552749,-0.35209687,0.24851704,-0.29282541
0.18648196,-0.13439755,2.11863017,-1.71681547,0.25675125,-0.14684428,0.18648196,-0.13439755
0.10760530,0.04320696,1.15011501,-0.12012544,0.16076692,0.05497040,0.10760530,0.04320696
0.02052487,0.19839013,0.14992295,1.71732211,0.05280593,0.23127657,0.02052487,0.19839013
-0.06717870,0.29681872,-0.85082442,2.73710036,-0.05462718,0.34491735,-0.06717870,0.29681872
-0.14807350,0.32059259,-1.62033403,2.98708725,-0.15705403,0.36986521,-0.14807350,0.32059259
-0.21424380,0.27194649,-2.19862103,2.23797441,-0.24744517,0.31856055,-0.21424380,0.27194649
-0.25775012,0.17070565,-2.39329100,1.32757092,-0.31460810,0.19624059,-0.25775012,0.17070565
-0.27240498,0.04676427,-2.33721709,0.24414824,-0.33750304,0.04575334,-0.27240498,0.04676427
-0.25633612,-0.06963265,-2.06416965,-0.77187359,-0.31967991,-0.09460153,-0.25633612,-0.06963265
-0.21422892,-0.15652402,-1.66208100,-1.53191268,-0.27370005,-0.19344021,-0.21422892,-0.15652402
-0.15800306,-0.20512681,-1.27648067,-1.99976754,-0.19366497,-0.25357019,-0.15800306,-0.20512681
-0.10508767,-0.21979875,-0.97081184,-2.25472116,-0.12804978,-0.26578331,-0.10508767,-0.21979875
-0.07430170,-0.21363996,-0.71223027,-2.41867685,-0.08182070,-0.26474079,-0.07430170,-0.21363996
-0.08032184,-0.20173845,-0.78478563,-2.36961031,-0.08259820,-0.25366219,-0.08032184,-0.20173845
-0.12845079,-0.19470294,-1.01502967,-2.20006227,-0.13561161,-0.24614092,-0.12845079,-0.19470294
-0.21157096,-0.19479782,-1.37535286,-1.86538339,-0.22873558,-0.25370547,-0.21157096,-0.19479782
-0.31065581,-0.19587954,-1.70855653,-1.46709418,-0.35199483,-0.25345173,-0.31065581,-0.19587954
-0.39913695,-0.18687020,-1.92632878,-1.09954262,-0.47050106,-0.22985282,-0.39913695,-0.18687020
-0.45013192,-0.15723123,-2.03549838,-0.86284459,-0.53905077,-0.18711911,-0.45013192,-0.15723123
-0.44447202,-0.10225415,-2.14693332,-0.56767130,-0.52918168,-0.13962710,-0.44447202,-0.10225415
-0.37702763,-0.02615671,-2.25235891,-0.19436409,-0.45188335,-0.07148585,-0.37702763,-0.02615671
-0.25920701,0.05814774,-2.35186172,0.34430212,-0.31382130,0.00503754,-0.25920701,0.05814774
-0.11662103,0.13250488,-0.96605343,0.73747575,-0.15530723,0.09206923,-0.11662103,0.13250488
0.01758369,0.17896123,0.22241455,1.17581844,-0.00798878,0.16040506,0.01758369,0.17896123
0.11181413,0.18531254,1.15014338,1.71582413,0.10333050,0.19008922,0.11181413,0.18531254
0.14480879,0.14891955,1.47539711,1.32879055,0.14238507,0.17316901,0.14480879,0.14891955
0.11142190,0.07761491,1.08824980,0.93109185,0.11181941,0.09895772,0.11142190,0.07761491
0.02365973,-0.01246236,0.10561968,-0.00286841,0.01592042,-0.00326777,0.02365973,-0.01246236
-0.09327824,-0.10128101,-1.40375888,-1.04220831,-0.10612774,-0.10281297,-0.09327824,-0.10128101
-0.20861495,-0.17012567,-1.64653075,-1.08992887,-0.23790554,-0.19263818,-0.20861495,-0.17012567
-0.29479639,-0.20604699,-1.69602180,-0.98094809,-0.34808047,-0.23460615,-0.29479639,-0.20604699
-0.33470243,-0.20440967,-1.78548229,-0.83915442,-0.39830548,-0.22995304,-0.33470243,-0.20440967
-0.32511455,-0.16910704,-1.86699605,-0.69704950,-0.38819680,-0.20493598,-0.32511455,-0.16910704
-0.27560942,-0.11074476,-1.95013702,-0.53415990,-0.32414448,-0.15109668,-0.27560942,-0.11074476
-0.20360611,-0.04360297,-2.09550691,-0.17866541,-0.23873387,-0.09508792,-0.20360611,-0.04360297
-0.12754938,0.01766517,-0.90124470,0.28051943,-0.15251376,-0.02337543,-0.12754938,0.01766517
-0.06073315,0.06082365,-0.71777701,0.32624197,-0.08791261,0.03817247,-0.06073315,0.06082365
-0.00789202,0.07792575,0.03958870,0.86109358,-0.02870311,0.07097434,-0.00789202,0.07792575
0.03443134,0.06622351,0.37483501,0.70543897,0.01967281,0.06501082,0.03443134,0.06622351
0.07418137,0.02827822,0.74425822,0.39805585,0.06681380,0.03120559,0.07418137,0.02827822
0.11842803,-0.02855214,1.17572320,-0.29599854,0.12297986,-0.01497724,0.11842803,-0.02855214
0.16861750,-0.09318813,1.61340368,-0.89777416,0.18320567,-0.08709534,0.16861750,-0.09318813
0.21842860,-0.15251341,2.24244618,-1.44555151,0.25318891,-0.14580162,0.21842860,-0.15251341
0.25519668,-0.19368786,2.59043455,-1.78792250,0.30494924,-0.20007544,0.25519668,-0.19368786
0.26446438,-0.20690212,2.55658245,-2.02205706,0.32531558,-0.22206942,0.26446438,-0.20690212
0.23596904,-0.18806928,2.34462571,-1.96644950,0.29655807,-0.19697301,0.23596904,-0.18806928
0.16874949,-0.14068098,1.69961739,-1.44594646,0.23155986,-0.14048043,0.16874949,-0.14068098
0.07329503,-0.07601548,0.60508502,-0.67343867,0.12174200,-0.06902390,0.07329503,-0.07601548
-0.03030823,-0.01118500,-0.21642759,-0.40208977,-0.00541692,-0.00497459,-0.03030823,-0.01118500
-0.11782114,0.03487815,-0.93071938,0.56069410,-0.11358435,0.03968737,-0.11782114,0.03487815
-0.16812303,0.04664872,-1.73426998,0.45909944,-0.18638781,0.04380598,-0.16812303,0.04664872
-0.16980799,0.01699279,-1.84950662,0.02740352,-0.19410097,0.00524013,-0.16980799,0.01699279
-0.12475917,-0.04974243,-0.67453915,-0.02848591,-0.14523247,-0.06794406,-0.12475917,-0.04974243
-0.04737267,-0.13781528,-0.31070507,-1.06678355,-0.05535445,-0.15967247,-0.04737267,-0.13781528
0.04037052,-0.22374393,0.50714815,-2.36620140,0.05079800,-0.25860174,0.04037052,-0.22374393
0.11629529,-0.28276079,1.52715099,-2.63902569,0.13763208,-0.32502816,0.11629529,-0.28276079
0.16528719,-0.29626172,1.88960266,-2.66793585,0.19995349,-0.34453438,0.16528719,-0.29626172
0.18382891,-0.25791576,1.94884980,-2.63191485,0.23015943,-0.30173431,0.18382891,-0.25791576
0.18019198,-0.17632685,2.10740018,-1.99308372,0.24050245,-0.20713863,0.18019198,-0.17632685
0.17022599,-0.07311151,1.80990922,-0.89334327,0.23006351,-0.07459012,0.17022599,-0.07311151
0.17030961,0.02330050,2.01013160,0.04721619,0.22795331,0.03679597,0.17030961,0.02330050
0.19011232,0.08638883,2.14631915,0.70054734,0.23549985,0.11430141,0.19011232,0.08638883
0.22795157,0.10008801,2.42774963,0.85631269,0.27362552,0.13254122,0.22795157,0.10008801
0.27064105,0.06436483,2.85176277,0.56775063,0.32238477,0.09274558,0.27064105,0.06436483
0.29810470,-0.00411708,3.08048153,-0.29752138,0.35088221,0.01209504,0.29810470,-0.00411708
0.29124742,-0.07665508,3.10827303,-0.93057328,0.34614357,-0.05986568,0.29124742,-0.07665508
0.24026990,-0.12116616,2.53870606,-1.54884636,0.29170764,-0.10973703,0.24026990,-0.12116616
0.15028473,-0.11218275,1.57853532,-1.36751258,0.20063327,-0.10240794,0.15028473,-0.11218275
0.04189079,-0.03903218,0.31183732,-0.95333952,0.06992954,-0.02719352,0.04189079,-0.03903218
-0.05394851,0.09040597,-0.70233786,0.86402529,-0.04881094,0.10768242,-0.05394851,0.09040597
-0.10536658,0.25155708,-1.02541602,2.48356605,-0.11493237,0.29432720,-0.10536658,0.25155708
-0.09040660,0.41000698,-0.84104306,3.89292645,-0.09004917,0.48457463,-0.09040660,0.41000698
-0.00553425,0.53114655,-0.12220270,5.16526890,0.03100788,0.62193753,-0.00553425,0.53114655
0.13122624,0.58955620,1.36903548,5.76309109,0.20904432,0.67048186,0.13122624,0.58955620
0.28394921,0.57526958,2.76440477,5.66597652,0.38603552,0.62326391,0.28394921,0.57526958
0.40846253,0.49518844,3.86796117,4.67994070,0.50338542,0.52191604,0.40846253,0.49518844
0.46517941,0.36958650,4.59595537,3.73841429,0.53772414,0.39390231,0.46517941,0.36958650
0.43113739,0.22524718,4.32455969,1.99074197,0.47536435,0.27146066,0.43113739,0.22524718
0.30741012,0.08777075,3.08028340,0.47989339,0.32341099,0.15167491,0.30741012,0.08777075
0.11945602,-0.02436491,1.22981262,-0.04239031,0.11178116,0.03149419,0.11945602,-0.02436491
-0.08981600,-0.10227588,-0.71580905,-0.77540898,-0.10670951,-0.07520322,-0.08981600,-0.10227588
-0.27217592,-0.14539598,-1.82488048,-0.92276257,-0.30523880,-0.15168245,-0.27217592,-0.14539598
-0.38766822,-0.15761415,-1.87021875,-0.69794846,-0.45382907,-0.16317113,-0.38766822,-0.15761415
-0.41550867,-0.14289249,-1.92533290,-0.55810261,-0.48931612,-0.14670993,-0.41550867,-0.14289249
-0.35902292,-0.10247010,-1.97739542,-0.41967541,-0.42208124,-0.13110067,-0.35902292,-0.10247010
-0.24330284,-0.03493449,-2.05645967,-0.17917705,-0.27849075,-0.08016126,-0.24330284,-0.03493449
-0.10657524,0.06090352,-0.71581870,0.54297739,-0.12828283,0.02027167,-0.10657524,0.06090352
0.01178737,0.18172096,0.00083196,1.71712828,-0.00271072,0.16607139,0.01178737,0.18172096
0.08275435,0.31613547,0.79219186,3.07776523,0.07046362,0.33126755,0.08275435,0.31613547
0.09511294,0.44393409,0.87725568,4.38424063,0.10594545,0.49237425,0.09511294,0.44393409
0.05689198,0.53911976,0.48857123,5.31211519,0.08977576,0.61024589,0.05689198,0.53911976
-0.00924872,0.57631046,-0.03826654,5.95997953,0.03886927,0.66246608,-0.00924872,0.57631046
-0.07470546,0.53857838,-0.67814809,5.52822256,-0.03982414,0.63824955,-0.07470546,0.53857838
-0.11455705,0.42400152,-1.16757214,4.26116657,-0.12687755,0.52065213,-0.11455705,0.42400152
-0.11493364,0.24837252,-0.99317002,2.81487226,-0.17306118,0.31174168,-0.11493364,0.24837252
-0.07594911,0.04266277,-0.41134799,-0.00468650,-0.12391927,0.06496991,-0.07594911,0.04266277
-0.00970550,-0.15440218,0.17606667,-1.21967220,-0.02602985,-0.16365173,-0.00970550,-0.15440218
0.06538902,-0.30655799,0.74375099,-2.78823304,0.07080574,-0.34474388,0.06538902,-0.30655799
0.13157945,-0.38982223,1.26416802,-2.83471560,0.14158687,-0.45439524,0.13157945,-0.38982223
0.17736939,-0.39872462,1.62391269,-2.84234357,0.19495945,-0.47449910,0.17736939,-0.39872462
0.19989271,-0.34686231,1.81657732,-2.83778429,0.24073577,-0.41193915,0.19989271,-0.34686231
0.20356594,-0.26156779,1.99400175,-2.79885221,0.26313588,-0.31055649,0.20356594,-0.26156779
0.19602431,-0.17446491,2.17140436,-2.07798648,0.26431597,-0.19256464,0.19602431,-0.17446491
0.18335871,-0.11109179,1.85307407,-1.62879229,0.24983510,-0.11096177,0.18335871,-0.11109179
0.16684101,-0.08308335,1.65644956,-1.33749354,0.23176289,-0.07239114,0.16684101,-0.08308335
0.14260611,-0.08550685,1.29562926,-1.21031702,0.20031005,-0.06608861,0.14260611,-0.08550685
0.10444850,-0.10013971,0.75821680,-1.12373447,0.15401420,-0.08691014,0.10444850,-0.10013971
0.04851020,-0.10340109,0.15513259,-1.14134669,0.08076166,-0.10346646,0.04851020,-0.10340109
-0.02226454,-0.07603287,-0.29595777,-0.93940878,0.00217761,-0.08295493,-0.02226454,-0.07603287
-0.09608580,-0.01104129,-1.00097966,0.04065414,-0.08534998,-0.01734444,-0.09608580,-0.01104129
-0.15402098,0.08293574,-1.76751852,0.97392970,-0.16110345,0.08061011,-0.15402098,0.08293574
-0.17533702,0.18401817,-1.95047629,1.85615349,-0.19702935,0.19198222,-0.17533702,0.18401817
-0.14486817,0.26435318,-1.48990798,2.63369584,-0.16417279,0.29478458,-0.14486817,0.26435318
-0.05980338,0.29965937,-0.61461145,2.92462301,-0.07689612,0.34170478,-0.05980338,0.29965937
0.06678359,0.27765636,0.55193633,2.66281605,0.06346423,0.31881225,0.06678359,0.27765636
0.20740704,0.20242110,1.93815517,1.95395589,0.21268552,0.25252458,0.20740704,0.20242110
0.32674433,0.09318932,3.08036423,0.83512610,0.35812827,0.13608630,0.32674433,0.09318932
0.39160929,-0.02189869,3.87104917,-0.33731481,0.43273933,0.00222421,0.39160929,-0.02189869
0.38129858,-0.11484233,3.56777143,-1.21775734,0.42924052,-0.10405545,0.38129858,-0.11484233
0.29493619,-0.16642858,2.78171659,-1.83010554,0.33721399,-0.15948488,0.29493619,-0.16642858
0.15322820,-0.17153720,1.38685131,-1.89113772,0.18747922,-0.16222255,0.15322820,-0.17153720
-0.00626414,-0.13944531,-0.52016568,-1.86100364,0.01423826,-0.13665406,-0.00626414,-0.13944531
-0.13916678,-0.08931893,-1.88876486,-0.91864878,-0.13683891,-0.10155027,-0.13916678,-0.08931893
-0.20674861,-0.04279180,-2.15899420,-0.38650453,-0.21804996,-0.06092255,-0.20674861,-0.04279180
-0.18705870,-0.01648651,-2.20462680,-0.23774011,-0.20244327,-0.04251373,-0.18705870,-0.01648651
-0.08137555,-0.01719479,-0.41439599,0.12524563,-0.08447873,-0.03710940,-0.08137555,-0.01719479
0.08596054,-0.04128259,0.67257822,-0.33668411,0.10629136,-0.05461480,0.08596054,-0.04128259
0.27421560,-0.07818146,2.87053370,-0.75274032,0.31464031,-0.08960919,0.27421560,-0.07818146
0.43733497,-0.11623337,4.36684227,-0.97434914,0.50859850,-0.15409152,0.43733497,-0.11623337
0.53605329,-0.14828615,5.09611988,-1.29506266,0.60141979,-0.22361394,0.53605329,-0.14828615
0.54750154,-0.17462349,5.27539444,-1.26048398,0.61144008,-0.25615616,0.54750154,-0.17462349
0.46971754,-0.20197741,4.55720043,-1.65987253,0.54286770,-0.25771495,0.46971754,-0.20197741
0.32017869,-0.23905440,3.11302018,-2.30660033,0.39400896,-0.25724013,0.32017869,-0.23905440
0.12935781,-0.29053960,1.07829821,-2.71088099,0.20031691,-0.29754337,0.12935781,-0.29053960
-0.06827003,-0.35230695,-0.16630858,-2.44745255,-0.01796813,-0.37766449,-0.06827003,-0.35230695
-0.24281404,-0.41022380,-0.68887901,-2.17616940,-0.23880976,-0.44992884,-0.24281404,-0.41022380
-0.37467591,-0.44358855,-1.05460715,-1.90263450,-0.41888570,-0.47893392,-0.37467591,-0.44358855
-0.45616449,-0.43236982,-1.34620261,-1.61896086,-0.53811997,-0.44424328,-0.45616449,-0.43236982
-0.48933661,-0.36574107,-1.56215787,-1.33923626,-0.56949982,-0.37733277,-0.48933661,-0.36574107
-0.48163522,-0.24859740,-1.77258074,-0.98967785,-0.55506843,-0.28153284,-0.48163522,-0.24859740
-0.44143727,-0.10317177,-2.01200414,-0.43479517,-0.49932261,-0.15271679,-0.44143727,-0.10317177
-0.37531349,0.03554781,-2.21829176,0.44674051,-0.42115450,-0.02322789,-0.37531349,0.03554781
-0.28782009,0.12968582,-2.28126955,1.21966743,-0.33627597,0.07477268,-0.28782009,0.12968582
-0.18341392,0.15066608,-1.46824670,1.61658478,-0.23423819,0.10463186,-0.18341392,0.15066608
-0.06910857,0.08963431,-0.62966734,0.09640796,-0.11077618,0.05012312,-0.06910857,0.08963431
0.04384536,-0.03768528,0.68312782,-0.28206393,0.03007413,-0.07194548,0.04384536,-0.03768528
0.14054152,-0.19383823,1.81363189,-1.77938282,0.15204576,-0.23541123,0.14054152,-0.19383823
