I_in,Q_in,I_out,Q_out,I_out_actual,Q_out_actual
0.09863059,0.26890830,0.08003628,0.25226998,0.09489890,0.31021947
0.14215757,0.25265538,0.12223475,0.23667765,0.13554852,0.30229500
0.17180607,0.17034170,0.14491700,0.15750732,0.16343701,0.21292414
0.17155312,0.04634633,0.13839002,0.03864876,0.15745042,0.07548343
0.12836878,-0.08325413,0.11096109,-0.07758766,0.12646415,-0.07075146
0.03809717,-0.18161920,0.04218896,-0.17187662,0.03534848,-0.19934680
-0.09086046,-0.22230520,-0.07431077,-0.21565230,-0.10295866,-0.25550627
-0.23756580,-0.19717683,-0.22159594,-0.19972840,-0.27015721,-0.24138983
-0.37258391,-0.11860097,-0.37232411,-0.09365802,-0.42746532,-0.14908361
-0.46504415,-0.01525816,-0.46786675,0.02088122,-0.53138466,-0.01550600
-0.49071724,0.07706718,-0.49516815,0.11550583,-0.56122328,0.09828393
-0.43874251,0.12676470,-0.43984747,0.14716123,-0.50749435,0.14803115
-0.31503003,0.11615377,-0.32327148,0.12675275,-0.38429165,0.10772663
-0.14136187,0.04665383,-0.13644697,0.03957968,-0.19075370,0.00981099
0.04951237,-0.06217467,0.04688300,-0.05431682,0.03629100,-0.09879368
0.22135958,-0.17925721,0.24585515,-0.18388422,0.22995348,-0.21717984
0.34245565,-0.27201143,0.35274523,-0.29789785,0.37110794,-0.33371879
0.39202247,-0.31640337,0.37180167,-0.35018805,0.42178596,-0.39395597
0.36365167,-0.30380693,0.34037304,-0.31921172,0.40194913,-0.37193358
0.26522004,-0.24258365,0.25764039,-0.23441534,0.32613997,-0.28041304
0.11578700,-0.15413310,0.11646035,-0.13185434,0.17813042,-0.15324507
-0.05933232,-0.06503087,-0.05306580,-0.04373764,-0.02163434,-0.06112920
-0.23387903,0.00187072,-0.22248603,0.00375907,-0.22390809,-0.00510087
-0.38512095,0.03427812,-0.39594808,0.04949315,-0.41037582,0.02776985
-0.49677171,0.03299165,-0.49519053,0.07859801,-0.55451995,0.05727330
-0.56023440,0.00953321,-0.56294566,0.08549999,-0.63372697,0.05352661
-0.57448397,-0.01993897,-0.58092004,0.06526964,-0.65883600,0.02271586
-0.54507335,-0.04191212,-0.54541934,0.03335308,-0.64071415,-0.01860527
-0.48266400,-0.05111089,-0.47356629,0.00212257,-0.58403636,-0.05440485
-0.40126453,-0.05222421,-0.39377913,-0.01830755,-0.49362391,-0.08085303
-0.31617684,-0.05711784,-0.33155426,-0.03517870,-0.39371677,-0.10546647
-0.24162625,-0.07865918,-0.26714727,-0.05659701,-0.30280468,-0.13949162
-0.18822067,-0.12364606,-0.22717445,-0.08228053,-0.23528446,-0.18915849
-0.16066100,-0.18776779,-0.21472739,-0.13161786,-0.20040925,-0.24957253
-0.15635099,-0.25485187,-0.19953562,-0.19368117,-0.19111927,-0.32439585
-0.16556697,-0.30108768,-0.18272242,-0.25390089,-0.19976800,-0.37950211
-0.17355988,-0.30302577,-0.17821185,-0.26907724,-0.20878157,-0.37953205
-0.16441373,-0.24662060,-0.16606957,-0.22125687,-0.19060955,-0.32683564
-0.12584484,-0.13399610,-0.11507855,-0.11884277,-0.13443276,-0.20589210
-0.05363294,0.01477872,-0.05707083,0.00984876,-0.05135121,-0.02915379
0.04574856,0.16598621,0.02465148,0.14514567,0.04507414,0.15352147
0.15538224,0.28160478,0.13796920,0.26803350,0.16853128,0.30347312
0.25133917,0.33083374,0.24166933,0.31302828,0.28656979,0.37165881
0.30861969,0.30001355,0.29483929,0.28414369,0.36329917,0.33518245
0.30806626,0.19752484,0.28953335,0.19216073,0.34902551,0.24923099
0.24227019,0.05181698,0.20854180,0.06433106,0.26722115,0.11006908
0.11865581,-0.09702611,0.09485365,-0.08096491,0.12721761,-0.05306093
-0.04132376,-0.20958967,-0.03814786,-0.18888108,-0.03617153,-0.19447211
-0.20682044,-0.25934861,-0.19254261,-0.23951235,-0.22690064,-0.27131194
-0.34484968,-0.24080006,-0.34170112,-0.20155209,-0.39584576,-0.24618222
-0.42817167,-0.17079982,-0.43092409,-0.11998127,-0.49840992,-0.16980208
-0.44160862,-0.08261782,-0.43695891,-0.04015605,-0.50923471,-0.08190443
-0.38510209,-0.01463540,-0.38314915,0.00564446,-0.44967674,-0.02759022
-0.27281716,0.00261174,-0.26645905,-0.00126131,-0.32537204,-0.03223412
-0.12878563,-0.04321241,-0.13883574,-0.05327074,-0.16138192,-0.09138641
0.01944129,-0.14188861,0.00083738,-0.13216412,0.01548647,-0.19473960
0.14719666,-0.26369653,0.12453387,-0.24915524,0.16114731,-0.32448374
0.23740181,-0.36885107,0.20270270,-0.35316783,0.24988925,-0.44824730
0.28253697,-0.42021723,0.22970286,-0.40187123,0.29348397,-0.51897566
0.28383138,-0.39517172,0.23341525,-0.37366495,0.30838612,-0.48731948
0.24851704,-0.29282541,0.21462879,-0.26819021,0.30552749,-0.35209687
0.18648196,-0.13439755,0.17251375,-0.11695905,0.25675125,-0.14684428
0.10760530,0.04320696,0.08819265,0.04795764,0.16076692,0.05497040
0.02052487,0.19839013,-0.01302565,0.19688927,0.05280593,0.23127657
-0.06717870,0.29681872,-0.09474102,0.28562725,-0.05462718,0.34491735
-0.14807350,0.32059259,-0.16758250,0.31068379,-0.15705403,0.36986521
-0.21424380,0.27194649,-0.23128468,0.26007819,-0.24744517,0.31856055
-0.25775012,0.17070565,-0.27503896,0.15236752,-0.31460810,0.19624059
-0.27240498,0.04676427,-0.27959707,0.02966933,-0.33750304,0.04575334
-0.25633612,-0.06963265,-0.25854275,-0.08130260,-0.31967991,-0.09460153
-0.21422892,-0.15652402,-0.19407079,-0.18109246,-0.27370005,-0.19344021
-0.15800306,-0.20512681,-0.11066721,-0.24186718,-0.19366497,-0.25357019
-0.10508767,-0.21979875,-0.04137001,-0.26937458,-0.12804978,-0.26578331
-0.07430170,-0.21363996,0.01362794,-0.27681950,-0.08182070,-0.26474079
-0.08032184,-0.20173845,0.02985258,-0.27925760,-0.08259820,-0.25366219
-0.12845079,-0.19470294,-0.02166681,-0.27790388,-0.13561161,-0.24614092
-0.21157096,-0.19479782,-0.12494780,-0.27398938,-0.22873558,-0.25370547
-0.31065581,-0.19587954,-0.24930263,-0.25730371,-0.35199483,-0.25345173
-0.39913695,-0.18687020,-0.38995853,-0.18352796,-0.47050106,-0.22985282
-0.45013192,-0.15723123,-0.46763924,-0.11614285,-0.53905077,-0.18711911
-0.44447202,-0.10225415,-0.46016967,-0.05951743,-0.52918168,-0.13962710
-0.37702763,-0.02615671,-0.38080549,-0.00382589,-0.45188335,-0.07148585
-0.25920701,0.05814774,-0.26211679,0.06873031,-0.31382130,0.00503754
-0.11662103,0.13250488,-0.14165042,0.13623901,-0.15530723,0.09206923
0.01758369,0.17896123,-0.02366600,0.17794986,-0.00798878,0.16040506
0.11181413,0.18531254,0.06801174,0.17985377,0.10333050,0.19008922
0.14480879,0.14891955,0.10988567,0.13643219,0.14238507,0.17316901
0.11142190,0.07761491,0.08850763,0.07369700,0.11181941,0.09895772
0.02365973,-0.01246236,0.01861505,-0.01662251,0.01592042,-0.00326777
-0.09327824,-0.10128101,-0.08836257,-0.10835771,-0.10612774,-0.10281297
-0.20861495,-0.17012567,-0.20578136,-0.17216451,-0.23790554,-0.19263818
-0.29479639,-0.20604699,-0.28162172,-0.19292621,-0.34808047,-0.23460615
-0.33470243,-0.20440967,-0.32074043,-0.18389171,-0.39830548,-0.22995304
-0.32511455,-0.16910704,-0.30705878,-0.14562808,-0.38819680,-0.20493598
-0.27560942,-0.11074476,-0.26379409,-0.10442543,-0.32414448,-0.15109668
-0.20360611,-0.04360297,-0.19733690,-0.04362306,-0.23873387,-0.09508792
-0.12754938,0.01766517,-0.14327480,0.01164754,-0.15251376,-0.02337543
-0.06073315,0.06082365,-0.08698525,0.05044024,-0.08791261,0.03817247
-0.00789202,0.07792575,-0.03353134,0.06674741,-0.02870311,0.07097434
0.03443134,0.06622351,0.00703552,0.05852158,0.01967281,0.06501082
0.07418137,0.02827822,0.04753580,0.03298364,0.06681380,0.03120559
0.11842803,-0.02855214,0.09612384,-0.01220411,0.12297986,-0.01497724
0.16861750,-0.09318813,0.14942160,-0.07299324,0.18320567,-0.08709534
0.21842860,-0.15251341,0.19567238,-0.13752493,0.25318891,-0.14580162
0.25519668,-0.19368786,0.22866797,-0.18755490,0.30494924,-0.20007544
0.26446438,-0.20690212,0.24421366,-0.20495214,0.32531558,-0.22206942
0.23596904,-0.18806928,0.23088375,-0.18473689,0.29655807,-0.19697301
0.16874949,-0.14068098,0.17770413,-0.12867197,0.23155986,-0.14048043
0.07329503,-0.07601548,0.07455642,-0.06100858,0.12174200,-0.06902390
-0.03030823,-0.01118500,-0.02169185,-0.00376829,-0.00541692,-0.00497459
-0.11782114,0.03487815,-0.10127693,0.03009443,-0.11358435,0.03968737
-0.16812303,0.04664872,-0.15988319,0.03647021,-0.18638781,0.04380598
-0.16980799,0.01699279,-0.16831563,0.00314686,-0.19410097,0.00524013
-0.12475917,-0.04974243,-0.11908474,-0.05608196,-0.14523247,-0.06794406
-0.04737267,-0.13781528,-0.03760644,-0.13073471,-0.05535445,-0.15967247
0.04037052,-0.22374393,0.05766348,-0.21914576,0.05079800,-0.25860174
0.11629529,-0.28276079,0.12783472,-0.28218970,0.13763208,-0.32502816
0.16528719,-0.29626172,0.16877729,-0.29611617,0.19995349,-0.34453438
0.18382891,-0.25791576,0.18464924,-0.25750247,0.23015943,-0.30173431
0.18019198,-0.17632685,0.18400694,-0.17356180,0.24050245,-0.20713863
0.17022599,-0.07311151,0.16820340,-0.06960805,0.23006351,-0.07459012
0.17030961,0.02330050,0.16158827,0.01998516,0.22795331,0.03679597
0.19011232,0.08638883,0.18132602,0.07946200,0.23549985,0.11430141
0.22795157,0.10008801,0.21398702,0.09159146,0.27362552,0.13254122
0.27064105,0.06436483,0.25321364,0.05989742,0.32238477,0.09274558
0.29810470,-0.00411708,0.27884895,-0.00282693,0.35088221,0.01209504
0.29124742,-0.07665508,0.26726872,-0.06984500,0.34614357,-0.05986568
0.24026990,-0.12116616,0.21777581,-0.10228468,0.29170764,-0.10973703
0.15028473,-0.11218275,0.13701738,-0.09655418,0.20063327,-0.10240794
0.04189079,-0.03903218,0.03165771,-0.03007790,0.06992954,-0.02719352
-0.05394851,0.09040597,-0.06236731,0.08190530,-0.04881094,0.10768242
-0.10536658,0.25155708,-0.11819636,0.23641890,-0.11493237,0.29432720
-0.09040660,0.41000698,-0.08558019,0.40469021,-0.09004917,0.48457463
-0.00553425,0.53114655,0.02891989,0.52391601,0.03100788,0.62193753
0.13122624,0.58955620,0.18096735,0.55865920,0.20904432,0.67048186
0.28394921,0.57526958,0.34169713,0.52141434,0.38603552,0.62326391
0.40846253,0.49518844,0.45106685,0.43135521,0.50338542,0.52191604
0.46517941,0.36958650,0.48310977,0.31517786,0.53772414,0.39390231
0.43113739,0.22524718,0.43157753,0.20051908,0.47536435,0.27146066
0.30741012,0.08777075,0.29506177,0.09276678,0.32341099,0.15167491
0.11945602,-0.02436491,0.10769070,-0.00625608,0.11178116,0.03149419
-0.08981600,-0.10227588,-0.07382016,-0.08905478,-0.10670951,-0.07520322
-0.27217592,-0.14539598,-0.25741246,-0.13286586,-0.30523880,-0.15168245
-0.38766822,-0.15761415,-0.38144279,-0.10855670,-0.45382907,-0.16317113
-0.41550867,-0.14289249,-0.40689716,-0.07831656,-0.48931612,-0.14670993
-0.35902292,-0.10247010,-0.35334241,-0.04400922,-0.42208124,-0.13110067
-0.24330284,-0.03493449,-0.25231114,-0.00606336,-0.27849075,-0.08016126
-0.10657524,0.06090352,-0.10655453,0.06701158,-0.12828283,0.02027167
0.01178737,0.18172096,0.03292791,0.18126749,-0.00271072,0.16607139
0.08275435,0.31613547,0.11241785,0.34778571,0.07046362,0.33126755
0.09511294,0.44393409,0.17335191,0.47726557,0.10594545,0.49237425
0.05689198,0.53911976,0.18992645,0.56888068,0.08977576,0.61024589
-0.00924872,0.57631046,0.15115426,0.60917968,0.03886927,0.66246608
-0.07470546,0.53857838,0.06126194,0.56681800,-0.03982414,0.63824955
-0.11455705,0.42400152,-0.05545124,0.42739493,-0.12687755,0.52065213
-0.11493364,0.24837252,-0.11683758,0.25091445,-0.17306118,0.31174168
-0.07594911,0.04266277,-0.08426582,0.03785948,-0.12391927,0.06496991
-0.00970550,-0.15440218,0.00243549,-0.14923780,-0.02602985,-0.16365173
0.06538902,-0.30655799,0.06672004,-0.30872405,0.07080574,-0.34474388
0.13157945,-0.38982223,0.12113032,-0.40725037,0.14158687,-0.45439524
0.17736939,-0.39872462,0.14687492,-0.41084528,0.19495945,-0.47449910
0.19989271,-0.34686231,0.16321661,-0.35132939,0.24073577,-0.41193915
0.20356594,-0.26156779,0.16551547,-0.25535819,0.26313588,-0.31055649
0.19602431,-0.17446491,0.15933035,-0.17232846,0.26431597,-0.19256464
0.18335871,-0.11109179,0.15455101,-0.11323033,0.24983510,-0.11096177
0.16684101,-0.08308335,0.16132529,-0.09679715,0.23176289,-0.07239114
0.14260611,-0.08550685,0.14237599,-0.11060798,0.20031005,-0.06608861
0.10444850,-0.10013971,0.08748556,-0.13051979,0.15401420,-0.08691014
0.04851020,-0.10340109,0.02558939,-0.13433973,0.08076166,-0.10346646
-0.02226454,-0.07603287,-0.04117759,-0.11840506,0.00217761,-0.08295493
-0.09608580,-0.01104129,-0.11540010,-0.05448214,-0.08534998,-0.01734444
-0.15402098,0.08293574,-0.19353683,0.02383758,-0.16110345,0.08061011
-0.17533702,0.18401817,-0.22606809,0.11526470,-0.19702935,0.19198222
-0.14486817,0.26435318,-0.19335176,0.20348091,-0.16417279,0.29478458
-0.05980338,0.29965937,-0.09954485,0.26183212,-0.07689612,0.34170478
0.06678359,0.27765636,0.02599500,0.25423893,0.06346423,0.31881225
0.20740704,0.20242110,0.18446346,0.17846158,0.21268552,0.25252458
0.32674433,0.09318932,0.32045469,0.07078020,0.35812827,0.13608630
0.39160929,-0.02189869,0.36898473,-0.04630859,0.43273933,0.00222421
0.38129858,-0.11484233,0.34827352,-0.13824898,0.42924052,-0.10405545
0.29493619,-0.16642858,0.26026878,-0.18904880,0.33721399,-0.15948488
0.15322820,-0.17153720,0.11980212,-0.20026298,0.18747922,-0.16222255
-0.00626414,-0.13944531,-0.00403329,-0.18142287,0.01423826,-0.13665406
-0.13916678,-0.08931893,-0.13062769,-0.11814152,-0.13683891,-0.10155027
-0.20674861,-0.04279180,-0.20873003,-0.06535043,-0.21804996,-0.06092255
-0.18705870,-0.01648651,-0.19130933,-0.04453410,-0.20244327,-0.04251373
-0.08137555,-0.01719479,-0.07990482,-0.06206276,-0.08447873,-0.03710940
0.08596054,-0.04128259,0.09172250,-0.09494552,0.10629136,-0.05461480
0.27421560,-0.07818146,0.29714558,-0.11979864,0.31464031,-0.08960919
0.43733497,-0.11623337,0.44239271,-0.16794688,0.50859850,-0.15409152
0.53605329,-0.14828615,0.53605336,-0.23577213,0.60141979,-0.22361394
0.54750154,-0.17462349,0.55319667,-0.27284521,0.61144008,-0.25615616
0.46971754,-0.20197741,0.49269572,-0.28830245,0.54286770,-0.25771495
0.32017869,-0.23905440,0.35572520,-0.30835387,0.39400896,-0.25724013
0.12935781,-0.29053960,0.15373646,-0.34406129,0.20031691,-0.29754337
-0.06827003,-0.35230695,-0.03115346,-0.38154355,-0.01796813,-0.37766449
-0.24281404,-0.41022380,-0.21727657,-0.40463436,-0.23880976,-0.44992884
-0.37467591,-0.44358855,-0.37145081,-0.41089040,-0.41888570,-0.47893392
-0.45616449,-0.43236982,-0.46569437,-0.38083076,-0.53811997,-0.44424328
-0.48933661,-0.36574107,-0.49120307,-0.31637147,-0.56949982,-0.37733277
-0.48163522,-0.24859740,-0.47308284,-0.19512902,-0.55506843,-0.28153284
-0.44143727,-0.10317177,-0.42554113,-0.07346605,-0.49932261,-0.15271679
-0.37531349,0.03554781,-0.37689200,0.03045395,-0.42115450,-0.02322789
-0.28782009,0.12968582,-0.31507474,0.09688400,-0.33627597,0.07477268
-0.18341392,0.15066608,-0.21883418,0.10252605,-0.23423819,0.10463186
-0.06910857,0.08963431,-0.09703340,0.02354713,-0.11077618,0.05012312
0.04384536,-0.03768528,0.03337548,-0.10302930,0.03007413,-0.07194548
0.14054152,-0.19383823,0.13052373,-0.24386311,0.15204576,-0.23541123
0.20552977,-0.32980797,0.18973029,-0.39167163,0.22882383,-0.39472806
0.22754003,-0.39958549,0.19666652,-0.45625588,0.23803648,-0.48378391
0.20402696,-0.37456793,0.18078296,-0.42037797,0.22598172,-0.45814715
0.14356169,-0.25305310,0.12820683,-0.27815464,0.19264075,-0.31015029
0.06471643,-0.06154072,0.04490588,-0.10980198,0.11353662,-0.07822776
-0.00868825,0.15284258,-0.05455347,0.12318695,0.00936770,0.15872746
-0.05471585,0.33656460,-0.10657602,0.34120700,-0.05010715,0.36984784
-0.06054049,0.44608809,-0.08401396,0.44743305,-0.04635148,0.50806613
-0.02722712,0.46118927,-0.03804888,0.46455809,-0.01218549,0.53726690
0.02981482,0.39087288,-0.00007876,0.40378213,0.02045641,0.46349214
0.08519644,0.26994086,0.04319915,0.27257633,0.05502583,0.33281527
0.11157433,0.14730699,0.08354102,0.13150795,0.06537778,0.20488198
0.08883796,0.06983510,0.04600832,0.05244844,0.05378159,0.11729452
0.01142661,0.06692356,-0.04975228,0.03127913,-0.03543047,0.10977882
-0.10877088,0.14079205,-0.20607083,0.13021229,-0.16179219,0.18420902
-0.24510214,0.26554829,-0.31663233,0.25764686,-0.30630059,0.32453205
-0.36376831,0.39525823,-0.36532953,0.41259769,-0.40153270,0.50176686
-0.43406034,0.47836249,-0.38137031,0.51160687,-0.43257686,0.61699873
-0.43797745,0.47381484,-0.39011461,0.51890999,-0.43635104,0.60954761
-0.37612411,0.36388313,-0.39371803,0.40489843,-0.42094792,0.46041665
-0.26794141,0.15974572,-0.35591915,0.18014742,-0.35901773,0.18301655
-0.14613811,-0.10160308,-0.20684130,-0.10313544,-0.22773305,-0.13686741
-0.04704563,-0.36787180,-0.12248560,-0.34919524,-0.10800941,-0.43507715
0.00008384,-0.58592586,-0.14807452,-0.55527103,-0.10463527,-0.68100659
-0.01848994,-0.71568299,-0.22407432,-0.65295261,-0.17611689,-0.79316858
-0.09738659,-0.73942523,-0.28362253,-0.64772892,-0.26768384,-0.79688087
-0.21429723,-0.66419914,-0.35648301,-0.56896234,-0.35125221,-0.70909464
-0.33710078,-0.51727125,-0.40871355,-0.42404589,-0.42353814,-0.56216224
-0.43351417,-0.33671135,-0.45324871,-0.25880483,-0.48366567,-0.38206212
-0.48019526,-0.16042830,-0.50923687,-0.05985196,-0.51947754,-0.19867689
-0.46854670,-0.01705077,-0.48779389,0.06312157,-0.50559933,-0.05062728
-0.40566968,0.07897756,-0.43233141,0.13848691,-0.43919960,0.04023623
-0.31055567,0.12737819,-0.35158193,0.16541187,-0.35126663,0.08307074
-0.20712029,0.13805321,-0.25625339,0.16133641,-0.24920387,0.10051549
-0.11658048,0.12520849,-0.15827741,0.13168667,-0.15567979,0.09066427
-0.05169005,0.10189693,-0.07141748,0.08793251,-0.08405006,0.08132501
-0.01452460,0.07669054,-0.01161428,0.04331430,-0.04281769,0.06049498
0.00182777,0.05307261,0.01602296,0.01288761,-0.02233371,0.05673810
0.00867567,0.03099248,0.02885009,-0.00806309,-0.00236337,0.03759973
0.01616165,0.00928833,0.03979997,-0.02552917,0.01043181,0.02408964
0.02884787,-0.01240489,0.05441044,-0.04649254,0.02847066,0.00200970
0.04400832,-0.03312860,0.06795464,-0.06981483,0.04767970,-0.01257358
0.05310842,-0.05148189,0.07817898,-0.08421850,0.05757560,-0.03600940
0.04576293,-0.06717456,0.07635499,-0.09381698,0.04809447,-0.06117479
0.01458514,-0.08216428,0.05108879,-0.10225046,0.01099546,-0.08535275
-0.04093652,-0.10049841,0.00327575,-0.11684720,-0.05448054,-0.11215438
-0.11300290,-0.12664316,-0.06246672,-0.14346522,-0.13165512,-0.15124341
-0.18708061,-0.16289627,-0.13597015,-0.18521047,-0.21959897,-0.19848794
-0.24599370,-0.20706905,-0.20450021,-0.22564308,-0.28948618,-0.25223743
-0.27516964,-0.25170388,-0.24399947,-0.26644176,-0.33302683,-0.29988777
-0.26730358,-0.28558736,-0.22907981,-0.29557487,-0.32358957,-0.34251290
-0.22492042,-0.29740059,-0.17087786,-0.29805472,-0.26439548,-0.35851186
-0.16001976,-0.28037644,-0.09873329,-0.27446070,-0.17746734,-0.35074571
-0.09092516,-0.23621522,-0.03136892,-0.22425885,-0.08447353,-0.30336014
-0.03731095,-0.17653618,0.01653061,-0.16313101,-0.01714502,-0.23325557
-0.01488303,-0.12086485,0.03021298,-0.10250843,0.01263856,-0.16498362
-0.03121598,-0.09135495,0.00289855,-0.06060018,-0.01317352,-0.12951538
-0.08383224,-0.10569727,-0.04899006,-0.07062770,-0.07541810,-0.13977209
-0.16092010,-0.17050493,-0.09448241,-0.14021011,-0.15883290,-0.22193442
-0.24435707,-0.27753969,-0.17312741,-0.24823003,-0.26832576,-0.34186148
-0.31414780,-0.40437403,-0.26931038,-0.36008167,-0.37974263,-0.46641381
-0.35312612,-0.51969049,-0.33666691,-0.44534764,-0.45414232,-0.56081354
-0.35082845,-0.59186077,-0.35821900,-0.51578307,-0.47872559,-0.62402156
-0.30574391,-0.59826133,-0.31906661,-0.53725761,-0.43692615,-0.64196508
-0.22556436,-0.53239766,-0.21381333,-0.49788913,-0.31562423,-0.60295788
-0.12547816,-0.40648954,-0.06641420,-0.39540863,-0.15135649,-0.51125610
-0.02489921,-0.24854897,0.03441785,-0.24816558,0.00230255,-0.34226319
0.05672956,-0.09471681,0.10432898,-0.11138800,0.10326040,-0.15478406
0.10426778,0.02085811,0.17026225,0.03109707,0.14271519,-0.00790262
0.11049493,0.07551901,0.17585775,0.11465660,0.13977000,0.06879107
0.07821090,0.06409551,0.10973985,0.10593224,0.08689031,0.07271438
0.02020443,-0.00037413,0.02138082,0.02029328,0.01641340,-0.00160092
-0.04317219,-0.09128859,-0.02187588,-0.07654376,-0.04905617,-0.10735061
-0.08857405,-0.17691940,-0.04873438,-0.15714236,-0.09468786,-0.20368001
-0.09555171,-0.22992755,-0.04674888,-0.20438422,-0.11013537,-0.26839788
-0.05242340,-0.23501254,-0.01081455,-0.21526752,-0.04597497,-0.28265952
0.03944424,-0.19245234,0.06037002,-0.17446519,0.06307825,-0.23450836
0.16435540,-0.11668315,0.16619517,-0.09706144,0.20741885,-0.13513650
0.29478811,-0.03066654,0.31305829,0.01004167,0.35292115,-0.03923853
0.39748582,0.04192643,0.39268997,0.05269040,0.47158125,0.04697914
0.44185689,0.08411866,0.43535253,0.09346040,0.53000408,0.08535192
0.40854545,0.09031831,0.41225621,0.11055198,0.48860185,0.10876492
0.29572283,0.06701307,0.30234224,0.09538356,0.34858728,0.11526939
0.12105694,0.02954600,0.14973782,0.06163794,0.13797235,0.08566268
-0.08159245,-0.00369858,-0.07859102,0.00464969,-0.09808885,0.02661168
-0.27020497,-0.01763235,-0.26872727,0.01982625,-0.31117434,-0.00701927
-0.40534249,-0.00523443,-0.40825573,0.04700376,-0.47630984,0.01464806
-0.46062788,0.03067965,-0.46346605,0.10298251,-0.54502910,0.06032304
