I_in,Q_in,I_out,Q_out,I_out_actual,Q_out_actual,I_out_ideal,Q_out_ideal
0.16280364,-0.32695923,0.41617405,-0.06589396,0.23570696,-0.40807364,0.17761490,-0.35670474
0.04462620,-0.16719317,0.41095719,-0.05237141,0.13445857,-0.21137034,0.04868612,-0.18240377
-0.08076937,-0.04218850,0.31451958,0.08840518,-0.02161346,-0.07309779,-0.08811746,-0.04602665
-0.18632430,0.02240997,0.14316069,0.19250207,-0.16254357,-0.00261206,-0.20327537,0.02444874
-0.25298075,0.01858033,-0.07484802,0.16775954,-0.26069093,-0.01359949,-0.27599598,0.02027070
-0.27386209,-0.04202907,-0.19032860,0.04963066,-0.29956186,-0.08993246,-0.29877703,-0.04585272
-0.25433232,-0.13160654,-0.82774949,-0.11487126,-0.28686146,-0.18498171,-0.27747051,-0.14357960
-0.20826767,-0.21436172,-0.11440426,-0.07658405,-0.23709911,-0.28884034,-0.22721508,-0.23386353
-0.15212670,-0.25711654,0.04006179,-0.06798411,-0.17143419,-0.33663572,-0.16596661,-0.28050803
-0.09906057,-0.23924727,0.19202913,-0.07903649,-0.10242386,-0.31516531,-0.10807272,-0.26101308
-0.05515263,-0.15901949,0.30451971,-0.02270638,-0.03786426,-0.21678289,-0.06017021,-0.17348647
-0.01899111,-0.03435046,0.35084569,0.09572323,-0.00883367,-0.06996417,-0.02071885,-0.03747553
0.01550690,0.10234052,0.31603533,0.18804020,0.01871168,0.09512603,0.01691766,0.11165107
0.05432215,0.21374689,0.26392385,0.35173443,0.04739358,0.23449765,0.05926417,0.23319278
0.09863059,0.26890830,0.22878803,0.41157404,0.09489890,0.31021947,0.10760362,0.29337255
0.14215757,0.25265538,0.31814548,0.38119811,0.13554852,0.30229500,0.15509053,0.27564101
0.17180607,0.17034170,0.36913016,0.17201942,0.16343701,0.21292414,0.18743634,0.18583874
0.17155312,0.04634633,0.41582757,0.07183926,0.15745042,0.07548343,0.18716037,0.05056274
0.12836878,-0.08325413,0.43190297,-0.00375815,0.12646415,-0.07075146,0.14004728,-0.09082828
0.03809717,-0.18161920,0.39457971,-0.04942020,0.03534848,-0.19934680,0.04156311,-0.19814222
-0.09086046,-0.22230520,0.28854427,-0.06187022,-0.10295866,-0.25550627,-0.09912660,-0.24252968
-0.23756580,-0.19717683,-0.11808769,0.01555218,-0.27015721,-0.24138983,-0.25917864,-0.21511523
-0.37258391,-0.11860097,-2.17527771,-0.62087423,-0.42746532,-0.14908361,-0.40648018,-0.12939084
-0.46504415,-0.01525816,-2.04025722,-0.66523761,-0.53138466,-0.01550600,-0.50735210,-0.01664629
-0.49071724,0.07706718,-2.24723983,-0.36419412,-0.56122328,0.09828393,-0.53536083,0.08407846
-0.43874251,0.12676470,-2.31998515,0.39984605,-0.50749435,0.14803115,-0.47865764,0.13829727
-0.31503003,0.11615377,-0.54467463,0.72608089,-0.38429165,0.10772663,-0.34369027,0.12672099
-0.14136187,0.04665383,0.17875183,0.20102561,-0.19075370,0.00981099,-0.15422243,0.05089822
0.04951237,-0.06217467,0.40447515,0.04651692,0.03629100,-0.09879368,0.05401681,-0.06783108
0.22135958,-0.17925721,0.41155419,-0.04990882,0.22995348,-0.21717984,0.24149803,-0.19556534
0.34245565,-0.27201143,0.37972197,-0.05786270,0.37110794,-0.33371879,0.37361097,-0.29675799
0.39202247,-0.31640337,0.35513857,-0.06161936,0.42178596,-0.39395597,0.42768719,-0.34518854
0.36365167,-0.30380693,0.35284463,-0.06315458,0.40194913,-0.37193358,0.39673531,-0.33144614
0.26522004,-0.24258365,0.36787161,-0.06155478,0.32613997,-0.28041304,0.28934875,-0.26465299
0.11578700,-0.15413310,0.39638561,-0.02757990,0.17813042,-0.15324507,0.12632086,-0.16815554
-0.05933232,-0.06503087,0.26501992,0.15750504,-0.02163434,-0.06112920,-0.06473015,-0.07094713
-0.23387903,0.00187072,-0.12605873,0.15272419,-0.22390809,-0.00510087,-0.25515646,0.00204091
-0.38512095,0.03427812,-1.72531164,-0.29575664,-0.41037582,0.02776985,-0.42015779,0.03739662
-0.49677171,0.03299165,-1.96287429,-0.58760446,-0.55451995,0.05727330,-0.54196612,0.03599311
-0.56023440,0.00953321,-1.94505334,-0.66269219,-0.63372697,0.05352661,-0.61120240,0.01040051
-0.57448397,-0.01993897,-1.93010461,-0.71329242,-0.65883600,0.02271586,-0.62674834,-0.02175294
-0.54507335,-0.04191212,-1.96811807,-0.73539400,-0.64071415,-0.01860527,-0.59466205,-0.04572513
-0.48266400,-0.05111089,-2.08556414,-0.71487957,-0.58403636,-0.05440485,-0.52657493,-0.05576076
-0.40126453,-0.05222421,-2.35729766,-0.54982668,-0.49362391,-0.08085303,-0.43777005,-0.05697537
-0.31617684,-0.05711784,-1.48730171,0.03303285,-0.39371677,-0.10546647,-0.34494141,-0.06231421
-0.24162625,-0.07865918,-0.15627140,0.10838074,-0.30280468,-0.13949162,-0.26360849,-0.08581529
-0.18822067,-0.12364606,-0.04502572,0.16134866,-0.23528446,-0.18915849,-0.20534427,-0.13489491
-0.16066100,-0.18776779,-0.00496717,0.11662915,-0.20040925,-0.24957253,-0.17527732,-0.20485019
-0.15635099,-0.25485187,-0.01883761,-0.00004880,-0.19111927,-0.32439585,-0.17057520,-0.27803733
-0.16556697,-0.30108768,-0.02098343,-0.06125692,-0.19976800,-0.37950211,-0.18062963,-0.32847949
-0.17355988,-0.30302577,-0.00797984,-0.06796332,-0.20878157,-0.37953205,-0.18934970,-0.33059390
-0.16441373,-0.24662060,0.05458736,-0.03230057,-0.19060955,-0.32683564,-0.17937147,-0.26905721
-0.12584484,-0.13399610,0.25007319,0.15264000,-0.13443276,-0.20589210,-0.13729372,-0.14618656
-0.05363294,0.01477872,0.27146742,0.21275119,-0.05135121,-0.02915379,-0.05851226,0.01612324
0.04574856,0.16598621,0.27996379,0.28737679,0.04507414,0.15352147,0.04991059,0.18108701
0.15538224,0.28160478,0.27952227,0.45123199,0.16853128,0.30347312,0.16951833,0.30722411
0.25133917,0.33083374,0.23528074,0.41550979,0.28656979,0.37165881,0.27420506,0.36093173
0.30861969,0.30001355,0.35274497,0.34228647,0.36329917,0.33518245,0.33669674,0.32730764
0.30806626,0.19752484,0.38052091,0.20322536,0.34902551,0.24923099,0.33609296,0.21549490
0.24227019,0.05181698,0.41253451,0.11558590,0.26722115,0.11006908,0.26431102,0.05653109
0.11865581,-0.09702611,0.40072376,0.04026624,0.12721761,-0.05306093,0.12945067,-0.10585318
-0.04132376,-0.20958967,0.21576822,-0.01262176,-0.03617153,-0.19447211,-0.04508323,-0.22865734
-0.20682044,-0.25934861,-0.15458900,-0.07762062,-0.22690064,-0.27131194,-0.22563618,-0.28294316
-0.34484968,-0.24080006,-1.79459023,-0.80804515,-0.39584576,-0.24618222,-0.37622280,-0.26270714
-0.42817167,-0.17079982,-1.96301877,-0.87105441,-0.49840992,-0.16980208,-0.46712510,-0.18633854
-0.44160862,-0.08261782,-2.13017178,-0.73694766,-0.50923471,-0.08190443,-0.48178450,-0.09013408
-0.38510209,-0.01463540,-2.49627590,-0.39152929,-0.44967674,-0.02759022,-0.42013721,-0.01596687
-0.27281716,0.00261174,-0.41135877,0.24299835,-0.32537204,-0.03223412,-0.29763703,0.00284935
-0.12878563,-0.04321241,0.13090913,0.25805748,-0.16138192,-0.09138641,-0.14050206,-0.04714372
0.01944129,-0.14188861,0.33574456,0.04182484,0.01548647,-0.19473960,0.02120998,-0.15479710
0.14719666,-0.26369653,0.31401992,-0.03638614,0.16114731,-0.32448374,0.16058806,-0.28768663
0.23740181,-0.36885107,0.31632563,-0.04316260,0.24988925,-0.44824730,0.25899972,-0.40240774
0.28253697,-0.42021723,0.31257570,-0.04363466,0.29348397,-0.51897566,0.30824111,-0.45844699
0.28383138,-0.39517172,0.30907774,-0.04287022,0.30838612,-0.48731948,0.30965328,-0.43112295
0.24851704,-0.29282541,0.30847853,-0.03705758,0.30552749,-0.35209687,0.27112617,-0.31946555
0.18648196,-0.13439755,0.32650816,-0.00959732,0.25675125,-0.14684428,0.20344738,-0.14662453
0.10760530,0.04320696,0.36989433,0.12490784,0.16076692,0.05497040,0.11739482,0.04713777
0.02052487,0.19839013,0.25061238,0.37027243,0.05280593,0.23127657,0.02239214,0.21643891
-0.06717870,0.29681872,0.12302717,0.44928208,-0.05462718,0.34491735,-0.07329036,0.32382216
-0.14807350,0.32059259,0.16276889,0.36817917,-0.15705403,0.36986521,-0.16154467,0.34975889
-0.21424380,0.27194649,0.03020837,0.45963687,-0.24744517,0.31856055,-0.23373489,0.29668714
-0.25775012,0.17070565,-0.42823556,1.48768640,-0.31460810,0.19624059,-0.28119924,0.18623581
-0.27240498,0.04676427,-0.50546968,0.44250825,-0.33750304,0.04575334,-0.29718736,0.05101871
-0.25633612,-0.06963265,-1.51955187,0.35377848,-0.31967991,-0.09460153,-0.27965661,-0.07596756
-0.21422892,-0.15652402,-0.20085607,-0.01536030,-0.27370005,-0.19344021,-0.23371865,-0.17076399
-0.15800306,-0.20512681,-0.03619614,-0.04163884,-0.19366497,-0.25357019,-0.17237758,-0.22378846
-0.10508767,-0.21979875,0.10486829,-0.05999340,-0.12804978,-0.26578331,-0.11464814,-0.23979521
-0.07430170,-0.21363996,0.17706361,-0.05651855,-0.08182070,-0.26474079,-0.08106139,-0.23307611
-0.08032184,-0.20173845,0.17668553,-0.05143644,-0.08259820,-0.25366219,-0.08762922,-0.22009185
-0.12845079,-0.19470294,0.06629963,-0.04041304,-0.13561161,-0.24614092,-0.14013675,-0.21241627
-0.21157096,-0.19479782,-0.19454367,-0.04519852,-0.22873558,-0.25370547,-0.23081889,-0.21251978
-0.31065581,-0.19587954,-1.92668378,-0.69969696,-0.35199483,-0.25345173,-0.33891810,-0.21369992
-0.39913695,-0.18687020,-1.99796319,-0.83585066,-0.47050106,-0.22985282,-0.43544891,-0.20387094
-0.45013192,-0.15723123,-1.93523276,-0.83557123,-0.53905077,-0.18711911,-0.49108321,-0.17153553
-0.44447202,-0.10225415,-1.94695342,-0.78699875,-0.52918168,-0.13962710,-0.48490840,-0.11155685
-0.37702763,-0.02615671,-2.18727970,-0.55266035,-0.45188335,-0.07148585,-0.41132818,-0.02853634
-0.25920701,0.05814774,-0.17596333,0.16225678,-0.31382130,0.00503754,-0.28278868,0.06343780
-0.11662103,0.13250488,0.12971896,0.31284130,-0.15530723,0.09206923,-0.12723077,0.14455968
0.01758369,0.17896123,0.28234527,0.34724271,-0.00798878,0.16040506,0.01918339,0.19524245
0.11181413,0.18531254,0.32740748,0.28027937,0.10333050,0.19008922,0.12198655,0.20217157
0.14480879,0.14891955,0.34570435,0.19582935,0.14238507,0.17316901,0.15798294,0.16246768
0.11142190,0.07761491,0.35016009,0.13239165,0.11181941,0.09895772,0.12155864,0.08467601
0.02365973,-0.01246236,0.32032159,0.08352980,0.01592042,-0.00326777,0.02581220,-0.01359614
-0.09327824,-0.10128101,0.11407627,0.03756754,-0.10612774,-0.10281297,-0.10176434,-0.11049517
-0.20861495,-0.17012567,-0.22070523,-0.02172838,-0.23790554,-0.19263818,-0.22759394,-0.18560306
-0.29479639,-0.20604699,-1.98121345,-0.57561028,-0.34808047,-0.23460615,-0.32161584,-0.22479236
-0.33470243,-0.20440967,-2.17307067,-0.72430152,-0.39830548,-0.22995304,-0.36515239,-0.22300609
-0.32511455,-0.16910704,-2.41152096,-0.63834512,-0.38819680,-0.20493598,-0.35469224,-0.18449175
-0.27560942,-0.11074476,-2.48956847,-0.00119052,-0.32414448,-0.15109668,-0.30068332,-0.12081989
-0.20360611,-0.04360297,-0.14750470,0.17026448,-0.23873387,-0.09508792,-0.22212942,-0.04756980
-0.12754938,0.01766517,0.10474423,0.25046891,-0.15251376,-0.02337543,-0.13915334,0.01927228
-0.06073315,0.06082365,0.23102073,0.24442108,-0.08791261,0.03817247,-0.06625842,0.06635715
-0.00789202,0.07792575,0.28389311,0.18917900,-0.02870311,0.07097434,-0.00861001,0.08501514
0.03443134,0.06622351,0.32481983,0.16969764,0.01967281,0.06501082,0.03756378,0.07224827
0.07418137,0.02827822,0.37388885,0.12823869,0.06681380,0.03120559,0.08093011,0.03085086
0.11842803,-0.02855214,0.39056849,0.01898530,0.12297986,-0.01497724,0.12920217,-0.03114970
0.16861750,-0.09318813,0.35769561,-0.06136063,0.18320567,-0.08709534,0.18395768,-0.10166603
0.21842860,-0.15251341,0.31927630,-0.07768848,0.25318891,-0.14580162,0.23830040,-0.16638850
0.25519668,-0.19368786,0.27888566,-0.08097534,0.30494924,-0.20007544,0.27841350,-0.21130885
0.26446438,-0.20690212,0.19947904,-0.07504626,0.32531558,-0.22206942,0.28852435,-0.22572529
0.23596904,-0.18806928,0.18639167,-0.07382840,0.29655807,-0.19697301,0.25743661,-0.20517911
0.16874949,-0.14068098,0.21852152,-0.05643908,0.23155986,-0.14048043,0.18410168,-0.15347960
0.07329503,-0.07601548,0.30286714,0.03073151,0.12174200,-0.06902390,0.07996314,-0.08293108
-0.03030823,-0.01118500,0.30508721,0.24101155,-0.00541692,-0.00497459,-0.03306555,-0.01220257
-0.11782114,0.03487815,0.23111355,0.34372357,-0.11358435,0.03968737,-0.12854006,0.03805124
-0.16812303,0.04664872,0.10779214,0.32604635,-0.18638781,0.04380598,-0.18341823,0.05089264
-0.16980799,0.01699279,0.04399596,0.28313938,-0.19410097,0.00524013,-0.18525648,0.01853872
-0.12475917,-0.04974243,0.11027031,0.26947451,-0.14523247,-0.06794406,-0.13610928,-0.05426781
-0.04737267,-0.13781528,0.15555404,0.05590424,-0.05535445,-0.15967247,-0.05168245,-0.15035319
0.04037052,-0.22374393,0.17741013,-0.04340322,0.05079800,-0.25860174,0.04404328,-0.24409930
0.11629529,-0.28276079,0.23331469,-0.05939140,0.13763208,-0.32502816,0.12687539,-0.30848529
0.16528719,-0.29626172,0.24077442,-0.06775339,0.19995349,-0.34453438,0.18032439,-0.32321448
0.18382891,-0.25791576,0.24690413,-0.06659162,0.23015943,-0.30173431,0.20055296,-0.28137995
0.18019198,-0.17632685,0.25932905,-0.03951698,0.24050245,-0.20713863,0.19658516,-0.19236840
0.17022599,-0.07311151,0.37072337,0.21679258,0.23006351,-0.07459012,0.18571251,-0.07976292
0.17030961,0.02330050,0.39954063,0.33282176,0.22795331,0.03679597,0.18580374,0.02542029
0.19011232,0.08638883,0.40542999,0.33123425,0.23549985,0.11430141,0.20740801,0.09424816
0.22795157,0.10008801,0.44210273,0.18018039,0.27362552,0.13254122,0.24868974,0.10919363
0.27064105,0.06436483,0.44912136,0.13660349,0.32238477,0.09274558,0.29526294,0.07022050
0.29810470,-0.00411708,0.44088292,0.07052373,0.35088221,0.01209504,0.32522513,-0.00449164
0.29124742,-0.07665508,0.41331771,0.02486955,0.34614357,-0.05986568,0.31774400,-0.08362887
0.24026990,-0.12116616,0.38599119,-0.00094717,0.29170764,-0.10973703,0.26212874,-0.13218940
0.15028473,-0.11218275,0.40874985,0.03233261,0.20063327,-0.10240794,0.16395707,-0.12238871
0.04189079,-0.03903218,0.40200520,0.15770335,0.06992954,-0.02719352,0.04570185,-0.04258318
-0.05394851,0.09040597,0.30778500,0.25991425,-0.04881094,0.10768242,-0.05885654,0.09863076
-0.10536658,0.25155708,0.14085503,0.52196842,-0.11493237,0.29432720,-0.11495243,0.27444278
-0.09040660,0.41000698,0.29462406,0.39345548,-0.09004917,0.48457463,-0.09863144,0.44730786
-0.00553425,0.53114655,0.20569640,0.42517525,0.03100788,0.62193753,-0.00603774,0.57946824
0.13122624,0.58955620,0.15849356,0.42541009,0.20904432,0.67048186,0.14316470,0.64319178
0.28394921,0.57526958,0.12230301,0.37814909,0.38603552,0.62326391,0.30978184,0.62760542
0.40846253,0.49518844,0.15353346,0.35666135,0.50338542,0.52191604,0.44562290,0.54023881
0.46517941,0.36958650,0.42178968,0.26759946,0.53772414,0.39390231,0.50749966,0.40321008
0.43113739,0.22524718,0.44653609,0.14578545,0.47536435,0.27146066,0.47036063,0.24573932
0.30741012,0.08777075,0.44170889,0.12880112,0.32341099,0.15167491,0.33537712,0.09575579
0.11945602,-0.02436491,0.44190988,0.09834048,0.11178116,0.03149419,0.13032367,-0.02658154
-0.08981600,-0.10227588,0.30675280,0.21419260,-0.10670951,-0.07520322,-0.09798711,-0.11158055
-0.27217592,-0.14539598,-2.69754505,-0.08651835,-0.30523880,-0.15168245,-0.29693745,-0.15862355
-0.38766822,-0.15761415,-2.49196839,-0.74610984,-0.45382907,-0.16317113,-0.42293680,-0.17195329
-0.41550867,-0.14289249,-2.75193930,-0.65974200,-0.48931612,-0.14670993,-0.45331007,-0.15589231
-0.35902292,-0.10247010,-2.59589434,0.11446743,-0.42208124,-0.13110067,-0.39168546,-0.11179244
-0.24330284,-0.03493449,0.08159256,0.26513314,-0.27849075,-0.08016126,-0.26543761,-0.03811269
-0.10657524,0.06090352,0.34720933,0.24200273,-0.12828283,0.02027167,-0.11627105,0.06644429
0.01178737,0.18172096,0.38216040,0.29283473,-0.00271072,0.16607139,0.01285975,0.19825325
0.08275435,0.31613547,0.24178457,0.42054009,0.07046362,0.33126755,0.09028303,0.34489628
0.09511294,0.44393409,0.32408437,0.42573613,0.10594545,0.49237425,0.10376595,0.48432153
0.05689198,0.53911976,0.22940704,0.46834749,0.08977576,0.61024589,0.06206780,0.58816683
-0.00924872,0.57631046,0.17145713,0.54104108,0.03886927,0.66246608,-0.01009014,0.62874100
-0.07470546,0.53857838,0.16528577,0.54239911,-0.03982414,0.63824955,-0.08150188,0.58757619
-0.11455705,0.42400152,0.21158227,0.45255217,-0.12687755,0.52065213,-0.12497901,0.46257557
-0.11493364,0.24837252,0.09579542,0.55558378,-0.17306118,0.31174168,-0.12538987,0.27096851
-0.07594911,0.04266277,0.24171165,0.31613320,-0.12391927,0.06496991,-0.08285867,0.04654406
-0.00970550,-0.15440218,0.35554835,0.02341148,-0.02602985,-0.16365173,-0.01058847,-0.16844910
0.06538902,-0.30655799,0.36346892,-0.08881201,0.07080574,-0.34474388,0.07133787,-0.33444747
0.13157945,-0.38982223,0.39181873,-0.08331568,0.14158687,-0.45439524,0.14355005,-0.42528677
0.17736939,-0.39872462,0.39781493,-0.07928586,0.19495945,-0.47449910,0.19350579,-0.43499907
0.19989271,-0.34686231,0.39307687,-0.07675750,0.24073577,-0.41193915,0.21807819,-0.37841853
0.20356594,-0.26156779,0.38654497,-0.07086754,0.26313588,-0.31055649,0.22208559,-0.28536424
0.19602431,-0.17446491,0.39302200,-0.05023028,0.26431597,-0.19256464,0.21385785,-0.19033707
0.18335871,-0.11109179,0.42155457,0.00168162,0.24983510,-0.11096177,0.20003999,-0.12119850
0.16684101,-0.08308335,0.43054503,0.06174398,0.23176289,-0.07239114,0.18201957,-0.09064195
0.14260611,-0.08550685,0.42016032,0.08877018,0.20031005,-0.06608861,0.15557987,-0.09328594
0.10444850,-0.10013971,0.41258723,0.09050373,0.15401420,-0.08691014,0.11395082,-0.10925004
0.04851020,-0.10340109,0.39704329,0.09615800,0.08076166,-0.10346646,0.05292347,-0.11280813
-0.02226454,-0.07603287,0.35560265,0.16163903,0.00217761,-0.08295493,-0.02429008,-0.08295005
-0.09608580,-0.01104129,0.25447896,0.26753205,-0.08534998,-0.01734444,-0.10482732,-0.01204579
-0.15402098,0.08293574,0.13324589,0.32103807,-0.16110345,0.08061011,-0.16803323,0.09048092
-0.17533702,0.18401817,0.07679042,0.45733532,-0.19702935,0.19198222,-0.19128851,0.20075945
-0.14486817,0.26435318,0.06790096,0.55569792,-0.16417279,0.29478458,-0.15804772,0.28840303
-0.05980338,0.29965937,0.12751740,0.51658231,-0.07689612,0.34170478,-0.06524406,0.32692124
0.06678359,0.27765636,0.21939357,0.45998079,0.06346423,0.31881225,0.07285931,0.30291648
0.20740704,0.20242110,0.37417608,0.31172884,0.21268552,0.25252458,0.22627614,0.22083660
0.32674433,0.09318932,0.43601677,0.12697791,0.35812827,0.13608630,0.35647028,0.10166733
0.39160929,-0.02189869,0.40962672,-0.02205170,0.43273933,0.00222421,0.42723641,-0.02389095
0.38129858,-0.11484233,0.37639025,-0.06657132,0.42924052,-0.10405545,0.41598767,-0.12529025
0.29493619,-0.16642858,0.38654399,-0.07896110,0.33721399,-0.15948488,0.32176837,-0.18156962
0.15322820,-0.17153720,0.39598724,-0.07480278,0.18747922,-0.16222255,0.16716832,-0.18714300
-0.00626414,-0.13944531,0.37633675,0.02437256,0.01423826,-0.13665406,-0.00683402,-0.15213151
-0.13916678,-0.08931893,0.17046227,0.27363616,-0.13683891,-0.10155027,-0.15182764,-0.09744483
-0.20674861,-0.04279180,-0.11336356,0.24455383,-0.21804996,-0.06092255,-0.22555781,-0.04668484
-0.18705870,-0.01648651,-0.08296050,0.24992138,-0.20244327,-0.04251373,-0.20407659,-0.01798639
-0.08137555,-0.01719479,0.19845761,0.31443581,-0.08447873,-0.03710940,-0.08877879,-0.01875910
0.08596054,-0.04128259,0.36056364,0.09866095,0.10629136,-0.05461480,0.09378090,-0.04503832
0.27421560,-0.07818146,0.31595707,-0.03230658,0.31464031,-0.08960919,0.29916269,-0.08529412
0.43733497,-0.11623337,0.28463209,-0.05075089,0.50859850,-0.15409152,0.47712204,-0.12680784
0.53605329,-0.14828615,0.33836147,-0.05925530,0.60141979,-0.22361394,0.58482138,-0.16177666
0.54750154,-0.17462349,0.33486217,-0.05804559,0.61144008,-0.25615616,0.59731115,-0.19051007
0.46971754,-0.20197741,0.24524643,-0.04870478,0.54286770,-0.25771495,0.51245066,-0.22035255
0.32017869,-0.23905440,0.22092052,-0.05392436,0.39400896,-0.25724013,0.34930733,-0.26080266
0.12935781,-0.29053960,0.24497961,-0.05560466,0.20031691,-0.29754337,0.14112629,-0.31697179
-0.06827003,-0.35230695,0.07522598,-0.06237936,-0.01796813,-0.37766449,-0.07448097,-0.38435850
-0.24281404,-0.41022380,-1.30753934,-0.50653481,-0.23880976,-0.44992884,-0.26490433,-0.44754440
-0.37467591,-0.44358855,-2.59978008,-0.54654789,-0.41888570,-0.47893392,-0.40876250,-0.48394455
-0.45616449,-0.43236982,-2.68207455,-0.60962349,-0.53811997,-0.44424328,-0.49766460,-0.47170518
-0.48933661,-0.36574107,-2.80016279,-0.63741040,-0.56949982,-0.37733277,-0.53385460,-0.39901480
-0.48163522,-0.24859740,-2.97210908,-0.63225555,-0.55506843,-0.28153284,-0.52545256,-0.27121385
-0.44143727,-0.10317177,-3.02152181,-0.56140006,-0.49932261,-0.15271679,-0.48159755,-0.11255795
-0.37531349,0.03554781,-1.23756981,-0.21767221,-0.42115450,-0.02322789,-0.40945808,0.03878181
-0.28782009,0.12968582,-0.38866547,1.00881624,-0.33627597,0.07477268,-0.31400486,0.14148414
-0.18341392,0.15066608,0.03686064,0.53625190,-0.23423819,0.10463186,-0.20010022,0.16437310
-0.06910857,0.08963431,0.29955995,0.30554226,-0.11077618,0.05012312,-0.07539581,0.09778890
0.04384536,-0.03768528,0.36324847,-0.01138325,0.03007413,-0.07194548,0.04783424,-0.04111374
0.14054152,-0.19383823,0.37111017,-0.06766931,0.15204576,-0.23541123,0.15332745,-0.21147289
0.20552977,-0.32980797,0.38645744,-0.06605732,0.22882383,-0.39472806,0.22422808,-0.35981265
0.22754003,-0.39958549,0.39486229,-0.06321496,0.23803648,-0.48378391,0.24824076,-0.43593826
