I_in,Q_in,I_out,Q_out,I_out_ideal,Q_out_ideal
-0.27281716,0.00261174,-0.60070485,0.11951054,-2.72817158,0.02611740
-0.12878563,-0.04321241,-0.16564520,0.01009379,-1.28785632,-0.43212415
0.01944129,-0.14188861,-0.01011076,-0.27300060,0.19441290,-1.41888615
0.14719666,-0.26369653,0.27791962,-0.56813610,1.47196665,-2.63696526
0.23740181,-0.36885107,0.36669233,-0.57618982,2.37401808,-3.68851071
0.28253697,-0.42021723,0.39192769,-0.57634926,2.82536973,-4.20217226
0.28383138,-0.39517172,0.39843911,-0.57150543,2.83831381,-3.95171725
0.24851704,-0.29282541,0.38500717,-0.55071288,2.48517037,-2.92825409
0.18648196,-0.13439755,0.13645127,-0.39745760,1.86481961,-1.34397548
0.10760530,0.04320696,0.03176708,-0.06354468,1.07605296,0.43206961
0.02052487,0.19839013,0.01589906,0.44621563,0.20524866,1.98390125
-0.06717870,0.29681872,-0.09671168,0.50557524,-0.67178697,2.96818721
-0.14807350,0.32059259,-0.25777349,0.48827881,-1.48073503,3.20592592
-0.21424380,0.27194649,-0.45441720,0.38476703,-2.14243799,2.71946486
-0.25775012,0.17070565,-0.56188214,0.25079203,-2.57750115,1.70705655
-0.27240498,0.04676427,-0.57348567,0.07659485,-2.72404984,0.46764272
-0.25633612,-0.06963265,-0.48712251,-0.19465417,-2.56336119,-0.69632649
-0.21422892,-0.15652402,-0.31551209,-0.39836532,-2.14228918,-1.56524024
-0.15800306,-0.20512681,-0.18930513,-0.43765196,-1.58003062,-2.05126807
-0.10508767,-0.21979875,-0.11474606,-0.42878535,-1.05087666,-2.19798752
-0.07430170,-0.21363996,-0.10083679,-0.42001855,-0.74301700,-2.13639957
-0.08032184,-0.20173845,-0.11666682,-0.39500937,-0.80321840,-2.01738453
-0.12845079,-0.19470294,-0.16875809,-0.36775261,-1.28450788,-1.94702937
-0.21157096,-0.19479782,-0.27293155,-0.37599051,-2.11570964,-1.94797817
-0.31065581,-0.19587954,-0.43324205,-0.36463213,-3.10655811,-1.95879541
-0.39913695,-0.18687020,-0.54413444,-0.31217340,-3.99136948,-1.86870199
-0.45013192,-0.15723123,-0.60544658,-0.23684812,-4.50131922,-1.57231231
-0.44447202,-0.10225415,-0.63337946,-0.12792662,-4.44472025,-1.02254152
-0.37702763,-0.02615671,-0.62285393,0.04155406,-3.77027635,-0.26156706
-0.25920701,0.05814774,-0.57382101,0.20388722,-2.59207012,0.58147736
-0.11662103,0.13250488,-0.13436042,0.35827541,-1.16621035,1.32504885
0.01758369,0.17896123,0.08054314,0.43243733,0.17583690,1.78961235
0.11181413,0.18531254,0.22833952,0.46295807,1.11814129,1.85312542
0.14480879,0.14891955,0.29480112,0.43436795,1.44808787,1.48919546
0.11142190,0.07761491,0.15230817,0.23153365,1.11421895,0.77614906
0.02365973,-0.01246236,0.07692532,0.00725754,0.23659726,-0.12462361
-0.09327824,-0.10128101,-0.06683004,-0.23948003,-0.93278239,-1.01281006
-0.20861495,-0.17012567,-0.32275289,-0.42480853,-2.08614945,-1.70125672
-0.29479639,-0.20604699,-0.45325309,-0.41726145,-2.94796388,-2.06046987
-0.33470243,-0.20440967,-0.50414604,-0.38493699,-3.34702431,-2.04409671
-0.32511455,-0.16910704,-0.52202606,-0.32629064,-3.25114552,-1.69107036
-0.27560942,-0.11074476,-0.52530354,-0.21486092,-2.75609420,-1.10744756
-0.20360611,-0.04360297,-0.48176265,-0.07542386,-2.03606114,-0.43602972
-0.12754938,0.01766517,-0.15413493,0.10664173,-1.27549383,0.17665168
-0.06073315,0.06082365,-0.05562450,0.18741921,-0.60733146,0.60823650
-0.00789202,0.07792575,0.00240579,0.22808072,-0.07892019,0.77925754
0.03443134,0.06622351,0.04974112,0.21937332,0.34431343,0.66223509
0.07418137,0.02827822,0.10078544,0.16177031,0.74181375,0.28278216
0.11842803,-0.02855214,0.15378769,0.03115858,1.18428033,-0.28552136
0.16861750,-0.09318813,0.23969533,-0.21346281,1.68617498,-0.93188127
0.21842860,-0.15251341,0.40679872,-0.42560747,2.18428596,-1.52513414
0.25519668,-0.19368786,0.42200884,-0.45125711,2.55196677,-1.93687860
0.26446438,-0.20690212,0.42285436,-0.46090892,2.64464384,-2.06902117
0.23596904,-0.18806928,0.39954060,-0.46621001,2.35969040,-1.88069281
0.16874949,-0.14068098,0.28973356,-0.42724687,1.68749490,-1.40680979
0.07329503,-0.07601548,0.11577721,-0.08330376,0.73295032,-0.76015481
-0.03030823,-0.01118500,0.01184513,0.06983148,-0.30308227,-0.11185003
-0.11782114,0.03487815,-0.08252760,0.13119172,-1.17821137,0.34878154
-0.16812303,0.04664872,-0.14512657,0.12670042,-1.68123035,0.46648717
-0.16980799,0.01699279,-0.10780729,0.06448026,-1.69807989,0.16992785
-0.12475917,-0.04974243,-0.02919101,-0.03303970,-1.24759166,-0.49742430
-0.04737267,-0.13781528,0.03989030,-0.14952251,-0.47372668,-1.37815283
0.04037052,-0.22374393,0.11291499,-0.30196550,0.40370524,-2.23743927
0.11629529,-0.28276079,0.23058124,-0.50950080,1.16295290,-2.82760788
0.16528719,-0.29626172,0.29104346,-0.54232639,1.65287192,-2.96261717
0.18382891,-0.25791576,0.31870666,-0.51668465,1.83828909,-2.57915756
0.18019198,-0.17632685,0.31014162,-0.44556373,1.80191978,-1.76326854
0.17022599,-0.07311151,0.27068603,-0.21401210,1.70225991,-0.73111512
0.17030961,0.02330050,0.32968819,0.10593303,1.70309615,0.23300495
0.19011232,0.08638883,0.48179063,0.29077265,1.90112317,0.86388832
0.22795157,0.10008801,0.53154051,0.30348012,2.27951570,1.00088006
0.27064105,0.06436483,0.60558522,0.23968069,2.70641048,0.64364835
0.29810470,-0.00411708,0.66798955,0.10484172,2.98104699,-0.04117084
0.29124742,-0.07665508,0.63874125,-0.12350930,2.91247416,-0.76655083
0.24026990,-0.12116616,0.52239966,-0.31674853,2.40269895,-1.21166164
0.15028473,-0.11218275,0.35040089,-0.25997624,1.50284734,-1.12182749
0.04189079,-0.03903218,0.18926798,-0.00409351,0.41890786,-0.39032180
-0.05394851,0.09040597,0.05475847,0.27042788,-0.53948512,0.90405968
-0.10536658,0.25155708,-0.09040281,0.50394928,-1.05366578,2.51557077
-0.09040660,0.41000698,-0.04379364,0.58085012,-0.90406596,4.10006981
-0.00553425,0.53114655,0.09081655,0.60542244,-0.05534252,5.31146548
0.13122624,0.58955620,0.21716090,0.61027479,1.31226239,5.89556199
0.28394921,0.57526958,0.34263632,0.58343697,2.83949214,5.75269581
0.40846253,0.49518844,0.45161036,0.52843088,4.08462533,4.95188444
0.46517941,0.36958650,0.55014628,0.45233649,4.65179405,3.69586502
0.43113739,0.22524718,0.63648349,0.34965989,4.31137391,2.25247184
0.30741012,0.08777075,0.65860021,0.24609967,3.07410118,0.87770745
0.11945602,-0.02436491,0.42810771,0.10924869,1.19456016,-0.24364914
-0.08981600,-0.10227588,-0.06712990,-0.35923716,-0.89815997,-1.02275880
-0.27217592,-0.14539598,-0.48803729,-0.40324765,-2.72175921,-1.45395976
-0.38766822,-0.15761415,-0.57486981,-0.34012303,-3.87668217,-1.57614149
-0.41550867,-0.14289249,-0.60259742,-0.29460531,-4.15508671,-1.42892495
-0.35902292,-0.10247010,-0.60395658,-0.24133940,-3.59022921,-1.02470102
-0.24330284,-0.03493449,-0.57794547,-0.08635744,-2.43302844,-0.34934486
-0.10657524,0.06090352,-0.08682814,0.19719347,-1.06575242,0.60903523
0.01178737,0.18172096,0.12474347,0.49701396,0.11787375,1.81720964
0.08275435,0.31613547,0.23264134,0.58372235,0.82754349,3.16135472
0.09511294,0.44393409,0.22150175,0.62731582,0.95112936,4.43934090
0.05689198,0.53911976,0.15937832,0.65921408,0.56891984,5.39119762
-0.00924872,0.57631046,0.07577384,0.67645675,-0.09248722,5.76310462
-0.07470546,0.53857838,-0.02032228,0.67712027,-0.74705460,5.38578376
-0.11455705,0.42400152,-0.14574693,0.66310227,-1.14557047,4.24001520
-0.11493364,0.24837252,-0.27047828,0.58875728,-1.14933640,2.48372519
-0.07594911,0.04266277,-0.09995290,0.29864222,-0.75949106,0.42662765
-0.00970550,-0.15440218,-0.00110941,-0.56945491,-0.09705502,-1.54402181
0.06538902,-0.30655799,0.19568272,-0.69737792,0.65389023,-3.06557986
0.13157945,-0.38982223,0.27081078,-0.69150549,1.31579451,-3.89822227
0.17736939,-0.39872462,0.32151365,-0.67129946,1.77369394,-3.98724618
0.19989271,-0.34686231,0.36332160,-0.64249724,1.99892706,-3.46862310
0.20356594,-0.26156779,0.39181799,-0.60161871,2.03565938,-2.61567794
0.19602431,-0.17446491,0.41342261,-0.54074341,1.96024308,-1.74464911
0.18335871,-0.11109179,0.45208499,-0.45852563,1.83358709,-1.11091792
0.16684101,-0.08308335,0.44922185,-0.40269613,1.66841012,-0.83083346
0.14260611,-0.08550685,0.29961374,-0.41579336,1.42606112,-0.85506855
0.10444850,-0.10013971,0.22625782,-0.51008236,1.04448495,-1.00139713
0.04851020,-0.10340109,0.10228097,-0.56343651,0.48510196,-1.03401092
-0.02226454,-0.07603287,-0.07105978,-0.52227259,-0.22264536,-0.76032865
-0.09608580,-0.01104129,-0.34106317,-0.25466242,-0.96085797,-0.11041293
-0.15402098,0.08293574,-0.62158775,0.13367979,-1.54020982,0.82935738
-0.17533702,0.18401817,-0.60456467,0.37935373,-1.75337018,1.84018173
-0.14486817,0.26435318,-0.47633091,0.53628004,-1.44868168,2.64353184
-0.05980338,0.29965937,-0.04247282,0.62274402,-0.59803377,2.99659369
0.06678359,0.27765636,0.29844129,0.55343568,0.66783595,2.77656355
0.20740704,0.20242110,0.56773460,0.40518743,2.07407037,2.02421101
0.32674433,0.09318932,0.75389194,0.17835206,3.26744325,0.93189320
0.39160929,-0.02189869,0.78088558,-0.00255230,3.91609287,-0.21898694
0.38129858,-0.11484233,0.74655390,-0.20911272,3.81298576,-1.14842328
0.29493619,-0.16642858,0.59284842,-0.46676323,2.94936194,-1.66428582
0.15322820,-0.17153720,0.35809043,-0.64066625,1.53228204,-1.71537197
-0.00626414,-0.13944531,0.08869080,-0.66399813,-0.06264136,-1.39445306
-0.13916678,-0.08931893,-0.27404675,-0.47372112,-1.39166779,-0.89318931
-0.20674861,-0.04279180,-0.56144714,-0.34010899,-2.06748611,-0.42791804
-0.18705870,-0.01648651,-0.56523108,-0.33455476,-1.87058698,-0.16486515
-0.08137555,-0.01719479,-0.18085830,-0.50875592,-0.81375553,-0.17194788
0.08596054,-0.04128259,0.33757031,-0.58973479,0.85960536,-0.41282585
0.27421560,-0.07818146,0.69768226,-0.31031525,2.74215599,-0.78181465
0.43733497,-0.11623337,0.76220489,-0.19593976,4.37334965,-1.16233368
0.53605329,-0.14828615,0.77218783,-0.17223167,5.36053287,-1.48286148
0.54750154,-0.17462349,0.76415789,-0.20667619,5.47501536,-1.74623489
0.46971754,-0.20197741,0.71900153,-0.31806293,4.69717544,-2.01977412
0.32017869,-0.23905440,0.54251367,-0.53562951,3.20178689,-2.39054396
0.12935781,-0.29053960,0.25752035,-0.70246261,1.29357808,-2.90539600
-0.06827003,-0.35230695,0.02062295,-0.74713218,-0.68270027,-3.52306950
-0.24281404,-0.41022380,-0.19109131,-0.72779614,-2.42814035,-4.10223798
-0.37467591,-0.44358855,-0.34704435,-0.67223728,-3.74675912,-4.43588550
-0.45616449,-0.43236982,-0.43812203,-0.62194991,-4.56164489,-4.32369819
-0.48933661,-0.36574107,-0.51582789,-0.55448639,-4.89336612,-3.65741066
-0.48163522,-0.24859740,-0.60566199,-0.43444973,-4.81635220,-2.48597401
-0.44143727,-0.10317177,-0.69539267,-0.20397466,-4.41437268,-1.03171775
-0.37531349,0.03554781,-0.72655749,0.05528828,-3.75313488,0.35547808
-0.28782009,0.12968582,-0.70811534,0.22419554,-2.87820087,1.29685816
-0.18341392,0.15066608,-0.65991855,0.29093972,-1.83413918,1.50666077
-0.06910857,0.08963431,-0.12684597,0.12933742,-0.69108572,0.89634310
0.04384536,-0.03768528,0.10215858,-0.53726918,0.43845360,-0.37685280
0.14054152,-0.19383823,0.27314010,-0.69003093,1.40541518,-1.93838226
0.20552977,-0.32980797,0.33527827,-0.69382465,2.05529766,-3.29807973
0.22754003,-0.39958549,0.34024519,-0.69912922,2.27540031,-3.99585490
0.20402696,-0.37456793,0.31792903,-0.70598567,2.04026964,-3.74567925
0.14356169,-0.25305310,0.26582804,-0.69873816,1.43561692,-2.53053104
0.06471643,-0.06154072,0.11835909,-0.18538743,0.64716433,-0.61540720
-0.00868825,0.15284258,0.13350950,0.48433700,-0.08688249,1.52842585
-0.05471585,0.33656460,0.04563888,0.66359448,-0.54715846,3.36564604
-0.06054049,0.44608809,0.03624517,0.70213717,-0.60540492,4.46088088
-0.02722712,0.46118927,0.09122740,0.71216995,-0.27227117,4.61189268
0.02981482,0.39087288,0.21395171,0.68551451,0.29814815,3.90872881
0.08519644,0.26994086,0.36504892,0.60402411,0.85196442,2.69940855
0.11157433,0.14730699,0.43469456,0.44029027,1.11574331,1.47306988
0.08883796,0.06983510,0.17583209,0.11045358,0.88837960,0.69835101
0.01142661,0.06692356,0.11906797,0.01583753,0.11426611,0.66923559
-0.10877088,0.14079205,-0.14681499,0.20218058,-1.08770882,1.40792047
-0.24510214,0.26554829,-0.64120466,0.45865729,-2.45102137,2.65548288
-0.36376831,0.39525823,-0.62798661,0.51130247,-3.63768313,3.95258232
-0.43406034,0.47836249,-0.61786044,0.52606434,-4.34060338,4.78362490
-0.43797745,0.47381484,-0.62291104,0.52257830,-4.37977451,4.73814843
-0.37612411,0.36388313,-0.65297937,0.48254204,-3.76124109,3.63883134
-0.26794141,0.15974572,-0.70782936,0.29227498,-2.67941411,1.59745716
-0.14613811,-0.10160308,-0.28917333,-0.53995079,-1.46138113,-1.01603076
-0.04704563,-0.36787180,0.07405404,-0.77899814,-0.47045628,-3.67871804
0.00008384,-0.58592586,0.12038384,-0.78429163,0.00083836,-5.85925859
-0.01848994,-0.71568299,0.10539356,-0.78341073,-0.18489937,-7.15682995
-0.09738659,-0.73942523,0.04587422,-0.78656119,-0.97386590,-7.39425227
-0.21429723,-0.66419914,-0.06890872,-0.78387082,-2.14297233,-6.64199139
-0.33710078,-0.51727125,-0.27804443,-0.72469950,-3.37100782,-5.17271254
-0.43351417,-0.33671135,-0.54480886,-0.52008992,-4.33514169,-3.36711346
-0.48019526,-0.16042830,-0.69527429,-0.24465267,-4.80195259,-1.60428298
-0.46854670,-0.01705077,-0.74123216,-0.01323738,-4.68546700,-0.17050772
-0.40566968,0.07897756,-0.73444921,0.16437413,-4.05669676,0.78977564
-0.31055567,0.12737819,-0.69736928,0.27372274,-3.10555668,1.27378188
-0.20712029,0.13805321,-0.42677107,0.36246049,-2.07120290,1.38053208
-0.11658048,0.12520849,-0.08253064,0.34595335,-1.16580482,1.25208494
-0.05169005,0.10189693,0.00066387,0.32309255,-0.51690050,1.01896931
-0.01452460,0.07669054,0.00844571,0.28817725,-0.14524599,0.76690539
0.00182777,0.05307261,-0.03531459,0.15620592,0.01827774,0.53072615
0.00867567,0.03099248,-0.06494631,-0.03622252,0.08675670,0.30992480
0.01616165,0.00928833,-0.08282290,-0.18763947,0.16161654,0.09288334
0.02884787,-0.01240489,-0.06135593,-0.28700727,0.28847867,-0.12404892
0.04400832,-0.03312860,-0.01669420,-0.34587529,0.44008324,-0.33128599
0.05310842,-0.05148189,-0.01675770,-0.33587089,0.53108417,-0.51481893
0.04576293,-0.06717456,-0.02008329,-0.25682923,0.45762932,-0.67174563
0.01458514,-0.08216428,0.01874222,-0.22434203,0.14585142,-0.82164282
-0.04093652,-0.10049841,0.01640916,-0.20586684,-0.40936520,-1.00498406
-0.11300290,-0.12664316,-0.04975226,-0.24928100,-1.13002898,-1.26643159
-0.18708061,-0.16289627,-0.21831661,-0.39033821,-1.87080612,-1.62896270
-0.24599370,-0.20706905,-0.41877383,-0.48222557,-2.45993700,-2.07069048
-0.27516964,-0.25170388,-0.45162731,-0.51989388,-2.75169644,-2.51703882
-0.26730358,-0.28558736,-0.39933008,-0.57729292,-2.67303584,-2.85587363
-0.22492042,-0.29740059,-0.32200316,-0.61795795,-2.24920423,-2.97400592
-0.16001976,-0.28037644,-0.21951617,-0.63261271,-1.60019761,-2.80376444
-0.09092516,-0.23621522,-0.13736622,-0.59705031,-0.90925161,-2.36215223
-0.03731095,-0.17653618,-0.08104716,-0.46779072,-0.37310951,-1.76536179
-0.01488303,-0.12086485,-0.05475643,-0.33898804,-0.14883034,-1.20864847
-0.03121598,-0.09135495,-0.09726497,-0.29204240,-0.31215975,-0.91354949
-0.08383224,-0.10569727,-0.22146496,-0.32944262,-0.83832240,-1.05697270
-0.16092010,-0.17050493,-0.31034097,-0.46473604,-1.60920097,-1.70504935
-0.24435707,-0.27753969,-0.32677448,-0.57154667,-2.44357070,-2.77539691
-0.31414780,-0.40437403,-0.29629970,-0.63377351,-3.14147798,-4.04374028
-0.35312612,-0.51969049,-0.24757867,-0.68057954,-3.53126120,-5.19690487
-0.35082845,-0.59186077,-0.20380378,-0.71147734,-3.50828453,-5.91860769
-0.30574391,-0.59826133,-0.16715483,-0.73128903,-3.05743911,-5.98261333
-0.22556436,-0.53239766,-0.11376023,-0.73841906,-2.25564357,-5.32397658
-0.12547816,-0.40648954,-0.08388809,-0.70644885,-1.25478163,-4.06489536
-0.02489921,-0.24854897,-0.04300892,-0.59339076,-0.24899211,-2.48548967
0.05672956,-0.09471681,0.03140840,-0.26454267,0.56729563,-0.94716815
0.10426778,0.02085811,0.11864722,0.26151142,1.04267785,0.20858106
0.11049493,0.07551901,0.21006551,0.45710739,1.10494925,0.75519006
0.07821090,0.06409551,0.19908445,0.38969633,0.78210904,0.64095507
0.02020443,-0.00037413,0.02729026,0.07150086,0.20204425,-0.00374134
-0.04317219,-0.09128859,-0.12342529,-0.26598555,-0.43172185,-0.91288585
-0.08857405,-0.17691940,-0.15855196,-0.42078999,-0.88574049,-1.76919396
-0.09555171,-0.22992755,-0.16259316,-0.47828779,-0.95551712,-2.29927551
-0.05242340,-0.23501254,-0.08326552,-0.48349905,-0.52423399,-2.35012543
0.03944424,-0.19245234,0.07495392,-0.37462953,0.39444245,-1.92452343
0.16435540,-0.11668315,0.38291767,-0.07731482,1.64355397,-1.16683148
0.29478811,-0.03066654,0.63128644,0.20155796,2.94788113,-0.30666538
0.39748582,0.04192643,0.70931387,0.26934412,3.97485819,0.41926429
0.44185689,0.08411866,0.71746147,0.29551873,4.41856887,0.84118656
0.40854545,0.09031831,0.69159114,0.32759473,4.08545454,0.90318311
0.29572283,0.06701307,0.56539214,0.38494435,2.95722834,0.67013071
0.12105694,0.02954600,0.21983726,0.29037741,1.21056935,0.29546002
-0.08159245,-0.00369858,-0.23392510,-0.03697844,-0.81592449,-0.03698575
-0.27020497,-0.01763235,-0.61855423,0.01466219,-2.70204971,-0.17632350
-0.40534249,-0.00523443,-0.71285605,0.12506220,-4.05342494,-0.05234431
-0.46062788,0.03067965,-0.72488439,0.18253650,-4.60627882,0.30679654
