I_in,Q_in,I_out,Q_out,I_out_actual,Q_out_actual,I_out_ideal,Q_out_ideal
-0.04481692,0.00633526,0.41010717,-0.63895541,-0.02604500,0.03099481,-0.04889419,0.00691162
-0.13934033,0.04405585,0.40994367,-0.63913667,-0.14072812,0.05303975,-0.15201698,0.04806388
-0.20430137,0.01914954,0.41004097,-0.63913071,-0.22373102,0.01385261,-0.22288793,0.02089170
-0.22062204,-0.07148850,0.41039923,-0.63891655,-0.24889070,-0.09847834,-0.24069339,-0.07799226
-0.18026532,-0.21331134,0.41081780,-0.63858700,-0.20629617,-0.25902250,-0.19666518,-0.23271759
-0.08990021,-0.37732340,0.41103804,-0.63828862,-0.10852482,-0.45346387,-0.09807899,-0.41165085
0.02981639,-0.52711303,0.41093093,-0.63812739,-0.01096153,-0.62515743,0.03252897,-0.57506777
0.14932331,-0.62800768,0.41062349,-0.63810581,0.08164818,-0.74647100,0.16290818,-0.68514144
0.23814736,-0.65603139,0.41038173,-0.63813722,0.15550734,-0.78465751,0.25981310,-0.71571463
0.27336530,-0.60430570,0.41039491,-0.63814718,0.21860802,-0.74131708,0.29823503,-0.65928313
0.24591339,-0.48511697,0.41061696,-0.63813835,0.25802242,-0.61166134,0.26828566,-0.52925107
0.16280364,-0.32695923,0.41082048,-0.63816625,0.23570696,-0.40807364,0.17761490,-0.35670474
0.04462620,-0.16719317,0.41077861,-0.63826936,0.13445857,-0.21137034,0.04868612,-0.18240377
-0.08076937,-0.04218850,0.41045663,-0.63845444,-0.02161346,-0.07309779,-0.08811746,-0.04602665
-0.18632430,0.02240997,0.41001800,-0.63859743,-0.16254357,-0.00261206,-0.20327537,0.02444874
-0.25298075,0.01858033,0.40965191,-0.63860357,-0.26069093,-0.01359949,-0.27599598,0.02027070
-0.27386209,-0.04202907,0.40953681,-0.63839900,-0.29956186,-0.08993246,-0.29877703,-0.04585272
-0.25433232,-0.13160654,0.40965599,-0.63799888,-0.28686146,-0.18498171,-0.27747051,-0.14357960
-0.20826767,-0.21436172,0.40982339,-0.63752389,-0.23709911,-0.28884034,-0.22721508,-0.23386353
-0.15212670,-0.25711654,0.40981111,-0.63715786,-0.17143419,-0.33663572,-0.16596661,-0.28050803
-0.09906057,-0.23924727,0.40961409,-0.63700122,-0.10242386,-0.31516531,-0.10807272,-0.26101308
-0.05515263,-0.15901949,0.40933627,-0.63708591,-0.03786426,-0.21678289,-0.06017021,-0.17348647
-0.01899111,-0.03435046,0.40913221,-0.63739204,-0.00883367,-0.06996417,-0.02071885,-0.03747553
0.01550690,0.10234052,0.40909752,-0.63784528,0.01871168,0.09512603,0.01691766,0.11165107
0.05432215,0.21374689,0.40917745,-0.63828611,0.04739358,0.23449765,0.05926417,0.23319278
0.09863059,0.26890830,0.40932545,-0.63853556,0.09489890,0.31021947,0.10760362,0.29337255
0.14215757,0.25265538,0.40945169,-0.63852799,0.13554852,0.30229500,0.15509053,0.27564101
0.17180607,0.17034170,0.40950632,-0.63826072,0.16343701,0.21292414,0.18743634,0.18583874
0.17155312,0.04634633,0.40948993,-0.63788736,0.15745042,0.07548343,0.18716037,0.05056274
0.12836878,-0.08325413,0.40949681,-0.63757104,0.12646415,-0.07075146,0.14004728,-0.09082828
0.03809717,-0.18161920,0.40947589,-0.63739842,0.03534848,-0.19934680,0.04156311,-0.19814222
-0.09086046,-0.22230520,0.40947473,-0.63734215,-0.10295866,-0.25550627,-0.09912660,-0.24252968
-0.23756580,-0.19717683,0.40953103,-0.63731891,-0.27015721,-0.24138983,-0.25917864,-0.21511523
-0.37258391,-0.11860097,0.40969953,-0.63722068,-0.42746532,-0.14908361,-0.40648018,-0.12939084
-0.46504415,-0.01525816,0.40988603,-0.63707787,-0.53138466,-0.01550600,-0.50735210,-0.01664629
-0.49071724,0.07706718,0.41003340,-0.63695967,-0.56122328,0.09828393,-0.53536083,0.08407846
-0.43874251,0.12676470,0.41008851,-0.63697356,-0.50749435,0.14803115,-0.47865764,0.13829727
-0.31503003,0.11615377,0.41006193,-0.63713086,-0.38429165,0.10772663,-0.34369027,0.12672099
-0.14136187,0.04665383,0.41006491,-0.63738078,-0.19075370,0.00981099,-0.15422243,0.05089822
0.04951237,-0.06217467,0.41020039,-0.63751882,0.03629100,-0.09879368,0.05401681,-0.06783108
0.22135958,-0.17925721,0.41043627,-0.63748085,0.22995348,-0.21717984,0.24149803,-0.19556534
0.34245565,-0.27201143,0.41062009,-0.63732517,0.37110794,-0.33371879,0.37361097,-0.29675799
0.39202247,-0.31640337,0.41059807,-0.63716638,0.42178596,-0.39395597,0.42768719,-0.34518854
0.36365167,-0.30380693,0.41029820,-0.63716650,0.40194913,-0.37193358,0.39673531,-0.33144614
0.26522004,-0.24258365,0.40984780,-0.63737762,0.32613997,-0.28041304,0.28934875,-0.26465299
0.11578700,-0.15413310,0.40948075,-0.63773316,0.17813042,-0.15324507,0.12632086,-0.16815554
-0.05933232,-0.06503087,0.40939215,-0.63809639,-0.02163434,-0.06112920,-0.06473015,-0.07094713
-0.23387903,0.00187072,0.40958485,-0.63838464,-0.22390809,-0.00510087,-0.25515646,0.00204091
-0.38512095,0.03427812,0.40986869,-0.63861597,-0.41037582,0.02776985,-0.42015779,0.03739662
-0.49677171,0.03299165,0.41001427,-0.63882035,-0.55451995,0.05727330,-0.54196612,0.03599311
-0.56023440,0.00953321,0.40994173,-0.63894039,-0.63372697,0.05352661,-0.61120240,0.01040051
-0.57448397,-0.01993897,0.40977436,-0.63890111,-0.65883600,0.02271586,-0.62674834,-0.02175294
-0.54507335,-0.04191212,0.40966669,-0.63872790,-0.64071415,-0.01860527,-0.59466205,-0.04572513
-0.48266400,-0.05111089,0.40974909,-0.63846171,-0.58403636,-0.05440485,-0.52657493,-0.05576076
-0.40126453,-0.05222421,0.40996975,-0.63815522,-0.49362391,-0.08085303,-0.43777005,-0.05697537
-0.31617684,-0.05711784,0.41015112,-0.63792753,-0.39371677,-0.10546647,-0.34494141,-0.06231421
-0.24162625,-0.07865918,0.41012171,-0.63786578,-0.30280468,-0.13949162,-0.26360849,-0.08581529
-0.18822067,-0.12364606,0.40988457,-0.63796282,-0.23528446,-0.18915849,-0.20534427,-0.13489491
-0.16066100,-0.18776779,0.40967849,-0.63806576,-0.20040925,-0.24957253,-0.17527732,-0.20485019
-0.15635099,-0.25485187,0.40973103,-0.63807315,-0.19111927,-0.32439585,-0.17057520,-0.27803733
-0.16556697,-0.30108768,0.41008443,-0.63794702,-0.19976800,-0.37950211,-0.18062963,-0.32847949
-0.17355988,-0.30302577,0.41057649,-0.63772911,-0.20878157,-0.37953205,-0.18934970,-0.33059390
-0.16441373,-0.24662060,0.41090903,-0.63748920,-0.19060955,-0.32683564,-0.17937147,-0.26905721
-0.12584484,-0.13399610,0.41089547,-0.63733780,-0.13443276,-0.20589210,-0.13729372,-0.14618656
-0.05363294,0.01477872,0.41058019,-0.63732082,-0.05135121,-0.02915379,-0.05851226,0.01612324
0.04574856,0.16598621,0.41017821,-0.63740581,0.04507414,0.15352147,0.04991059,0.18108701
0.15538224,0.28160478,0.40992057,-0.63752037,0.16853128,0.30347312,0.16951833,0.30722411
0.25133917,0.33083374,0.40991071,-0.63759249,0.28656979,0.37165881,0.27420506,0.36093173
0.30861969,0.30001355,0.41008973,-0.63759065,0.36329917,0.33518245,0.33669674,0.32730764
0.30806626,0.19752484,0.41030952,-0.63747621,0.34902551,0.24923099,0.33609296,0.21549490
0.24227019,0.05181698,0.41041553,-0.63732749,0.26722115,0.11006908,0.26431102,0.05653109
0.11865581,-0.09702611,0.41040656,-0.63718343,0.12721761,-0.05306093,0.12945067,-0.10585318
-0.04132376,-0.20958967,0.41036993,-0.63706940,-0.03617153,-0.19447211,-0.04508323,-0.22865734
-0.20682044,-0.25934861,0.41035584,-0.63703930,-0.22690064,-0.27131194,-0.22563618,-0.28294316
-0.34484968,-0.24080006,0.41040817,-0.63710493,-0.39584576,-0.24618222,-0.37622280,-0.26270714
-0.42817167,-0.17079982,0.41051587,-0.63724416,-0.49840992,-0.16980208,-0.46712510,-0.18633854
-0.44160862,-0.08261782,0.41061807,-0.63740587,-0.50923471,-0.08190443,-0.48178450,-0.09013408
-0.38510209,-0.01463540,0.41065195,-0.63758689,-0.44967674,-0.02759022,-0.42013721,-0.01596687
-0.27281716,0.00261174,0.41057235,-0.63782954,-0.32537204,-0.03223412,-0.29763703,0.00284935
-0.12878563,-0.04321241,0.41042453,-0.63815510,-0.16138192,-0.09138641,-0.14050206,-0.04714372
0.01944129,-0.14188861,0.41022444,-0.63855189,0.01548647,-0.19473960,0.02120998,-0.15479710
0.14719666,-0.26369653,0.41003665,-0.63889623,0.16114731,-0.32448374,0.16058806,-0.28768663
0.23740181,-0.36885107,0.40993544,-0.63910347,0.24988925,-0.44824730,0.25899972,-0.40240774
0.28253697,-0.42021723,0.40994883,-0.63904834,0.29348397,-0.51897566,0.30824111,-0.45844699
0.28383138,-0.39517172,0.41003183,-0.63874251,0.30838612,-0.48731948,0.30965328,-0.43112295
0.24851704,-0.29282541,0.41014969,-0.63827831,0.30552749,-0.35209687,0.27112617,-0.31946555
0.18648196,-0.13439755,0.41013649,-0.63786763,0.25675125,-0.14684428,0.20344738,-0.14662453
0.10760530,0.04320696,0.40994695,-0.63768244,0.16076692,0.05497040,0.11739482,0.04713777
0.02052487,0.19839013,0.40966785,-0.63776088,0.05280593,0.23127657,0.02239214,0.21643891
-0.06717870,0.29681872,0.40953788,-0.63795739,-0.05462718,0.34491735,-0.07329036,0.32382216
-0.14807350,0.32059259,0.40966529,-0.63808388,-0.15705403,0.36986521,-0.16154467,0.34975889
-0.21424380,0.27194649,0.40994653,-0.63803899,-0.24744517,0.31856055,-0.23373489,0.29668714
-0.25775012,0.17070565,0.41019785,-0.63783050,-0.31460810,0.19624059,-0.28119924,0.18623581
-0.27240498,0.04676427,0.41025439,-0.63757956,-0.33750304,0.04575334,-0.29718736,0.05101871
-0.25633612,-0.06963265,0.41007268,-0.63738626,-0.31967991,-0.09460153,-0.27965661,-0.07596756
-0.21422892,-0.15652402,0.40982577,-0.63733780,-0.27370005,-0.19344021,-0.23371865,-0.17076399
-0.15800306,-0.20512681,0.40976205,-0.63738048,-0.19366497,-0.25357019,-0.17237758,-0.22378846
-0.10508767,-0.21979875,0.40997103,-0.63747102,-0.12804978,-0.26578331,-0.11464814,-0.23979521
-0.07430170,-0.21363996,0.41033179,-0.63757449,-0.08182070,-0.26474079,-0.08106139,-0.23307611
-0.08032184,-0.20173845,0.41052109,-0.63777220,-0.08259820,-0.25366219,-0.08762922,-0.22009185
-0.12845079,-0.19470294,0.41041392,-0.63813180,-0.13561161,-0.24614092,-0.14013675,-0.21241627
-0.21157096,-0.19479782,0.41009611,-0.63853925,-0.22873558,-0.25370547,-0.23081889,-0.21251978
-0.31065581,-0.19587954,0.40976360,-0.63888556,-0.35199483,-0.25345173,-0.33891810,-0.21369992
-0.39913695,-0.18687020,0.40965241,-0.63907719,-0.47050106,-0.22985282,-0.43544891,-0.20387094
-0.45013192,-0.15723123,0.40982303,-0.63906980,-0.53905077,-0.18711911,-0.49108321,-0.17153553
-0.44447202,-0.10225415,0.41012129,-0.63886666,-0.52918168,-0.13962710,-0.48490840,-0.11155685
-0.37702763,-0.02615671,0.41029033,-0.63858843,-0.45188335,-0.07148585,-0.41132818,-0.02853634
-0.25920701,0.05814774,0.41021675,-0.63831985,-0.31382130,0.00503754,-0.28278868,0.06343780
-0.11662103,0.13250488,0.40998277,-0.63805032,-0.15530723,0.09206923,-0.12723077,0.14455968
0.01758369,0.17896123,0.40974459,-0.63782090,-0.00798878,0.16040506,0.01918339,0.19524245
0.11181413,0.18531254,0.40967539,-0.63763332,0.10333050,0.19008922,0.12198655,0.20217157
0.14480879,0.14891955,0.40977931,-0.63749301,0.14238507,0.17316901,0.15798294,0.16246768
0.11142190,0.07761491,0.40993437,-0.63743806,0.11181941,0.09895772,0.12155864,0.08467601
0.02365973,-0.01246236,0.41002107,-0.63753140,0.01592042,-0.00326777,0.02581220,-0.01359614
-0.09327824,-0.10128101,0.40992197,-0.63775480,-0.10612774,-0.10281297,-0.10176434,-0.11049517
-0.20861495,-0.17012567,0.40973467,-0.63792378,-0.23790554,-0.19263818,-0.22759394,-0.18560306
-0.29479639,-0.20604699,0.40962115,-0.63794535,-0.34808047,-0.23460615,-0.32161584,-0.22479236
-0.33470243,-0.20440967,0.40965477,-0.63776118,-0.39830548,-0.22995304,-0.36515239,-0.22300609
-0.32511455,-0.16910704,0.40985075,-0.63736773,-0.38819680,-0.20493598,-0.35469224,-0.18449175
-0.27560942,-0.11074476,0.41005912,-0.63688630,-0.32414448,-0.15109668,-0.30068332,-0.12081989
-0.20360611,-0.04360297,0.41013661,-0.63644898,-0.23873387,-0.09508792,-0.22212942,-0.04756980
-0.12754938,0.01766517,0.41004300,-0.63616711,-0.15251376,-0.02337543,-0.13915334,0.01927228
-0.06073315,0.06082365,0.40985700,-0.63609666,-0.08791261,0.03817247,-0.06625842,0.06635715
-0.00789202,0.07792575,0.40965229,-0.63625020,-0.02870311,0.07097434,-0.00861001,0.08501514
0.03443134,0.06622351,0.40953836,-0.63657451,0.01967281,0.06501082,0.03756378,0.07224827
0.07418137,0.02827822,0.40956175,-0.63693106,0.06681380,0.03120559,0.08093011,0.03085086
0.11842803,-0.02855214,0.40975627,-0.63721448,0.12297986,-0.01497724,0.12920217,-0.03114970
0.16861750,-0.09318813,0.41003549,-0.63732439,0.18320567,-0.08709534,0.18395768,-0.10166603
0.21842860,-0.15251341,0.41025653,-0.63726711,0.25318891,-0.14580162,0.23830040,-0.16638850
0.25519668,-0.19368786,0.41035047,-0.63711894,0.30494924,-0.20007544,0.27841350,-0.21130885
0.26446438,-0.20690212,0.41020480,-0.63704187,0.32531558,-0.22206942,0.28852435,-0.22572529
0.23596904,-0.18806928,0.40984973,-0.63711333,0.29655807,-0.19697301,0.25743661,-0.20517911
0.16874949,-0.14068098,0.40947840,-0.63729775,0.23155986,-0.14048043,0.18410168,-0.15347960
0.07329503,-0.07601548,0.40931711,-0.63746011,0.12174200,-0.06902390,0.07996314,-0.08293108
-0.03030823,-0.01118500,0.40939897,-0.63750118,-0.00541692,-0.00497459,-0.03306555,-0.01220257
-0.11782114,0.03487815,0.40960449,-0.63739431,-0.11358435,0.03968737,-0.12854006,0.03805124
-0.16812303,0.04664872,0.40979263,-0.63727182,-0.18638781,0.04380598,-0.18341823,0.05089264
-0.16980799,0.01699279,0.40982115,-0.63725686,-0.19410097,0.00524013,-0.18525648,0.01853872
-0.12475917,-0.04974243,0.40969589,-0.63742942,-0.14523247,-0.06794406,-0.13610928,-0.05426781
-0.04737267,-0.13781528,0.40957537,-0.63767761,-0.05535445,-0.15967247,-0.05168245,-0.15035319
0.04037052,-0.22374393,0.40964004,-0.63783765,0.05079800,-0.25860174,0.04404328,-0.24409930
0.11629529,-0.28276079,0.40989789,-0.63782644,0.13763208,-0.32502816,0.12687539,-0.30848529
0.16528719,-0.29626172,0.41016540,-0.63767856,0.19995349,-0.34453438,0.18032439,-0.32321448
0.18382891,-0.25791576,0.41022649,-0.63754296,0.23015943,-0.30173431,0.20055296,-0.28137995
0.18019198,-0.17632685,0.40997604,-0.63755769,0.24050245,-0.20713863,0.19658516,-0.19236840
0.17022599,-0.07311151,0.40954536,-0.63774866,0.23006351,-0.07459012,0.18571251,-0.07976292
0.17030961,0.02330050,0.40921360,-0.63802761,0.22795331,0.03679597,0.18580374,0.02542029
0.19011232,0.08638883,0.40918124,-0.63828462,0.23549985,0.11430141,0.20740801,0.09424816
0.22795157,0.10008801,0.40945637,-0.63842809,0.27362552,0.13254122,0.24868974,0.10919363
0.27064105,0.06436483,0.40982369,-0.63841712,0.32238477,0.09274558,0.29526294,0.07022050
0.29810470,-0.00411708,0.40999827,-0.63828129,0.35088221,0.01209504,0.32522513,-0.00449164
0.29124742,-0.07665508,0.40988988,-0.63810486,0.34614357,-0.05986568,0.31774400,-0.08362887
0.24026990,-0.12116616,0.40958065,-0.63794237,0.29170764,-0.10973703,0.26212874,-0.13218940
0.15028473,-0.11218275,0.40932107,-0.63784814,0.20063327,-0.10240794,0.16395707,-0.12238871
0.04189079,-0.03903218,0.40929997,-0.63779438,0.06992954,-0.02719352,0.04570185,-0.04258318
-0.05394851,0.09040597,0.40950319,-0.63776690,-0.04881094,0.10768242,-0.05885654,0.09863076
-0.10536658,0.25155708,0.40971875,-0.63775796,-0.11493237,0.29432720,-0.11495243,0.27444278
-0.09040660,0.41000698,0.40978664,-0.63782167,-0.09004917,0.48457463,-0.09863144,0.44730786
-0.00553425,0.53114655,0.40969449,-0.63787359,0.03100788,0.62193753,-0.00603774,0.57946824
0.13122624,0.58955620,0.40954444,-0.63783664,0.20904432,0.67048186,0.14316470,0.64319178
0.28394921,0.57526958,0.40948501,-0.63767278,0.38603552,0.62326391,0.30978184,0.62760542
0.40846253,0.49518844,0.40961888,-0.63742661,0.50338542,0.52191604,0.44562290,0.54023881
0.46517941,0.36958650,0.40987343,-0.63719010,0.53772414,0.39390231,0.50749966,0.40321008
0.43113739,0.22524718,0.41007787,-0.63704222,0.47536435,0.27146066,0.47036063,0.24573932
0.30741012,0.08777075,0.41009757,-0.63702416,0.32341099,0.15167491,0.33537712,0.09575579
0.11945602,-0.02436491,0.40994513,-0.63712037,0.11178116,0.03149419,0.13032367,-0.02658154
-0.08981600,-0.10227588,0.40973380,-0.63729513,-0.10670951,-0.07520322,-0.09798711,-0.11158055
-0.27217592,-0.14539598,0.40952471,-0.63753068,-0.30523880,-0.15168245,-0.29693745,-0.15862355
-0.38766822,-0.15761415,0.40932679,-0.63780302,-0.45382907,-0.16317113,-0.42293680,-0.17195329
-0.41550867,-0.14289249,0.40925163,-0.63798016,-0.48931612,-0.14670993,-0.45331007,-0.15589231
-0.35902292,-0.10247010,0.40923321,-0.63802522,-0.42208124,-0.13110067,-0.39168546,-0.11179244
-0.24330284,-0.03493449,0.40922120,-0.63792121,-0.27849075,-0.08016126,-0.26543761,-0.03811269
-0.10657524,0.06090352,0.40919825,-0.63771254,-0.12828283,0.02027167,-0.11627105,0.06644429
0.01178737,0.18172096,0.40909493,-0.63749754,-0.00271072,0.16607139,0.01285975,0.19825325
0.08275435,0.31613547,0.40892223,-0.63738078,0.07046362,0.33126755,0.09028303,0.34489628
0.09511294,0.44393409,0.40875629,-0.63737583,0.10594545,0.49237425,0.10376595,0.48432153
0.05689198,0.53911976,0.40869921,-0.63743794,0.08977576,0.61024589,0.06206780,0.58816683
-0.00924872,0.57631046,0.40875852,-0.63749450,0.03886927,0.66246608,-0.01009014,0.62874100
-0.07470546,0.53857838,0.40889657,-0.63755143,-0.03982414,0.63824955,-0.08150188,0.58757619
-0.11455705,0.42400152,0.40903196,-0.63764769,-0.12687755,0.52065213,-0.12497901,0.46257557
-0.11493364,0.24837252,0.40902093,-0.63788897,-0.17306118,0.31174168,-0.12538987,0.27096851
-0.07594911,0.04266277,0.40881437,-0.63829476,-0.12391927,0.06496991,-0.08285867,0.04654406
-0.00970550,-0.15440218,0.40853783,-0.63875639,-0.02602985,-0.16365173,-0.01058847,-0.16844910
0.06538902,-0.30655799,0.40841749,-0.63905984,0.07080574,-0.34474388,0.07133787,-0.33444747
0.13157945,-0.38982223,0.40859044,-0.63903981,0.14158687,-0.45439524,0.14355005,-0.42528677
0.17736939,-0.39872462,0.40900913,-0.63869750,0.19495945,-0.47449910,0.19350579,-0.43499907
0.19989271,-0.34686231,0.40941775,-0.63821256,0.24073577,-0.41193915,0.21807819,-0.37841853
0.20356594,-0.26156779,0.40957293,-0.63783461,0.26313588,-0.31055649,0.22208559,-0.28536424
0.19602431,-0.17446491,0.40941912,-0.63772494,0.26431597,-0.19256464,0.21385785,-0.19033707
0.18335871,-0.11109179,0.40912992,-0.63788617,0.24983510,-0.11096177,0.20003999,-0.12119850
0.16684101,-0.08308335,0.40898401,-0.63818759,0.23176289,-0.07239114,0.18201957,-0.09064195
0.14260611,-0.08550685,0.40915099,-0.63844299,0.20031005,-0.06608861,0.15557987,-0.09328594
0.10444850,-0.10013971,0.40960383,-0.63851488,0.15401420,-0.08691014,0.11395082,-0.10925004
0.04851020,-0.10340109,0.41008365,-0.63840508,0.08076166,-0.10346646,0.05292347,-0.11280813
-0.02226454,-0.07603287,0.41030604,-0.63822812,0.00217761,-0.08295493,-0.02429008,-0.08295005
-0.09608580,-0.01104129,0.41019052,-0.63805032,-0.08534998,-0.01734444,-0.10482732,-0.01204579
-0.15402098,0.08293574,0.40987843,-0.63793528,-0.16110345,0.08061011,-0.16803323,0.09048092
-0.17533702,0.18401817,0.40960795,-0.63788432,-0.19702935,0.19198222,-0.19128851,0.20075945
-0.14486817,0.26435318,0.40954876,-0.63787693,-0.16417279,0.29478458,-0.15804772,0.28840303
-0.05980338,0.29965937,0.40956035,-0.63797605,-0.07689612,0.34170478,-0.06524406,0.32692124
0.06678359,0.27765636,0.40943483,-0.63821727,0.06346423,0.31881225,0.07285931,0.30291648
0.20740704,0.20242110,0.40909928,-0.63859004,0.21268552,0.25252458,0.22627614,0.22083660
0.32674433,0.09318932,0.40861028,-0.63903332,0.35812827,0.13608630,0.35647028,0.10166733
0.39160929,-0.02189869,0.40813327,-0.63948792,0.43273933,0.00222421,0.42723641,-0.02389095
0.38129858,-0.11484233,0.40785801,-0.63987124,0.42924052,-0.10405545,0.41598767,-0.12529025
0.29493619,-0.16642858,0.40786469,-0.64013493,0.33721399,-0.15948488,0.32176837,-0.18156962
0.15322820,-0.17153720,0.40801781,-0.64020807,0.18747922,-0.16222255,0.16716832,-0.18714300
-0.00626414,-0.13944531,0.40809956,-0.64012092,0.01423826,-0.13665406,-0.00683402,-0.15213151
-0.13916678,-0.08931893,0.40795743,-0.63989782,-0.13683891,-0.10155027,-0.15182764,-0.09744483
-0.20674861,-0.04279180,0.40762123,-0.63956141,-0.21804996,-0.06092255,-0.22555781,-0.04668484
-0.18705870,-0.01648651,0.40728033,-0.63919479,-0.20244327,-0.04251373,-0.20407659,-0.01798639
-0.08137555,-0.01719479,0.40708876,-0.63894022,-0.08447873,-0.03710940,-0.08877879,-0.01875910
0.08596054,-0.04128259,0.40714133,-0.63886160,0.10629136,-0.05461480,0.09378090,-0.04503832
0.27421560,-0.07818146,0.40736452,-0.63894600,0.31464031,-0.08960919,0.29916269,-0.08529412
0.43733497,-0.11623337,0.40764329,-0.63913512,0.50859850,-0.15409152,0.47712204,-0.12680784
0.53605329,-0.14828615,0.40787637,-0.63934106,0.60141979,-0.22361394,0.58482138,-0.16177666
0.54750154,-0.17462349,0.40802497,-0.63947242,0.61144008,-0.25615616,0.59731115,-0.19051007
0.46971754,-0.20197741,0.40813312,-0.63947695,0.54286770,-0.25771495,0.51245066,-0.22035255
0.32017869,-0.23905440,0.40817279,-0.63937795,0.39400896,-0.25724013,0.34930733,-0.26080266
0.12935781,-0.29053960,0.40815285,-0.63921887,0.20031691,-0.29754337,0.14112629,-0.31697179
-0.06827003,-0.35230695,0.40816015,-0.63899654,-0.01796813,-0.37766449,-0.07448097,-0.38435850
-0.24281404,-0.41022380,0.40821409,-0.63872111,-0.23880976,-0.44992884,-0.26490433,-0.44754440
-0.37467591,-0.44358855,0.40825063,-0.63846076,-0.41888570,-0.47893392,-0.40876250,-0.48394455
-0.45616449,-0.43236982,0.40824896,-0.63827342,-0.53811997,-0.44424328,-0.49766460,-0.47170518
-0.48933661,-0.36574107,0.40816709,-0.63821113,-0.56949982,-0.37733277,-0.53385460,-0.39901480
-0.48163522,-0.24859740,0.40800869,-0.63829958,-0.55506843,-0.28153284,-0.52545256,-0.27121385
-0.44143727,-0.10317177,0.40789804,-0.63838387,-0.49932261,-0.15271679,-0.48159755,-0.11255795
-0.37531349,0.03554781,0.40795383,-0.63835561,-0.42115450,-0.02322789,-0.40945808,0.03878181
-0.28782009,0.12968582,0.40819117,-0.63817817,-0.33627597,0.07477268,-0.31400486,0.14148414
-0.18341392,0.15066608,0.40852171,-0.63788557,-0.23423819,0.10463186,-0.20010022,0.16437310
-0.06910857,0.08963431,0.40870529,-0.63769758,-0.11077618,0.05012312,-0.07539581,0.09778890
0.04384536,-0.03768528,0.40858483,-0.63778454,0.03007413,-0.07194548,0.04783424,-0.04111374
0.14054152,-0.19383823,0.40818191,-0.63819808,0.15204576,-0.23541123,0.15332745,-0.21147289
