I_in,Q_in,I_out,Q_out,I_out_actual,Q_out_actual
-0.43351417,-0.33671135,-0.43524429,-0.27831319,-0.48366567,-0.38206212
-0.48019526,-0.16042830,-0.44985235,-0.09723999,-0.51947754,-0.19867689
-0.46854670,-0.01705077,-0.39686009,0.08017556,-0.50559933,-0.05062728
-0.40566968,0.07897756,-0.33199677,0.17805228,-0.43919960,0.04023623
-0.31055567,0.12737819,-0.23503096,0.17995794,-0.35126663,0.08307074
-0.20712029,0.13805321,-0.15408833,0.13825510,-0.24920387,0.10051549
-0.11658048,0.12520849,-0.07634622,0.09262259,-0.15567979,0.09066427
-0.05169005,0.10189693,-0.01301881,0.07842774,-0.08405006,0.08132501
-0.01452460,0.07669054,0.04342218,0.10317788,-0.04281769,0.06049498
0.00182777,0.05307261,0.07902444,0.12292997,-0.02233371,0.05673810
0.00867567,0.03099248,0.08380692,0.09612463,-0.00236337,0.03759973
0.01616165,0.00928833,0.07091858,0.00806980,0.01043181,0.02408964
0.02884787,-0.01240489,0.06532258,-0.08932043,0.02847066,0.00200970
0.04400832,-0.03312860,0.06661864,-0.15557651,0.04767970,-0.01257358
0.05310842,-0.05148189,0.08089136,-0.16355419,0.05757560,-0.03600940
0.04576293,-0.06717456,0.09033191,-0.13447353,0.04809447,-0.06117479
0.01458514,-0.08216428,0.06895806,-0.09454759,0.01099546,-0.08535275
-0.04093652,-0.10049841,0.00952188,-0.09487558,-0.05448054,-0.11215438
-0.11300290,-0.12664316,-0.08106491,-0.14355706,-0.13165512,-0.15124341
-0.18708061,-0.16289627,-0.18349759,-0.20696843,-0.21959897,-0.19848794
-0.24599370,-0.20706905,-0.26995036,-0.27675718,-0.28948618,-0.25223743
-0.27516964,-0.25170388,-0.29413581,-0.32990953,-0.33302683,-0.29988777
-0.26730358,-0.28558736,-0.25512585,-0.35086519,-0.32358957,-0.34251290
-0.22492042,-0.29740059,-0.16834939,-0.34962353,-0.26439548,-0.35851186
-0.16001976,-0.28037644,-0.10048419,-0.32368863,-0.17746734,-0.35074571
-0.09092516,-0.23621522,-0.04771814,-0.26130038,-0.08447353,-0.30336014
-0.03731095,-0.17653618,-0.03634043,-0.17685939,-0.01714502,-0.23325557
-0.01488303,-0.12086485,-0.06520655,-0.07751258,0.01263856,-0.16498362
-0.03121598,-0.09135495,-0.09456024,-0.00835670,-0.01317352,-0.12951538
-0.08383224,-0.10569727,-0.11168958,-0.01936589,-0.07541810,-0.13977209
-0.16092010,-0.17050493,-0.11071599,-0.10503065,-0.15883290,-0.22193442
-0.24435707,-0.27753969,-0.14806218,-0.22041132,-0.26832576,-0.34186148
-0.31414780,-0.40437403,-0.22489259,-0.35438091,-0.37974263,-0.46641381
-0.35312612,-0.51969049,-0.26148459,-0.44604033,-0.45414232,-0.56081354
-0.35082845,-0.59186077,-0.26688027,-0.50057721,-0.47872559,-0.62402156
-0.30574391,-0.59826133,-0.23240367,-0.53462112,-0.43692615,-0.64196508
-0.22556436,-0.53239766,-0.14393646,-0.54368085,-0.31562423,-0.60295788
-0.12547816,-0.40648954,0.00693605,-0.49494940,-0.15135649,-0.51125610
-0.02489921,-0.24854897,0.15132128,-0.35893387,0.00230255,-0.34226319
0.05672956,-0.09471681,0.21995838,-0.18177281,0.10326040,-0.15478406
0.10426778,0.02085811,0.23652068,-0.00429426,0.14271519,-0.00790262
0.11049493,0.07551901,0.18190280,0.09409046,0.13977000,0.06879107
0.07821090,0.06409551,0.07099303,0.09277719,0.08689031,0.07271438
0.02020443,-0.00037413,-0.06000910,-0.00075883,0.01641340,-0.00160092
-0.04317219,-0.09128859,-0.13737346,-0.11586443,-0.04905617,-0.10735061
-0.08857405,-0.17691940,-0.14560308,-0.18491736,-0.09468786,-0.20368001
-0.09555171,-0.22992755,-0.10530291,-0.19859613,-0.11013537,-0.26839788
-0.05242340,-0.23501254,-0.01840011,-0.16904460,-0.04597497,-0.28265952
0.03944424,-0.19245234,0.10209120,-0.10685235,0.06307825,-0.23450836
0.16435540,-0.11668315,0.23242262,-0.01517792,0.20741885,-0.13513650
0.29478811,-0.03066654,0.34740129,0.06894864,0.35292115,-0.03923853
0.39748582,0.04192643,0.45395264,0.12632251,0.47158125,0.04697914
0.44185689,0.08411866,0.50810999,0.18593203,0.53000408,0.08535192
0.40854545,0.09031831,0.48413703,0.22390710,0.48860185,0.10876492
0.29572283,0.06701307,0.35483223,0.20790315,0.34858728,0.11526939
0.12105694,0.02954600,0.15568593,0.09976812,0.13797235,0.08566268
-0.08159245,-0.00369858,-0.09623499,-0.02282016,-0.09808885,0.02661168
-0.27020497,-0.01763235,-0.29864833,-0.05113327,-0.31117434,-0.00701927
-0.40534249,-0.00523443,-0.45772499,0.03354847,-0.47630984,0.01464806
-0.46062788,0.03067965,-0.50879157,0.16453442,-0.54502910,0.06032304
