I_in,Q_in,I_out,Q_out,I_out_ideal,Q_out_ideal
-0.25298075,0.01858033,-1.08020353,0.27066439,-2.52980750,0.18580332
-0.27386209,-0.04202907,-1.09683657,-0.05489398,-2.73862093,-0.42029073
-0.25433232,-0.13160654,-0.96661776,-0.42153719,-2.54332321,-1.31606541
-0.20826767,-0.21436172,-0.75781929,-0.73114491,-2.08267675,-2.14361715
-0.15212670,-0.25711654,-0.54043269,-0.91589898,-1.52126702,-2.57116541
-0.09906057,-0.23924727,-0.39296097,-1.00100124,-0.99060570,-2.39247273
-0.05515263,-0.15901949,-0.34276816,-1.01029742,-0.55152629,-1.59019486
-0.01899111,-0.03435046,-0.22520816,-0.60724425,-0.18991115,-0.34350458
0.01550690,0.10234052,0.27479836,1.13322568,0.15506905,1.02340519
0.05432215,0.21374689,0.68547624,2.13283539,0.54322149,2.13746895
0.09863059,0.26890830,1.06015229,2.64071751,0.98630586,2.68908296
0.14215757,0.25265538,1.56125963,2.49365568,1.42157571,2.52655379
0.17180607,0.17034170,1.68335521,1.62413788,1.71806074,1.70341695
0.17155312,0.04634633,1.50542331,0.53651863,1.71553121,0.46346327
0.12836878,-0.08325413,0.98156434,-0.82549614,1.28368777,-0.83254131
0.03809717,-0.18161920,0.16877317,-1.13920319,0.38097174,-1.81619195
-0.09086046,-0.22230520,-0.39413261,-0.93448246,-0.90860456,-2.22305197
-0.23756580,-0.19717683,-0.75561696,-0.63337749,-2.37565802,-1.97176830
-0.37258391,-0.11860097,-0.98773217,-0.26678079,-3.72583911,-1.18600973
-0.46504415,-0.01525816,-1.23070860,0.22219723,-4.65044152,-0.15258161
-0.49071724,0.07706718,-1.13729763,1.19500065,-4.90717242,0.77067182
-0.43874251,0.12676470,-1.17351043,1.61573184,-4.38742511,1.26764703
-0.31503003,0.11615377,-1.13384402,1.43952382,-3.15030035,1.16153767
-0.14136187,0.04665383,-1.17981350,0.61438584,-1.41361868,0.46653833
0.04951237,-0.06217467,0.26263842,-0.99298441,0.49512366,-0.62174670
0.22135958,-0.17925721,0.96542126,-0.49270165,2.21359575,-1.79257205
0.34245565,-0.27201143,0.91691637,-0.75531816,3.42455654,-2.72011425
0.39202247,-0.31640337,0.91778702,-0.78413415,3.92022475,-3.16403368
0.36365167,-0.30380693,0.92219323,-0.80385751,3.63651667,-3.03806935
0.26522004,-0.24258365,0.90620035,-0.83572555,2.65220040,-2.42583654
0.11578700,-0.15413310,0.74778634,-0.97583681,1.15787002,-1.54133096
-0.05933232,-0.06503087,-0.69276083,-0.50219250,-0.59332322,-0.65030869
-0.23387903,0.00187072,-1.14612722,0.02943132,-2.33879030,0.01870717
-0.38512095,0.03427812,-1.18038714,0.42851725,-3.85120949,0.34278125
-0.49677171,0.03299165,-1.12129486,0.14911041,-4.96771712,0.32991653
-0.56023440,0.00953321,-1.19111681,0.15282840,-5.60234405,0.09533215
-0.57448397,-0.01993897,-1.22646582,0.14142472,-5.74483974,-0.19938969
-0.54507335,-0.04191212,-1.19888258,0.05207574,-5.45073350,-0.41912124
-0.48266400,-0.05111089,-1.20636058,0.02564382,-4.82663996,-0.51110890
-0.40126453,-0.05222421,-1.20019770,-0.00159982,-4.01264528,-0.52224211
-0.31617684,-0.05711784,-1.18676829,-0.05647105,-3.16176842,-0.57117844
-0.24162625,-0.07865918,-1.11769009,-0.24159750,-2.41626251,-0.78659180
-0.18822067,-0.12364606,-0.94417143,-0.54553956,-1.88220666,-1.23646057
-0.16066100,-0.18776779,-0.73338830,-0.79177421,-1.60660996,-1.87767794
-0.15635099,-0.25485187,-0.58732408,-0.90003854,-1.56350986,-2.54851874
-0.16556697,-0.30108768,-0.51810271,-0.93393111,-1.65566972,-3.01087678
-0.17355988,-0.30302577,-0.50256252,-0.93193990,-1.73559879,-3.03025771
-0.16441373,-0.24662060,-0.54756457,-0.89219546,-1.64413734,-2.46620602
-0.12584484,-0.13399610,-0.70465338,-0.74796730,-1.25844836,-1.33996099
-0.05363294,0.01477872,-0.53661072,0.04885542,-0.53632938,0.14778725
0.04574856,0.16598621,0.42204887,1.78172684,0.45748557,1.65986213
0.15538224,0.28160478,1.47426498,2.83063841,1.55382245,2.81604776
0.25133917,0.33083374,1.94325972,3.35279751,2.51339172,3.30833737
0.30861969,0.30001355,1.95589507,3.12606335,3.08619692,3.00013545
0.30806626,0.19752484,1.82720292,2.18618655,3.08066261,1.97524838
0.24227019,0.05181698,1.58141148,0.71581930,2.42270195,0.51816975
0.11865581,-0.09702611,1.06788123,-0.75972754,1.18655815,-0.97026110
-0.04132376,-0.20958967,-0.06222900,-0.78445047,-0.41323756,-2.09589667
-0.20682044,-0.25934861,-0.53492057,-0.75821173,-2.06820438,-2.59348610
-0.34484968,-0.24080006,-0.79941881,-0.53393686,-3.44849684,-2.40800064
-0.42817167,-0.17079982,-0.97302389,-0.29850721,-4.28171669,-1.70799822
-0.44160862,-0.08261782,-1.10431969,-0.05352926,-4.41608623,-0.82617823
-0.38510209,-0.01463540,-1.18088841,0.18113956,-3.85102087,-0.14635397
-0.27281716,0.00261174,-1.14290464,0.20943999,-2.72817158,0.02611740
-0.12878563,-0.04321241,-0.86526424,-0.51094609,-1.28785632,-0.43212415
0.01944129,-0.14188861,0.09305064,-1.09496236,0.19441290,-1.41888615
0.14719666,-0.26369653,0.58482152,-0.97866082,1.47196665,-2.63696526
0.23740181,-0.36885107,0.68058187,-0.96987784,2.37401808,-3.68851071
0.28253697,-0.42021723,0.69718462,-0.98346418,2.82536973,-4.20217226
0.28383138,-0.39517172,0.72885501,-0.97512770,2.83831381,-3.95171725
0.24851704,-0.29282541,0.79042882,-0.93384093,2.48517037,-2.92825409
0.18648196,-0.13439755,0.96521646,-0.74228162,1.86481961,-1.34397548
0.10760530,0.04320696,1.14234400,0.18671183,1.07605296,0.43206961
0.02052487,0.19839013,0.08143173,2.02108622,0.20524866,1.98390125
-0.06717870,0.29681872,-0.83186626,2.83518744,-0.67178697,2.96818721
-0.14807350,0.32059259,-1.17181420,3.02620697,-1.48073503,3.20592592
-0.21424380,0.27194649,-1.15942121,2.59059072,-2.14243799,2.71946486
-0.25775012,0.17070565,-1.07522380,1.68277812,-2.57750115,1.70705655
-0.27240498,0.04676427,-1.21724212,0.43520573,-2.72404984,0.46764272
-0.25633612,-0.06963265,-1.05465984,-0.25132611,-2.56336119,-0.69632649
-0.21422892,-0.15652402,-0.91227931,-0.63641685,-2.14228918,-1.56524024
-0.15800306,-0.20512681,-0.69138563,-0.87687719,-1.58003062,-2.05126807
-0.10508767,-0.21979875,-0.48018509,-1.00485814,-1.05087666,-2.19798752
-0.07430170,-0.21363996,-0.33366236,-1.05123961,-0.74301700,-2.13639957
-0.08032184,-0.20173845,-0.35899860,-1.02060485,-0.80321840,-2.01738453
-0.12845079,-0.19470294,-0.54030657,-0.89369237,-1.28450788,-1.94702937
-0.21157096,-0.19479782,-0.77396333,-0.68919331,-2.11570964,-1.94797817
-0.31065581,-0.19587954,-0.95029289,-0.47629413,-3.10655811,-1.95879541
-0.39913695,-0.18687020,-1.03961527,-0.33271894,-3.99136948,-1.86870199
-0.45013192,-0.15723123,-1.09355903,-0.22976148,-4.50131922,-1.57231231
-0.44447202,-0.10225415,-1.14137554,-0.12789875,-4.44472025,-1.02254152
-0.37702763,-0.02615671,-1.21263444,0.04764616,-3.77027635,-0.26156706
-0.25920701,0.05814774,-1.20620251,0.51516318,-2.59207012,0.58147736
-0.11662103,0.13250488,-1.04382658,1.47645605,-1.16621035,1.32504885
0.01758369,0.17896123,0.23635550,1.74944496,0.17583690,1.78961235
0.11181413,0.18531254,1.13336873,1.81548667,1.11814129,1.85312542
0.14480879,0.14891955,1.34003043,1.44676316,1.44808787,1.48919546
0.11142190,0.07761491,1.07640111,0.80629808,1.11421895,0.77614906
0.02365973,-0.01246236,-0.05449276,-0.11247331,0.23659726,-0.12462361
-0.09327824,-0.10128101,-0.82012439,-0.53594452,-0.93278239,-1.01281006
-0.20861495,-0.17012567,-0.84113842,-0.62753534,-2.08614945,-1.70125672
-0.29479639,-0.20604699,-0.93063986,-0.51654291,-2.94796388,-2.06046987
-0.33470243,-0.20440967,-0.95021534,-0.47600144,-3.34702431,-2.04409671
-0.32511455,-0.16910704,-0.99957806,-0.38785160,-3.25114552,-1.69107036
-0.27560942,-0.11074476,-1.04840922,-0.29157481,-2.75609420,-1.10744756
-0.20360611,-0.04360297,-1.11875916,-0.12490825,-2.03606114,-0.43602972
-0.12754938,0.01766517,-1.16169882,0.20828840,-1.27549383,0.17665168
-0.06073315,0.06082365,-0.76046997,0.59179282,-0.60733146,0.60823650
-0.00789202,0.07792575,-0.00306341,0.96821547,-0.07892019,0.77925754
0.03443134,0.06622351,0.51311511,0.87320274,0.34431343,0.66223509
0.07418137,0.02827822,0.82386410,0.15971366,0.74181375,0.28278216
0.11842803,-0.02855214,0.99980241,-0.39312881,1.18428033,-0.28552136
0.16861750,-0.09318813,1.04046929,-0.40654919,1.68617498,-0.93188127
0.21842860,-0.15251341,0.99716455,-0.56300551,2.18428596,-1.52513414
0.25519668,-0.19368786,0.99484175,-0.61876607,2.55196677,-1.93687860
0.26446438,-0.20690212,0.98255616,-0.67598206,2.64464384,-2.06902117
0.23596904,-0.18806928,0.98894256,-0.69453210,2.35969040,-1.88069281
0.16874949,-0.14068098,0.99163800,-0.71009469,1.68749490,-1.40680979
0.07329503,-0.07601548,0.77948266,-0.85310090,0.73295032,-0.76015481
-0.03030823,-0.01118500,-0.53713584,-0.47674131,-0.30308227,-0.11185003
-0.11782114,0.03487815,-0.94960672,0.14790779,-1.17821137,0.34878154
-0.16812303,0.04664872,-0.98054850,0.37774181,-1.68123035,0.46648717
-0.16980799,0.01699279,-1.06243229,0.23686954,-1.69807989,0.16992785
-0.12475917,-0.04974243,-0.81098968,-0.48403007,-1.24759166,-0.49742430
-0.04737267,-0.13781528,-0.32197469,-0.97490150,-0.47372668,-1.37815283
0.04037052,-0.22374393,0.26119703,-1.08100271,0.40370524,-2.23743927
0.11629529,-0.28276079,0.48090053,-1.04726458,1.16295290,-2.82760788
0.16528719,-0.29626172,0.61884063,-1.01924956,1.65287192,-2.96261717
0.18382891,-0.25791576,0.70821339,-0.98511624,1.83828909,-2.57915756
0.18019198,-0.17632685,0.85135847,-0.87173313,1.80191978,-1.76326854
0.17022599,-0.07311151,1.14158058,-0.40028003,1.70225991,-0.73111512
0.17030961,0.02330050,1.37973893,0.37183964,1.70309615,0.23300495
0.19011232,0.08638883,1.51674235,0.99367189,1.90112317,0.86388832
0.22795157,0.10008801,1.56957793,1.16455460,2.27951570,1.00088006
0.27064105,0.06436483,1.51966870,0.87866938,2.70641048,0.64364835
0.29810470,-0.00411708,1.40331435,0.33014405,2.98104699,-0.04117084
0.29124742,-0.07665508,1.25577414,-0.21099091,2.91247416,-0.76655083
0.24026990,-0.12116616,1.11656487,-0.55652130,2.40269895,-1.21166164
0.15028473,-0.11218275,0.98337710,-0.75978518,1.50284734,-1.12182749
0.04189079,-0.03903218,0.61436820,-0.72182304,0.41890786,-0.39032180
-0.05394851,0.09040597,-0.67502648,0.98154247,-0.53948512,0.90405968
-0.10536658,0.25155708,-1.16402280,2.49715161,-1.05366578,2.51557077
-0.09040660,0.41000698,-1.01379430,4.09958506,-0.90406596,4.10006981
-0.00553425,0.53114655,-0.05087121,5.39043474,-0.05534252,5.31146548
0.13122624,0.58955620,1.24056888,5.76522160,1.31226239,5.89556199
0.28394921,0.57526958,2.20724463,5.82719040,2.83949214,5.75269581
0.40846253,0.49518844,2.19409275,5.38049173,4.08462533,4.95188444
0.46517941,0.36958650,2.05572486,4.27715206,4.65179405,3.69586502
0.43113739,0.22524718,1.85574996,2.86524820,4.31137391,2.25247184
0.30741012,0.08777075,1.59990430,1.30241966,3.07410118,0.87770745
0.11945602,-0.02436491,1.31122530,0.04472572,1.19456016,-0.24364914
-0.08981600,-0.10227588,-0.52091044,-0.07103682,-0.89815997,-1.02275880
-0.27217592,-0.14539598,-0.84960669,-0.41319931,-2.72175921,-1.45395976
-0.38766822,-0.15761415,-1.04491115,-0.25140485,-3.87668217,-1.57614149
-0.41550867,-0.14289249,-1.08468914,-0.19853190,-4.15508671,-1.42892495
-0.35902292,-0.10247010,-1.10975647,-0.15234302,-3.59022921,-1.02470102
-0.24330284,-0.03493449,-1.14836240,-0.03650236,-2.43302844,-0.34934486
-0.10657524,0.06090352,-1.04568923,0.67250210,-1.06575242,0.60903523
0.01178737,0.18172096,0.17237602,1.84963214,0.11787375,1.81720964
0.08275435,0.31613547,0.79770017,3.18499112,0.82754349,3.16135472
0.09511294,0.44393409,0.90661293,4.47773552,0.95112936,4.43934090
0.05689198,0.53911976,0.48522365,5.36415863,0.56891984,5.39119762
-0.00924872,0.57631046,-0.23975863,5.77958250,-0.09248722,5.76310462
-0.07470546,0.53857838,-0.91420394,5.35651970,-0.74705460,5.38578376
-0.11455705,0.42400152,-1.05286825,4.27218246,-1.14557047,4.24001520
-0.11493364,0.24837252,-0.94128144,2.50049806,-1.14933640,2.48372519
-0.07594911,0.04266277,-0.87631190,0.73460954,-0.75949106,0.42662765
-0.00970550,-0.15440218,-0.37147644,-0.96967739,-0.09705502,-1.54402181
0.06538902,-0.30655799,0.33625212,-1.10607636,0.65389023,-3.06557986
0.13157945,-0.38982223,0.47979987,-1.07276738,1.31579451,-3.89822227
0.17736939,-0.39872462,0.56804365,-1.06627285,1.77369394,-3.98724618
0.19989271,-0.34686231,0.66111517,-1.03401899,1.99892706,-3.46862310
0.20356594,-0.26156779,0.77029186,-0.96903825,2.03565938,-2.61567794
0.19602431,-0.17446491,0.90182197,-0.84819478,1.96024308,-1.74464911
0.18335871,-0.11109179,1.04836917,-0.63960296,1.83358709,-1.11091792
0.16684101,-0.08308335,1.11915946,-0.49905843,1.66841012,-0.83083346
0.14260611,-0.08550685,1.04600322,-0.64672524,1.42606112,-0.85506855
0.10444850,-0.10013971,0.89258122,-0.85614318,1.04448495,-1.00139713
0.04851020,-0.10340109,0.45851469,-1.05277562,0.48510196,-1.03401092
-0.02226454,-0.07603287,-0.41006011,-0.81834936,-0.22264536,-0.76032865
-0.09608580,-0.01104129,-0.94902831,-0.18741895,-0.96085797,-0.11041293
-0.15402098,0.08293574,-1.06610978,0.51608658,-1.54020982,0.82935738
-0.17533702,0.18401817,-1.24058318,1.92914653,-1.75337018,1.84018173
-0.14486817,0.26435318,-1.29657662,2.65685391,-1.44868168,2.64353184
-0.05980338,0.29965937,-0.69504911,3.04228091,-0.59803377,2.99659369
0.06678359,0.27765636,0.62709838,2.75229406,0.66783595,2.77656355
0.20740704,0.20242110,1.59299266,2.18670201,2.07407037,2.02421101
0.32674433,0.09318932,1.50223029,1.44562244,3.26744325,0.93189320
0.39160929,-0.02189869,1.31166780,0.47889149,3.91609287,-0.21898694
0.38129858,-0.11484233,1.13810611,-0.14831609,3.81298576,-1.14842328
0.29493619,-0.16642858,0.98563349,-0.52066946,2.94936194,-1.66428582
0.15322820,-0.17153720,0.77307624,-0.82634336,1.53228204,-1.71537197
-0.00626414,-0.13944531,-0.15516284,-0.94405901,-0.06264136,-1.39445306
-0.13916678,-0.08931893,-0.88264912,-0.43171939,-1.39166779,-0.89318931
-0.20674861,-0.04279180,-1.09543729,-0.12679979,-2.06748611,-0.42791804
-0.18705870,-0.01648651,-1.09454620,-0.03595799,-1.87058698,-0.16486515
-0.08137555,-0.01719479,-0.67470479,-0.54418457,-0.81375553,-0.17194788
0.08596054,-0.04128259,0.89378458,-0.60319835,0.85960536,-0.41282585
0.27421560,-0.07818146,1.19248009,-0.07813902,2.74215599,-0.78181465
0.43733497,-0.11623337,1.22995162,-0.07060856,4.37334965,-1.16233368
0.53605329,-0.14828615,1.23940027,-0.13333163,5.36053287,-1.48286148
0.54750154,-0.17462349,1.21997058,-0.24952042,5.47501536,-1.74623489
0.46971754,-0.20197741,1.14995980,-0.44631884,4.69717544,-2.01977412
0.32017869,-0.23905440,0.98102987,-0.74020058,3.20178689,-2.39054396
0.12935781,-0.29053960,0.49449927,-1.05894303,1.29357808,-2.90539600
-0.06827003,-0.35230695,-0.13020878,-1.00045812,-0.68270027,-3.52306950
-0.24281404,-0.41022380,-0.48995864,-0.85477471,-2.42814035,-4.10223798
-0.37467591,-0.44358855,-0.64622164,-0.76436657,-3.74675912,-4.43588550
-0.45616449,-0.43236982,-0.73652577,-0.68281114,-4.56164489,-4.32369819
-0.48933661,-0.36574107,-0.83905774,-0.56699860,-4.89336612,-3.65741066
-0.48163522,-0.24859740,-0.96139747,-0.39909133,-4.81635220,-2.48597401
-0.44143727,-0.10317177,-1.10106707,-0.14986598,-4.41437268,-1.03171775
-0.37531349,0.03554781,-1.24787962,0.49893183,-3.75313488,0.35547808
-0.28782009,0.12968582,-1.19811618,1.44724405,-2.87820087,1.29685816
-0.18341392,0.15066608,-1.17205918,1.59755731,-1.83413918,1.50666077
-0.06910857,0.08963431,-0.68619454,1.28142166,-0.69108572,0.89634310
0.04384536,-0.03768528,0.14140773,-0.86544031,0.43845360,-0.37685280
0.14054152,-0.19383823,0.72701317,-0.80081522,1.40541518,-1.93838226
0.20552977,-0.32980797,0.69751650,-0.97269994,2.05529766,-3.29807973
0.22754003,-0.39958549,0.66542226,-0.99705344,2.27540031,-3.99585490
0.20402696,-0.37456793,0.63548928,-1.03139687,2.04026964,-3.74567925
0.14356169,-0.25305310,0.65154433,-1.03646469,1.43561692,-2.53053104
0.06471643,-0.06154072,0.71662986,-0.80089802,0.64716433,-0.61540720
-0.00868825,0.15284258,-0.22144365,1.30007970,-0.08688249,1.52842585
-0.05471585,0.33656460,-0.59898585,3.34412384,-0.54715846,3.36564604
-0.06054049,0.44608809,-0.66254121,4.33494902,-0.60540492,4.46088088
-0.02722712,0.46118927,-0.29037696,4.50962782,-0.27227117,4.61189268
0.02981482,0.39087288,0.30166769,3.85476327,0.29814815,3.90872881
0.08519644,0.26994086,0.83799815,2.61040640,0.85196442,2.69940855
0.11157433,0.14730699,1.11373806,1.33450997,1.11574331,1.47306988
0.08883796,0.06983510,0.82335347,0.70874047,0.88837960,0.69835101
0.01142661,0.06692356,0.11980306,0.93937814,0.11426611,0.66923559
-0.10877088,0.14079205,-0.88445818,0.93637842,-1.08770882,1.40792047
-0.24510214,0.26554829,-1.09556484,3.09019637,-2.45102137,2.65548288
-0.36376831,0.39525823,-1.18073297,4.27329922,-3.63768313,3.95258232
-0.43406034,0.47836249,-1.21197188,5.18881655,-4.34060338,4.78362490
-0.43797745,0.47381484,-1.21457231,5.10852194,-4.37977451,4.73814843
-0.37612411,0.36388313,-1.18422139,3.96947074,-3.76124109,3.63883134
-0.26794141,0.15974572,-1.03865421,2.10192847,-2.67941411,1.59745716
-0.14613811,-0.10160308,-0.68376237,-0.84742314,-1.46138113,-1.01603076
-0.04704563,-0.36787180,-0.22130468,-1.07424712,-0.47045628,-3.67871804
0.00008384,-0.58592586,0.08517671,-1.13000393,0.00083836,-5.85925859
-0.01848994,-0.71568299,0.12644702,-1.14575613,-0.18489937,-7.15682995
-0.09738659,-0.73942523,0.02649152,-1.14271975,-0.97386590,-7.39425227
-0.21429723,-0.66419914,-0.20891289,-1.07302785,-2.14297233,-6.64199139
-0.33710078,-0.51727125,-0.50597030,-0.89547181,-3.37100782,-5.17271254
-0.43351417,-0.33671135,-0.81252509,-0.60275298,-4.33514169,-3.36711346
-0.48019526,-0.16042830,-1.04857683,-0.24175403,-4.80195259,-1.60428298
-0.46854670,-0.01705077,-1.24479651,0.27974528,-4.68546700,-0.17050772
-0.40566968,0.07897756,-1.20388210,1.23791957,-4.05669676,0.78977564
-0.31055567,0.12737819,-1.22286224,1.60294819,-3.10555668,1.27378188
-0.20712029,0.13805321,-1.19331312,1.55520570,-2.07120290,1.38053208
-0.11658048,0.12520849,-0.96837968,1.33023155,-1.16580482,1.25208494
-0.05169005,0.10189693,-0.53549272,1.29298246,-0.51690050,1.01896931
-0.01452460,0.07669054,-0.12641203,0.98931742,-0.14524599,0.76690539
0.00182777,0.05307261,-0.04833952,0.63792610,0.01827774,0.53072615
0.00867567,0.03099248,-0.03331066,0.35194263,0.08675670,0.30992480
0.01616165,0.00928833,-0.00592354,0.03805409,0.16161654,0.09288334
0.02884787,-0.01240489,0.20468327,-0.18236744,0.28847867,-0.12404892
0.04400832,-0.03312860,0.51391983,-0.34154451,0.44008324,-0.33128599
0.05310842,-0.05148189,0.70394415,-0.53202534,0.53108417,-0.51481893
0.04576293,-0.06717456,0.57898420,-0.75381821,0.45762932,-0.67174563
0.01458514,-0.08216428,0.10466838,-0.93979269,0.14585142,-0.82164282
-0.04093652,-0.10049841,-0.42700225,-0.84184575,-0.40936520,-1.00498406
-0.11300290,-0.12664316,-0.66854411,-0.67315054,-1.13002898,-1.26643159
-0.18708061,-0.16289627,-0.79198599,-0.61711824,-1.87080612,-1.62896270
-0.24599370,-0.20706905,-0.85012406,-0.60739458,-2.45993700,-2.07069048
-0.27516964,-0.25170388,-0.82393342,-0.65799564,-2.75169644,-2.51703882
-0.26730358,-0.28558736,-0.74782240,-0.75008130,-2.67303584,-2.85587363
-0.22492042,-0.29740059,-0.63443506,-0.85889214,-2.24920423,-2.97400592
-0.16001976,-0.28037644,-0.49241391,-0.96293914,-1.60019761,-2.80376444
-0.09092516,-0.23621522,-0.32931700,-1.04592490,-0.90925161,-2.36215223
-0.03731095,-0.17653618,-0.18950784,-1.08836019,-0.37310951,-1.76536179
-0.01488303,-0.12086485,-0.17523602,-1.07027078,-0.14883034,-1.20864847
-0.03121598,-0.09135495,-0.40534672,-0.96890843,-0.31215975,-0.91354949
-0.08383224,-0.10569727,-0.62146670,-0.81061751,-0.83832240,-1.05697270
-0.16092010,-0.17050493,-0.67041695,-0.76242232,-1.60920097,-1.70504935
-0.24435707,-0.27753969,-0.69605649,-0.73416477,-2.44357070,-2.77539691
-0.31414780,-0.40437403,-0.63356328,-0.79614216,-3.14147798,-4.04374028
-0.35312612,-0.51969049,-0.54996037,-0.87137359,-3.53126120,-5.19690487
-0.35082845,-0.59186077,-0.47692895,-0.92506450,-3.50828453,-5.91860769
-0.30574391,-0.59826133,-0.39407909,-0.97204089,-3.05743911,-5.98261333
-0.22556436,-0.53239766,-0.28776062,-1.02135694,-2.25564357,-5.32397658
-0.12547816,-0.40648954,-0.17551294,-1.05832314,-1.25478163,-4.06489536
-0.02489921,-0.24854897,0.05230904,-1.11670113,-0.24899211,-2.48548967
0.05672956,-0.09471681,0.59404260,-0.95880771,0.56729563,-0.94716815
0.10426778,0.02085811,1.20033824,0.10651564,1.04267785,0.20858106
0.11049493,0.07551901,1.16678441,0.66053605,1.10494925,0.75519006
0.07821090,0.06409551,0.75217193,0.72425109,0.78210904,0.64095507
0.02020443,-0.00037413,0.11979233,0.20274362,0.20204425,-0.00374134
-0.04317219,-0.09128859,-0.33623931,-0.91702384,-0.43172185,-0.91288585
-0.08857405,-0.17691940,-0.40265816,-0.94118714,-0.88574049,-1.76919396
-0.09555171,-0.22992755,-0.33203503,-0.97138810,-0.95551712,-2.29927551
-0.05242340,-0.23501254,-0.13891171,-1.06931090,-0.52423399,-2.35012543
0.03944424,-0.19245234,0.32118031,-1.10798717,0.39444245,-1.92452343
0.16435540,-0.11668315,1.01518130,-0.67187554,1.64355397,-1.16683148
0.29478811,-0.03066654,1.35518587,0.17829120,2.94788113,-0.30666538
0.39748582,0.04192643,1.53472757,0.87363571,3.97485819,0.41926429
0.44185689,0.08411866,1.64175618,1.31057680,4.41856887,0.84118656
0.40854545,0.09031831,1.65755701,1.30554461,4.08545454,0.90318311
0.29572283,0.06701307,1.57355297,0.82638270,2.95722834,0.67013071
0.12105694,0.02954600,1.36376011,0.34661144,1.21056935,0.29546002
-0.08159245,-0.00369858,-0.85186899,-0.04284858,-0.81592449,-0.03698575
-0.27020497,-0.01763235,-1.03376985,-0.02165873,-2.70204971,-0.17632350
-0.40534249,-0.00523443,-1.17233288,0.05024978,-4.05342494,-0.05234431
-0.46062788,0.03067965,-1.20591474,0.18439096,-4.60627882,0.30679654
