I_in,Q_in,I_out,Q_out,I_out_ideal,Q_out_ideal
-0.05515263,-0.15901949,-0.30916569,-1.03239095,-0.55152629,-1.59019486
-0.01899111,-0.03435046,-0.36570424,-0.77194178,-0.18991115,-0.34350458
0.01550690,0.10234052,0.30653080,1.21927178,0.15506905,1.02340519
0.05432215,0.21374689,0.63491839,2.13242269,0.54322149,2.13746895
0.09863059,0.26890830,1.04186797,2.65495586,0.98630586,2.68908296
0.14215757,0.25265538,1.50554478,2.66474342,1.42157571,2.52655379
0.17180607,0.17034170,1.70754468,1.72098219,1.71806074,1.70341695
0.17155312,0.04634633,1.51408076,0.56975639,1.71553121,0.46346327
0.12836878,-0.08325413,1.00112379,-0.69165206,1.28368777,-0.83254131
0.03809717,-0.18161920,0.29940355,-1.04656208,0.38097174,-1.81619195
-0.09086046,-0.22230520,-0.31308275,-0.92385870,-0.90860456,-2.22305197
-0.23756580,-0.19717683,-0.78324103,-0.61517882,-2.37565802,-1.97176830
-0.37258391,-0.11860097,-1.08060658,-0.19352052,-3.72583911,-1.18600973
-0.46504415,-0.01525816,-1.21218908,0.16317779,-4.65044152,-0.15258161
-0.49071724,0.07706718,-1.14749432,1.13224530,-4.90717242,0.77067182
-0.43874251,0.12676470,-1.17326987,1.56360412,-4.38742511,1.26764703
-0.31503003,0.11615377,-1.14351583,1.42104626,-3.15030035,1.16153767
-0.14136187,0.04665383,-0.97178602,0.29220173,-1.41361868,0.46653833
0.04951237,-0.06217467,0.11355922,-0.97577459,0.49512366,-0.62174670
0.22135958,-0.17925721,0.84212440,-0.65457284,2.21359575,-1.79257205
0.34245565,-0.27201143,0.91658866,-0.72444499,3.42455654,-2.72011425
0.39202247,-0.31640337,0.91676730,-0.76443946,3.92022475,-3.16403368
0.36365167,-0.30380693,0.92140353,-0.78890014,3.63651667,-3.03806935
0.26522004,-0.24258365,0.90842563,-0.82599586,2.65220040,-2.42583654
0.11578700,-0.15413310,0.71701211,-0.98060793,1.15787002,-1.54133096
-0.05933232,-0.06503087,-0.58532906,-0.57003385,-0.59332322,-0.65030869
-0.23387903,0.00187072,-1.19960523,0.14846784,-2.33879030,0.01870717
-0.38512095,0.03427812,-1.13140035,0.21329388,-3.85120949,0.34278125
-0.49677171,0.03299165,-1.15711439,0.19679892,-4.96771712,0.32991653
-0.56023440,0.00953321,-1.20465100,0.18302050,-5.60234405,0.09533215
-0.57448397,-0.01993897,-1.20833814,0.12533954,-5.74483974,-0.19938969
-0.54507335,-0.04191212,-1.21162164,0.09225474,-5.45073350,-0.41912124
-0.48266400,-0.05111089,-1.21038735,0.05941348,-4.82663996,-0.51110890
-0.40126453,-0.05222421,-1.20345354,0.01209715,-4.01264528,-0.52224211
-0.31617684,-0.05711784,-1.17819285,-0.08513846,-3.16176842,-0.57117844
-0.24162625,-0.07865918,-1.10501492,-0.27678448,-2.41626251,-0.78659180
-0.18822067,-0.12364606,-0.94448978,-0.54895359,-1.88220666,-1.23646057
-0.16066100,-0.18776779,-0.73298752,-0.78528237,-1.60660996,-1.87767794
-0.15635099,-0.25485187,-0.58732551,-0.90338218,-1.56350986,-2.54851874
-0.16556697,-0.30108768,-0.53563863,-0.92922008,-1.65566972,-3.01087678
-0.17355988,-0.30302577,-0.51220673,-0.93093449,-1.73559879,-3.03025771
-0.16441373,-0.24662060,-0.56458944,-0.88157487,-1.64413734,-2.46620602
-0.12584484,-0.13399610,-0.71670514,-0.74605274,-1.25844836,-1.33996099
-0.05363294,0.01477872,-0.80289048,-0.02949831,-0.53632938,0.14778725
0.04574856,0.16598621,0.55322146,1.71810901,0.45748557,1.65986213
0.15538224,0.28160478,1.47268069,2.86689281,1.55382245,2.81604776
0.25133917,0.33083374,1.98312962,3.48538089,2.51339172,3.30833737
0.30861969,0.30001355,1.97322595,3.19719148,3.08619692,3.00013545
0.30806626,0.19752484,1.84466684,2.29567933,3.08066261,1.97524838
0.24227019,0.05181698,1.58953190,0.78535330,2.42270195,0.51816975
0.11865581,-0.09702611,0.94427800,-0.71638161,1.18655815,-0.97026110
-0.04132376,-0.20958967,-0.02739892,-0.72193545,-0.41323756,-2.09589667
-0.20682044,-0.25934861,-0.53042209,-0.77063382,-2.06820438,-2.59348610
-0.34484968,-0.24080006,-0.82197243,-0.51456159,-3.44849684,-2.40800064
-0.42817167,-0.17079982,-1.01769292,-0.25991201,-4.28171669,-1.70799822
-0.44160862,-0.08261782,-1.13834858,-0.02580889,-4.41608623,-0.82617823
-0.38510209,-0.01463540,-1.15099990,0.12045161,-3.85102087,-0.14635397
-0.27281716,0.00261174,-1.11403561,0.08542953,-2.72817158,0.02611740
-0.12878563,-0.04321241,-0.83974457,-0.51647216,-1.28785632,-0.43212415
0.01944129,-0.14188861,-0.04215937,-1.10658514,0.19441290,-1.41888615
0.14719666,-0.26369653,0.59418100,-0.96309447,1.47196665,-2.63696526
0.23740181,-0.36885107,0.66443139,-0.97426569,2.37401808,-3.68851071
0.28253697,-0.42021723,0.67129833,-0.99526685,2.82536973,-4.20217226
0.28383138,-0.39517172,0.69915712,-0.99138242,2.83831381,-3.95171725
0.24851704,-0.29282541,0.77319086,-0.94604886,2.48517037,-2.92825409
0.18648196,-0.13439755,0.94446254,-0.76699525,1.86481961,-1.34397548
0.10760530,0.04320696,1.14643335,0.41071919,1.07605296,0.43206961
0.02052487,0.19839013,0.18354420,1.94782174,0.20524866,1.98390125
-0.06717870,0.29681872,-0.69826210,2.90365100,-0.67178697,2.96818721
-0.14807350,0.32059259,-1.16848397,3.15265751,-1.48073503,3.20592592
-0.21424380,0.27194649,-1.15530813,2.72379851,-2.14243799,2.71946486
-0.25775012,0.17070565,-1.06921923,1.72866523,-2.57750115,1.70705655
-0.27240498,0.04676427,-1.19051611,0.34256437,-2.72404984,0.46764272
-0.25633612,-0.06963265,-1.08325589,-0.24312976,-2.56336119,-0.69632649
-0.21422892,-0.15652402,-0.91295874,-0.63034272,-2.14228918,-1.56524024
-0.15800306,-0.20512681,-0.67508835,-0.87652481,-1.58003062,-2.05126807
-0.10508767,-0.21979875,-0.47243392,-1.00284481,-1.05087666,-2.19798752
-0.07430170,-0.21363996,-0.33141741,-1.04926610,-0.74301700,-2.13639957
-0.08032184,-0.20173845,-0.35977921,-1.01856017,-0.80321840,-2.01738453
-0.12845079,-0.19470294,-0.53929174,-0.88398111,-1.28450788,-1.94702937
-0.21157096,-0.19479782,-0.78753835,-0.66495997,-2.11570964,-1.94797817
-0.31065581,-0.19587954,-0.95912063,-0.45842257,-3.10655811,-1.95879541
-0.39913695,-0.18687020,-1.04915047,-0.31586391,-3.99136948,-1.86870199
-0.45013192,-0.15723123,-1.11181128,-0.20478544,-4.50131922,-1.57231231
-0.44447202,-0.10225415,-1.16602504,-0.08894342,-4.44472025,-1.02254152
-0.37702763,-0.02615671,-1.21451235,0.08448670,-3.77027635,-0.26156706
-0.25920701,0.05814774,-1.19289732,0.44594428,-2.59207012,0.58147736
-0.11662103,0.13250488,-1.18322480,1.43874204,-1.16621035,1.32504885
0.01758369,0.17896123,0.19852148,1.63647187,0.17583690,1.78961235
0.11181413,0.18531254,1.09082866,1.93778944,1.11814129,1.85312542
0.14480879,0.14891955,1.42946577,1.44163477,1.44808787,1.48919546
0.11142190,0.07761491,1.13636303,0.77140105,1.11421895,0.77614906
0.02365973,-0.01246236,0.66086078,-0.33218622,0.23659726,-0.12462361
-0.09327824,-0.10128101,-0.56289655,-0.29866177,-0.93278239,-1.01281006
-0.20861495,-0.17012567,-0.84804642,-0.63847709,-2.08614945,-1.70125672
-0.29479639,-0.20604699,-0.92395514,-0.59128034,-2.94796388,-2.06046987
-0.33470243,-0.20440967,-0.97681248,-0.50975829,-3.34702431,-2.04409671
-0.32511455,-0.16910704,-1.01086175,-0.44051999,-3.25114552,-1.69107036
-0.27560942,-0.11074476,-1.04845071,-0.35475045,-2.75609420,-1.10744756
-0.20360611,-0.04360297,-1.11343718,-0.18753576,-2.03606114,-0.43602972
-0.12754938,0.01766517,-1.05086958,0.07136876,-1.27549383,0.17665168
-0.06073315,0.06082365,-1.02535164,0.79740274,-0.60733146,0.60823650
-0.00789202,0.07792575,0.11495514,1.18299544,-0.07892019,0.77925754
0.03443134,0.06622351,0.52252364,0.94821870,0.34431343,0.66223509
0.07418137,0.02827822,0.90751690,0.27629519,0.74181375,0.28278216
0.11842803,-0.02855214,1.10173607,-0.30321980,1.18428033,-0.28552136
0.16861750,-0.09318813,1.05029225,-0.46721253,1.68617498,-0.93188127
0.21842860,-0.15251341,1.01826322,-0.58012909,2.18428596,-1.52513414
0.25519668,-0.19368786,1.01437283,-0.62947744,2.55196677,-1.93687860
0.26446438,-0.20690212,1.01962137,-0.65479428,2.64464384,-2.06902117
0.23596904,-0.18806928,1.02274108,-0.67331219,2.35969040,-1.88069281
0.16874949,-0.14068098,0.98472387,-0.73237133,1.68749490,-1.40680979
0.07329503,-0.07601548,0.77057439,-0.74807054,0.73295032,-0.76015481
-0.03030823,-0.01118500,-0.64349985,-0.20547384,-0.30308227,-0.11185003
-0.11782114,0.03487815,-0.96082413,0.14579570,-1.17821137,0.34878154
-0.16812303,0.04664872,-1.09098160,0.64122230,-1.68123035,0.46648717
-0.16980799,0.01699279,-1.17128146,0.11240732,-1.69807989,0.16992785
-0.12475917,-0.04974243,-0.94811970,-0.47083536,-1.24759166,-0.49742430
-0.04737267,-0.13781528,-0.43609616,-1.01165366,-0.47372668,-1.37815283
0.04037052,-0.22374393,0.18939894,-1.11369801,0.40370524,-2.23743927
0.11629529,-0.28276079,0.50272167,-1.04219806,1.16295290,-2.82760788
0.16528719,-0.29626172,0.63529468,-0.99774879,1.65287192,-2.96261717
0.18382891,-0.25791576,0.73125261,-0.94797927,1.83828909,-2.57915756
0.18019198,-0.17632685,0.86408925,-0.84100282,1.80191978,-1.76326854
0.17022599,-0.07311151,1.10128105,-0.44481391,1.70225991,-0.73111512
0.17030961,0.02330050,1.36954403,0.37698728,1.70309615,0.23300495
0.19011232,0.08638883,1.53551280,1.10653424,1.90112317,0.86388832
0.22795157,0.10008801,1.57934475,1.27277350,2.27951570,1.00088006
0.27064105,0.06436483,1.52011478,0.94872665,2.70641048,0.64364835
0.29810470,-0.00411708,1.41111398,0.41809312,2.98104699,-0.04117084
0.29124742,-0.07665508,1.25868154,-0.15836576,2.91247416,-0.76655083
0.24026990,-0.12116616,1.11908686,-0.51558226,2.40269895,-1.21166164
0.15028473,-0.11218275,0.95825958,-0.75151271,1.50284734,-1.12182749
0.04189079,-0.03903218,0.67840475,-0.45720068,0.41890786,-0.39032180
-0.05394851,0.09040597,-0.91614616,0.95195854,-0.53948512,0.90405968
-0.10536658,0.25155708,-0.97741085,2.32840014,-1.05366578,2.51557077
-0.09040660,0.41000698,-0.91040695,4.22979546,-0.90406596,4.10006981
-0.00553425,0.53114655,-0.03602637,5.27345514,-0.05534252,5.31146548
0.13122624,0.58955620,1.35481787,5.93559313,1.31226239,5.89556199
0.28394921,0.57526958,2.29787683,5.97356081,2.83949214,5.75269581
0.40846253,0.49518844,2.20504427,5.06059742,4.08462533,4.95188444
0.46517941,0.36958650,2.05455589,4.05235720,4.65179405,3.69586502
0.43113739,0.22524718,1.82729435,2.66320109,4.31137391,2.25247184
0.30741012,0.08777075,1.54827905,1.17621493,3.07410118,0.87770745
0.11945602,-0.02436491,1.19884634,-0.12231508,1.19456016,-0.24364914
-0.08981600,-0.10227588,-0.59496027,-0.34633908,-0.89815997,-1.02275880
-0.27217592,-0.14539598,-1.02905858,-0.33978221,-2.72175921,-1.45395976
-0.38766822,-0.15761415,-1.07314837,-0.27439916,-3.87668217,-1.57614149
-0.41550867,-0.14289249,-1.12067318,-0.22585770,-4.15508671,-1.42892495
-0.35902292,-0.10247010,-1.14719450,-0.19380704,-3.59022921,-1.02470102
-0.24330284,-0.03493449,-1.17093778,-0.08972222,-2.43302844,-0.34934486
-0.10657524,0.06090352,-1.14674366,0.65802747,-1.06575242,0.60903523
0.01178737,0.18172096,0.12916824,1.64499938,0.11787375,1.81720964
0.08275435,0.31613547,0.75946379,3.29072118,0.82754349,3.16135472
0.09511294,0.44393409,0.86467606,4.57288074,0.95112936,4.43934090
0.05689198,0.53911976,0.48806739,5.42431593,0.56891984,5.39119762
-0.00924872,0.57631046,-0.09158318,5.78909874,-0.09248722,5.76310462
-0.07470546,0.53857838,-0.82684624,5.47779799,-0.74705460,5.38578376
-0.11455705,0.42400152,-1.15949607,4.22824192,-1.14557047,4.24001520
-0.11493364,0.24837252,-1.08890653,2.52250004,-1.14933640,2.48372519
-0.07594911,0.04266277,-0.90854222,0.75242734,-0.75949106,0.42662765
-0.00970550,-0.15440218,-0.27789974,-1.02261686,-0.09705502,-1.54402181
0.06538902,-0.30655799,0.18779828,-1.10963881,0.65389023,-3.06557986
0.13157945,-0.38982223,0.45123988,-1.08443248,1.31579451,-3.89822227
0.17736939,-0.39872462,0.59877950,-1.05280340,1.77369394,-3.98724618
0.19989271,-0.34686231,0.69433552,-1.01391125,1.99892706,-3.46862310
0.20356594,-0.26156779,0.80591214,-0.93938011,2.03565938,-2.61567794
0.19602431,-0.17446491,0.93697393,-0.80540591,1.96024308,-1.74464911
0.18335871,-0.11109179,1.05273664,-0.62518656,1.83358709,-1.11091792
0.16684101,-0.08308335,1.10296726,-0.49866655,1.66841012,-0.83083346
0.14260611,-0.08550685,1.02833450,-0.60216999,1.42606112,-0.85506855
0.10444850,-0.10013971,0.82034755,-0.81148189,1.04448495,-1.00139713
0.04851020,-0.10340109,0.44260043,-0.90692544,0.48510196,-1.03401092
-0.02226454,-0.07603287,-0.28486887,-0.62678355,-0.22264536,-0.76032865
-0.09608580,-0.01104129,-1.09073138,-0.28715235,-0.96085797,-0.11041293
-0.15402098,0.08293574,-1.14505136,0.90933657,-1.54020982,0.82935738
-0.17533702,0.18401817,-1.23476887,1.90696502,-1.75337018,1.84018173
-0.14486817,0.26435318,-1.29034173,2.65041852,-1.44868168,2.64353184
-0.05980338,0.29965937,-0.61716348,3.01756406,-0.59803377,2.99659369
0.06678359,0.27765636,0.58501351,2.90184665,0.66783595,2.77656355
0.20740704,0.20242110,1.63213611,2.33024669,2.07407037,2.02421101
0.32674433,0.09318932,1.48344529,1.40663195,3.26744325,0.93189320
0.39160929,-0.02189869,1.30886054,0.50647962,3.91609287,-0.21898694
0.38129858,-0.11484233,1.12548113,-0.20387450,3.81298576,-1.14842328
0.29493619,-0.16642858,0.98628360,-0.55518842,2.94936194,-1.66428582
0.15322820,-0.17153720,0.76362175,-0.85589671,1.53228204,-1.71537197
-0.00626414,-0.13944531,-0.08995657,-0.91470039,-0.06264136,-1.39445306
-0.13916678,-0.08931893,-0.82904005,-0.50516671,-1.39166779,-0.89318931
-0.20674861,-0.04279180,-1.14277971,-0.06079519,-2.06748611,-0.42791804
-0.18705870,-0.01648651,-1.09439468,-0.05064759,-1.87058698,-0.16486515
-0.08137555,-0.01719479,-0.73139483,-0.45333371,-0.81375553,-0.17194788
0.08596054,-0.04128259,0.80881459,-0.65138358,0.85960536,-0.41282585
0.27421560,-0.07818146,1.15462387,-0.08005244,2.74215599,-0.78181465
0.43733497,-0.11623337,1.21546388,-0.04676185,4.37334965,-1.16233368
0.53605329,-0.14828615,1.24961174,-0.07151332,5.36053287,-1.48286148
0.54750154,-0.17462349,1.23568249,-0.20024519,5.47501536,-1.74623489
0.46971754,-0.20197741,1.15491474,-0.44241613,4.69717544,-2.01977412
0.32017869,-0.23905440,0.99956274,-0.71637118,3.20178689,-2.39054396
0.12935781,-0.29053960,0.54744738,-1.03741062,1.29357808,-2.90539600
-0.06827003,-0.35230695,-0.09735814,-1.00159717,-0.68270027,-3.52306950
-0.24281404,-0.41022380,-0.50436664,-0.83176821,-2.42814035,-4.10223798
-0.37467591,-0.44358855,-0.64512002,-0.75810355,-3.74675912,-4.43588550
-0.45616449,-0.43236982,-0.76034778,-0.65264803,-4.56164489,-4.32369819
-0.48933661,-0.36574107,-0.87081558,-0.53059894,-4.89336612,-3.65741066
-0.48163522,-0.24859740,-0.98606974,-0.36531213,-4.81635220,-2.48597401
-0.44143727,-0.10317177,-1.13616633,-0.07879968,-4.41437268,-1.03171775
-0.37531349,0.03554781,-1.18240416,0.34541509,-3.75313488,0.35547808
-0.28782009,0.12968582,-1.18709159,1.45004427,-2.87820087,1.29685816
-0.18341392,0.15066608,-1.17639720,1.63038933,-1.83413918,1.50666077
-0.06910857,0.08963431,-0.84738094,1.14642930,-0.69108572,0.89634310
0.04384536,-0.03768528,-0.02773232,-0.99088371,0.43845360,-0.37685280
0.14054152,-0.19383823,0.75700194,-0.84768224,1.40541518,-1.93838226
0.20552977,-0.32980797,0.69685531,-0.98910183,2.05529766,-3.29807973
0.22754003,-0.39958549,0.66031170,-1.01266670,2.27540031,-3.99585490
0.20402696,-0.37456793,0.65171409,-1.03422439,2.04026964,-3.74567925
0.14356169,-0.25305310,0.66082233,-1.04244542,1.43561692,-2.53053104
0.06471643,-0.06154072,0.75580043,-0.67465734,0.64716433,-0.61540720
-0.00868825,0.15284258,-0.12017009,1.51714945,-0.08688249,1.52842585
-0.05471585,0.33656460,-0.46520981,3.27057910,-0.54715846,3.36564604
-0.06054049,0.44608809,-0.53506792,4.43524265,-0.60540492,4.46088088
-0.02722712,0.46118927,-0.19502290,4.50023651,-0.27227117,4.61189268
0.02981482,0.39087288,0.33152619,3.90602946,0.29814815,3.90872881
0.08519644,0.26994086,0.84830397,2.63121009,0.85196442,2.69940855
0.11157433,0.14730699,1.13923120,1.42771924,1.11574331,1.47306988
0.08883796,0.06983510,0.95266539,0.77054638,0.88837960,0.69835101
0.01142661,0.06692356,0.34633625,1.05668402,0.11426611,0.66923559
-0.10877088,0.14079205,-0.98748922,1.33118653,-1.08770882,1.40792047
-0.24510214,0.26554829,-1.09043288,2.71708727,-2.45102137,2.65548288
-0.36376831,0.39525823,-1.14887607,4.08324575,-3.63768313,3.95258232
-0.43406034,0.47836249,-1.17902267,4.87839031,-4.34060338,4.78362490
-0.43797745,0.47381484,-1.18290627,4.83930779,-4.37977451,4.73814843
-0.37612411,0.36388313,-1.15628159,3.75592995,-3.76124109,3.63883134
-0.26794141,0.15974572,-1.02778411,1.76284957,-2.67941411,1.59745716
-0.14613811,-0.10160308,-0.56171393,-0.96999758,-1.46138113,-1.01603076
-0.04704563,-0.36787180,-0.20886505,-1.13449061,-0.47045628,-3.67871804
0.00008384,-0.58592586,0.09249950,-1.19688046,0.00083836,-5.85925859
-0.01848994,-0.71568299,0.15076208,-1.18295944,-0.18489937,-7.15682995
-0.09738659,-0.73942523,0.06834818,-1.16645503,-0.97386590,-7.39425227
-0.21429723,-0.66419914,-0.10721411,-1.11735380,-2.14297233,-6.64199139
-0.33710078,-0.51727125,-0.45625311,-0.93397814,-3.37100782,-5.17271254
-0.43351417,-0.33671135,-0.83069646,-0.59318924,-4.33514169,-3.36711346
-0.48019526,-0.16042830,-1.11662579,-0.16438079,-4.80195259,-1.60428298
-0.46854670,-0.01705077,-1.19785678,0.18485183,-4.68546700,-0.17050772
-0.40566968,0.07897756,-1.22063017,1.13710678,-4.05669676,0.78977564
-0.31055567,0.12737819,-1.23472226,1.59168768,-3.10555668,1.27378188
-0.20712029,0.13805321,-1.21714318,1.61218500,-2.07120290,1.38053208
-0.11658048,0.12520849,-1.15552509,1.34021306,-1.16580482,1.25208494
-0.05169005,0.10189693,-0.69162041,1.34457290,-0.51690050,1.01896931
-0.01452460,0.07669054,-0.05374574,1.22893476,-0.14524599,0.76690539
0.00182777,0.05307261,0.15566759,1.15148628,0.01827774,0.53072615
0.00867567,0.03099248,0.33615285,1.01279104,0.08675670,0.30992480
0.01616165,0.00928833,0.38183093,0.58744478,0.16161654,0.09288334
0.02884787,-0.01240489,0.29560506,-0.68183059,0.28847867,-0.12404892
0.04400832,-0.03312860,0.64520246,-0.62798536,0.44008324,-0.33128599
0.05310842,-0.05148189,0.62673491,-0.82652521,0.53108417,-0.51481893
0.04576293,-0.06717456,0.43596703,-0.90079057,0.45762932,-0.67174563
0.01458514,-0.08216428,0.04603426,-0.99509734,0.14585142,-0.82164282
-0.04093652,-0.10049841,-0.46614105,-0.93564081,-0.40936520,-1.00498406
-0.11300290,-0.12664316,-0.61026061,-0.80090773,-1.13002898,-1.26643159
-0.18708061,-0.16289627,-0.72696579,-0.72115475,-1.87080612,-1.62896270
-0.24599370,-0.20706905,-0.79789102,-0.65941495,-2.45993700,-2.07069048
-0.27516964,-0.25170388,-0.76739055,-0.68483001,-2.75169644,-2.51703882
-0.26730358,-0.28558736,-0.69220370,-0.75257576,-2.67303584,-2.85587363
-0.22492042,-0.29740059,-0.59453148,-0.83688009,-2.24920423,-2.97400592
-0.16001976,-0.28037644,-0.46297029,-0.92982590,-1.60019761,-2.80376444
-0.09092516,-0.23621522,-0.28802848,-1.02050972,-0.90925161,-2.36215223
-0.03731095,-0.17653618,-0.12331441,-1.08219242,-0.37310951,-1.76536179
-0.01488303,-0.12086485,-0.06202613,-1.09169936,-0.14883034,-1.20864847
-0.03121598,-0.09135495,-0.30438071,-0.95341939,-0.31215975,-0.91354949
-0.08383224,-0.10569727,-0.59022820,-0.78775990,-0.83832240,-1.05697270
-0.16092010,-0.17050493,-0.71592361,-0.71629310,-1.60920097,-1.70504935
-0.24435707,-0.27753969,-0.68711466,-0.75170773,-2.44357070,-2.77539691
-0.31414780,-0.40437403,-0.61032075,-0.81955451,-3.14147798,-4.04374028
-0.35312612,-0.51969049,-0.52740681,-0.88745117,-3.53126120,-5.19690487
-0.35082845,-0.59186077,-0.45593825,-0.93430847,-3.50828453,-5.91860769
-0.30574391,-0.59826133,-0.37739289,-0.97541720,-3.05743911,-5.98261333
-0.22556436,-0.53239766,-0.26233083,-1.03081787,-2.25564357,-5.32397658
-0.12547816,-0.40648954,-0.14397281,-1.07197404,-1.25478163,-4.06489536
-0.02489921,-0.24854897,0.06267106,-1.12054336,-0.24899211,-2.48548967
0.05672956,-0.09471681,0.56247687,-0.98356783,0.56729563,-0.94716815
0.10426778,0.02085811,1.21121371,0.24877425,1.04267785,0.20858106
0.11049493,0.07551901,1.16784620,0.76583570,1.10494925,0.75519006
0.07821090,0.06409551,0.74633759,0.76241928,0.78210904,0.64095507
0.02020443,-0.00037413,0.99006742,-0.75592262,0.20204425,-0.00374134
-0.04317219,-0.09128859,-0.42442271,-0.61928928,-0.43172185,-0.91288585
-0.08857405,-0.17691940,-0.45664161,-0.90332633,-0.88574049,-1.76919396
-0.09555171,-0.22992755,-0.35379827,-0.99167550,-0.95551712,-2.29927551
-0.05242340,-0.23501254,-0.14880688,-1.07993793,-0.52423399,-2.35012543
0.03944424,-0.19245234,0.33124995,-1.12078190,0.39444245,-1.92452343
0.16435540,-0.11668315,0.97381455,-0.68197989,1.64355397,-1.16683148
0.29478811,-0.03066654,1.33846474,0.26761103,2.94788113,-0.30666538
0.39748582,0.04192643,1.51857245,0.99055898,3.97485819,0.41926429
0.44185689,0.08411866,1.62487781,1.44254780,4.41856887,0.84118656
0.40854545,0.09031831,1.63405180,1.42126358,4.08545454,0.90318311
0.29572283,0.06701307,1.54629874,0.94642442,2.95722834,0.67013071
0.12105694,0.02954600,1.33354688,0.16235226,1.21056935,0.29546002
-0.08159245,-0.00369858,-0.80373806,0.09626802,-0.81592449,-0.03698575
-0.27020497,-0.01763235,-1.14799011,-0.02329000,-2.70204971,-0.17632350
-0.40534249,-0.00523443,-1.22291112,0.15760010,-4.05342494,-0.05234431
-0.46062788,0.03067965,-1.20271444,0.21567851,-4.60627882,0.30679654
