I_in,Q_in,I_out,Q_out,I_out_actual,Q_out_actual
0.25592939,-0.13241285,0.23275498,-0.08609194,0.30087422,-0.09107503
0.24845885,-0.23015072,0.24687608,-0.19140530,0.30445401,-0.20396326
0.23476104,-0.26719477,0.23664609,-0.23198640,0.29141536,-0.26236088
0.20203028,-0.24169690,0.19057752,-0.18488123,0.26702642,-0.23321991
0.14204496,-0.16833321,0.12209223,-0.10185581,0.20353676,-0.14505451
0.05580762,-0.07457935,0.02651166,-0.04162580,0.09912282,-0.04465601
-0.04481692,0.00633526,-0.13726199,0.06347874,-0.02604500,0.03099481
-0.13934033,0.04405585,-0.22041838,0.11787944,-0.14072812,0.05303975
-0.20430137,0.01914954,-0.27984470,0.11672020,-0.22373102,0.01385261
-0.22062204,-0.07148850,-0.33317444,0.05922023,-0.24889070,-0.09847834
-0.18026532,-0.21331134,-0.32377863,-0.07657906,-0.20629617,-0.25902250
-0.08990021,-0.37732340,-0.28659052,-0.24476194,-0.10852482,-0.45346387
0.02981639,-0.52711303,-0.18573859,-0.42942715,-0.01096153,-0.62515743
0.14932331,-0.62800768,0.00698671,-0.56891268,0.08164818,-0.74647100
0.23814736,-0.65603139,0.13630261,-0.62530965,0.15550734,-0.78465751
0.27336530,-0.60430570,0.19325873,-0.59387887,0.21860802,-0.74131708
0.24591339,-0.48511697,0.18684269,-0.50167459,0.25802242,-0.61166134
0.16280364,-0.32695923,0.08508706,-0.29066437,0.23570696,-0.40807364
0.04462620,-0.16719317,0.01807769,-0.12261164,0.13445857,-0.21137034
-0.08076937,-0.04218850,-0.11644982,-0.01643363,-0.02161346,-0.07309779
-0.18632430,0.02240997,-0.21242592,0.04986367,-0.16254357,-0.00261206
-0.25298075,0.01858033,-0.26834863,0.05625811,-0.26069093,-0.01359949
-0.27386209,-0.04202907,-0.29075307,-0.02105451,-0.29956186,-0.08993246
-0.25433232,-0.13160654,-0.28203249,-0.11704024,-0.28686146,-0.18498171
-0.20826767,-0.21436172,-0.25549585,-0.18511771,-0.23709911,-0.28884034
-0.15212670,-0.25711654,-0.17406265,-0.20661718,-0.17143419,-0.33663572
-0.09906057,-0.23924727,-0.07053478,-0.19087094,-0.10242386,-0.31516531
-0.05515263,-0.15901949,-0.03498379,-0.13440044,-0.03786426,-0.21678289
-0.01899111,-0.03435046,-0.02104920,-0.02154310,-0.00883367,-0.06996417
0.01550690,0.10234052,-0.01615640,0.11225931,0.01871168,0.09512603
0.05432215,0.21374689,0.01715812,0.22027808,0.04739358,0.23449765
0.09863059,0.26890830,0.08790588,0.26762909,0.09489890,0.31021947
0.14215757,0.25265538,0.13516796,0.23842929,0.13554852,0.30229500
0.17180607,0.17034170,0.16401452,0.15850432,0.16343701,0.21292414
0.17155312,0.04634633,0.17481145,0.06668612,0.15745042,0.07548343
0.12836878,-0.08325413,0.12421805,-0.03899154,0.12646415,-0.07075146
0.03809717,-0.18161920,0.03453082,-0.10938299,0.03534848,-0.19934680
-0.09086046,-0.22230520,-0.11222313,-0.16693652,-0.10295866,-0.25550627
-0.23756580,-0.19717683,-0.26087913,-0.18728767,-0.27015721,-0.24138983
-0.37258391,-0.11860097,-0.38053495,-0.12869209,-0.42746532,-0.14908361
-0.46504415,-0.01525816,-0.47640291,0.00964001,-0.53138466,-0.01550600
-0.49071724,0.07706718,-0.48475069,0.10613170,-0.56122328,0.09828393
-0.43874251,0.12676470,-0.43827093,0.14422913,-0.50749435,0.14803115
-0.31503003,0.11615377,-0.31892312,0.10479188,-0.38429165,0.10772663
-0.14136187,0.04665383,-0.15205058,0.03069144,-0.19075370,0.00981099
0.04951237,-0.06217467,0.08170773,-0.06514536,0.03629100,-0.09879368
0.22135958,-0.17925721,0.21743111,-0.11978064,0.22995348,-0.21717984
0.34245565,-0.27201143,0.32962781,-0.26746804,0.37110794,-0.33371879
0.39202247,-0.31640337,0.36498916,-0.32769346,0.42178596,-0.39395597
0.36365167,-0.30380693,0.32587916,-0.32601774,0.40194913,-0.37193358
0.26522004,-0.24258365,0.25611433,-0.23689955,0.32613997,-0.28041304
0.11578700,-0.15413310,0.11031394,-0.14045179,0.17813042,-0.15324507
-0.05933232,-0.06503087,-0.05318864,-0.07649554,-0.02163434,-0.06112920
-0.23387903,0.00187072,-0.23778416,0.00377586,-0.22390809,-0.00510087
-0.38512095,0.03427812,-0.39525235,0.05225703,-0.41037582,0.02776985
-0.49677171,0.03299165,-0.48607439,0.05852222,-0.55451995,0.05727330
-0.56023440,0.00953321,-0.53835565,0.06441008,-0.63372697,0.05352661
-0.57448397,-0.01993897,-0.56756669,0.03145585,-0.65883600,0.02271586
-0.54507335,-0.04191212,-0.54861474,0.02964126,-0.64071415,-0.01860527
-0.48266400,-0.05111089,-0.47606501,0.02838874,-0.58403636,-0.05440485
-0.40126453,-0.05222421,-0.37526715,-0.00461487,-0.49362391,-0.08085303
-0.31617684,-0.05711784,-0.29235759,-0.06187692,-0.39371677,-0.10546647
-0.24162625,-0.07865918,-0.21981543,-0.09961877,-0.30280468,-0.13949162
-0.18822067,-0.12364606,-0.16823497,-0.13562696,-0.23528446,-0.18915849
-0.16066100,-0.18776779,-0.12648168,-0.18855017,-0.20040925,-0.24957253
-0.15635099,-0.25485187,-0.12847182,-0.22312918,-0.19111927,-0.32439585
-0.16556697,-0.30108768,-0.15132655,-0.25335130,-0.19976800,-0.37950211
-0.17355988,-0.30302577,-0.19244751,-0.26032555,-0.20878157,-0.37953205
-0.16441373,-0.24662060,-0.19987915,-0.19600676,-0.19060955,-0.32683564
-0.12584484,-0.13399610,-0.16208310,-0.08778085,-0.13443276,-0.20589210
-0.05363294,0.01477872,-0.08601422,0.02980447,-0.05135121,-0.02915379
0.04574856,0.16598621,0.01567130,0.17591067,0.04507414,0.15352147
0.15538224,0.28160478,0.10464603,0.26837647,0.16853128,0.30347312
0.25133917,0.33083374,0.22996335,0.32536659,0.28656979,0.37165881
0.30861969,0.30001355,0.31911269,0.28442326,0.36329917,0.33518245
0.30806626,0.19752484,0.32567313,0.20206544,0.34902551,0.24923099
0.24227019,0.05181698,0.21688502,0.05956206,0.26722115,0.11006908
0.11865581,-0.09702611,0.11239681,-0.04231687,0.12721761,-0.05306093
-0.04132376,-0.20958967,-0.03120527,-0.13907331,-0.03617153,-0.19447211
-0.20682044,-0.25934861,-0.23368341,-0.23084255,-0.22690064,-0.27131194
-0.34484968,-0.24080006,-0.36864591,-0.25272682,-0.39584576,-0.24618222
-0.42817167,-0.17079982,-0.43904251,-0.19046146,-0.49840992,-0.16980208
-0.44160862,-0.08261782,-0.44660255,-0.07019432,-0.50923471,-0.08190443
-0.38510209,-0.01463540,-0.37801683,0.01048160,-0.44967674,-0.02759022
-0.27281716,0.00261174,-0.24535428,0.02335167,-0.32537204,-0.03223412
-0.12878563,-0.04321241,-0.13118586,-0.00051787,-0.16138192,-0.09138641
0.01944129,-0.14188861,0.03810793,-0.13700852,0.01548647,-0.19473960
0.14719666,-0.26369653,0.13380739,-0.23921448,0.16114731,-0.32448374
0.23740181,-0.36885107,0.21282844,-0.38578504,0.24988925,-0.44824730
0.28253697,-0.42021723,0.24566168,-0.43752921,0.29348397,-0.51897566
0.28383138,-0.39517172,0.25865898,-0.39917055,0.30838612,-0.48731948
0.24851704,-0.29282541,0.25634819,-0.28334031,0.30552749,-0.35209687
0.18648196,-0.13439755,0.16899341,-0.09248781,0.25675125,-0.14684428
0.10760530,0.04320696,0.09273909,0.04136264,0.16076692,0.05497040
0.02052487,0.19839013,-0.01460230,0.16998263,0.05280593,0.23127657
-0.06717870,0.29681872,-0.07255646,0.26219156,-0.05462718,0.34491735
-0.14807350,0.32059259,-0.16141665,0.28852028,-0.15705403,0.36986521
-0.21424380,0.27194649,-0.25129068,0.23855209,-0.24744517,0.31856055
-0.25775012,0.17070565,-0.30973390,0.14851859,-0.31460810,0.19624059
-0.27240498,0.04676427,-0.26608717,0.02388292,-0.33750304,0.04575334
-0.25633612,-0.06963265,-0.22585677,-0.10700893,-0.31967991,-0.09460153
-0.21422892,-0.15652402,-0.18894948,-0.16606057,-0.27370005,-0.19344021
-0.15800306,-0.20512681,-0.10678437,-0.19791789,-0.19366497,-0.25357019
-0.10508767,-0.21979875,-0.05790152,-0.21888310,-0.12804978,-0.26578331
-0.07430170,-0.21363996,-0.03060773,-0.20407651,-0.08182070,-0.26474079
-0.08032184,-0.20173845,-0.04886523,-0.20996445,-0.08259820,-0.25366219
-0.12845079,-0.19470294,-0.08512247,-0.22114682,-0.13561161,-0.24614092
-0.21157096,-0.19479782,-0.18785743,-0.21117873,-0.22873558,-0.25370547
-0.31065581,-0.19587954,-0.31804350,-0.22272004,-0.35199483,-0.25345173
-0.39913695,-0.18687020,-0.41425043,-0.23979658,-0.47050106,-0.22985282
-0.45013192,-0.15723123,-0.48782155,-0.18250608,-0.53905077,-0.18711911
-0.44447202,-0.10225415,-0.45469791,-0.09966399,-0.52918168,-0.13962710
-0.37702763,-0.02615671,-0.35964832,-0.00462086,-0.45188335,-0.07148585
-0.25920701,0.05814774,-0.24426308,0.05699120,-0.31382130,0.00503754
-0.11662103,0.13250488,-0.13020615,0.11927813,-0.15530723,0.09206923
0.01758369,0.17896123,-0.00890598,0.17296562,-0.00798878,0.16040506
0.11181413,0.18531254,0.08634853,0.18442573,0.10333050,0.19008922
0.14480879,0.14891955,0.11456782,0.13849273,0.14238507,0.17316901
0.11142190,0.07761491,0.09620457,0.07451024,0.11181941,0.09895772
0.02365973,-0.01246236,0.03138852,-0.02520904,0.01592042,-0.00326777
-0.09327824,-0.10128101,-0.08010618,-0.14153482,-0.10612774,-0.10281297
-0.20861495,-0.17012567,-0.19112241,-0.20910154,-0.23790554,-0.19263818
-0.29479639,-0.20604699,-0.31135136,-0.26038778,-0.34808047,-0.23460615
-0.33470243,-0.20440967,-0.34843415,-0.25253955,-0.39830548,-0.22995304
-0.32511455,-0.16910704,-0.31795174,-0.20398585,-0.38819680,-0.20493598
-0.27560942,-0.11074476,-0.24661854,-0.12967008,-0.32414448,-0.15109668
-0.20360611,-0.04360297,-0.18418212,-0.06485340,-0.23873387,-0.09508792
-0.12754938,0.01766517,-0.12125127,0.00352174,-0.15251376,-0.02337543
-0.06073315,0.06082365,-0.05941028,0.05779686,-0.08791261,0.03817247
-0.00789202,0.07792575,-0.01631750,0.06950295,-0.02870311,0.07097434
0.03443134,0.06622351,0.01270354,0.05933675,0.01967281,0.06501082
0.07418137,0.02827822,0.07053551,0.03518322,0.06681380,0.03120559
0.11842803,-0.02855214,0.13100961,-0.01354074,0.12297986,-0.01497724
0.16861750,-0.09318813,0.17383644,-0.06329658,0.18320567,-0.08709534
0.21842860,-0.15251341,0.21186005,-0.11054680,0.25318891,-0.14580162
0.25519668,-0.19368786,0.27430809,-0.17791060,0.30494924,-0.20007544
0.26446438,-0.20690212,0.29046381,-0.19582820,0.32531558,-0.22206942
0.23596904,-0.18806928,0.24987164,-0.15459955,0.29655807,-0.19697301
0.16874949,-0.14068098,0.17137741,-0.08299976,0.23155986,-0.14048043
0.07329503,-0.07601548,0.09936487,-0.06488466,0.12174200,-0.06902390
-0.03030823,-0.01118500,-0.01877008,-0.01753415,-0.00541692,-0.00497459
-0.11782114,0.03487815,-0.11645441,0.02603270,-0.11358435,0.03968737
-0.16812303,0.04664872,-0.14849100,0.03252715,-0.18638781,0.04380598
-0.16980799,0.01699279,-0.15598980,-0.00071599,-0.19410097,0.00524013
-0.12475917,-0.04974243,-0.13449585,-0.04393171,-0.14523247,-0.06794406
-0.04737267,-0.13781528,-0.04348986,-0.08894634,-0.05535445,-0.15967247
0.04037052,-0.22374393,0.04908884,-0.14309756,0.05079800,-0.25860174
0.11629529,-0.28276079,0.11043423,-0.21649659,0.13763208,-0.32502816
0.16528719,-0.29626172,0.14338744,-0.23658848,0.19995349,-0.34453438
0.18382891,-0.25791576,0.14843759,-0.19825238,0.23015943,-0.30173431
0.18019198,-0.17632685,0.16207647,-0.10574019,0.24050245,-0.20713863
0.17022599,-0.07311151,0.18316355,-0.04079104,0.23006351,-0.07459012
0.17030961,0.02330050,0.18817803,0.01308596,0.22795331,0.03679597
0.19011232,0.08638883,0.20317358,0.07741590,0.23549985,0.11430141
0.22795157,0.10008801,0.24004599,0.09528175,0.27362552,0.13254122
0.27064105,0.06436483,0.30313450,0.05476942,0.32238477,0.09274558
0.29810470,-0.00411708,0.34466708,-0.01825768,0.35088221,0.01209504
0.29124742,-0.07665508,0.30866364,-0.08228082,0.34614357,-0.05986568
0.24026990,-0.12116616,0.24326129,-0.09557578,0.29170764,-0.10973703
0.15028473,-0.11218275,0.16535276,-0.06878048,0.20063327,-0.10240794
0.04189079,-0.03903218,0.06965364,-0.01555924,0.06992954,-0.02719352
-0.05394851,0.09040597,-0.05835873,0.10850041,-0.04881094,0.10768242
-0.10536658,0.25155708,-0.11319597,0.20946801,-0.11493237,0.29432720
-0.09040660,0.41000698,-0.05151168,0.39927739,-0.09004917,0.48457463
-0.00553425,0.53114655,0.03794661,0.46944797,0.03100788,0.62193753
0.13122624,0.58955620,0.18260179,0.50942034,0.20904432,0.67048186
0.28394921,0.57526958,0.32016772,0.50032413,0.38603552,0.62326391
0.40846253,0.49518844,0.43929747,0.40829471,0.50338542,0.52191604
0.46517941,0.36958650,0.53592211,0.26147667,0.53772414,0.39390231
0.43113739,0.22524718,0.52742285,0.16378438,0.47536435,0.27146066
0.30741012,0.08777075,0.35367239,0.08961362,0.32341099,0.15167491
0.11945602,-0.02436491,0.12487446,-0.01598823,0.11178116,0.03149419
-0.08981600,-0.10227588,-0.08570017,-0.08319439,-0.10670951,-0.07520322
-0.27217592,-0.14539598,-0.28681156,-0.13524759,-0.30523880,-0.15168245
-0.38766822,-0.15761415,-0.41472191,-0.18465889,-0.45382907,-0.16317113
-0.41550867,-0.14289249,-0.43721581,-0.14783689,-0.48931612,-0.14670993
-0.35902292,-0.10247010,-0.36604816,-0.13552926,-0.42208124,-0.13110067
-0.24330284,-0.03493449,-0.25366023,-0.06849583,-0.27849075,-0.08016126
-0.10657524,0.06090352,-0.10634089,0.05828832,-0.12828283,0.02027167
0.01178737,0.18172096,0.02050543,0.14945632,-0.00271072,0.16607139
0.08275435,0.31613547,0.11229834,0.24839514,0.07046362,0.33126755
0.09511294,0.44393409,0.17077892,0.40957633,0.10594545,0.49237425
0.05689198,0.53911976,0.16197729,0.50671726,0.08977576,0.61024589
-0.00924872,0.57631046,0.07196828,0.49821129,0.03886927,0.66246608
-0.07470546,0.53857838,-0.00889136,0.48163015,-0.03982414,0.63824955
-0.11455705,0.42400152,-0.07386582,0.40513369,-0.12687755,0.52065213
-0.11493364,0.24837252,-0.14843744,0.22885972,-0.17306118,0.31174168
-0.07594911,0.04266277,-0.19815348,0.11912496,-0.12391927,0.06496991
-0.00970550,-0.15440218,-0.10524958,-0.09458607,-0.02602985,-0.16365173
0.06538902,-0.30655799,-0.03653063,-0.25568706,0.07080574,-0.34474388
0.13157945,-0.38982223,0.03844728,-0.35772619,0.14158687,-0.45439524
0.17736939,-0.39872462,0.11846469,-0.40621811,0.19495945,-0.47449910
0.19989271,-0.34686231,0.16338155,-0.39551497,0.24073577,-0.41193915
0.20356594,-0.26156779,0.17592606,-0.30237639,0.26313588,-0.31055649
0.19602431,-0.17446491,0.16580354,-0.17935288,0.26431597,-0.19256464
0.18335871,-0.11109179,0.16677386,-0.11258417,0.24983510,-0.11096177
0.16684101,-0.08308335,0.14698835,-0.07652482,0.23176289,-0.07239114
0.14260611,-0.08550685,0.10974276,-0.04357176,0.20031005,-0.06608861
0.10444850,-0.10013971,0.06210218,-0.04642990,0.15401420,-0.08691014
0.04851020,-0.10340109,-0.00210276,-0.07730514,0.08076166,-0.10346646
-0.02226454,-0.07603287,-0.10637698,-0.06204553,0.00217761,-0.08295493
-0.09608580,-0.01104129,-0.20149127,0.00775641,-0.08534998,-0.01734444
-0.15402098,0.08293574,-0.22543010,0.07996623,-0.16110345,0.08061011
-0.17533702,0.18401817,-0.19324353,0.14630201,-0.19702935,0.19198222
-0.14486817,0.26435318,-0.15795152,0.20078070,-0.16417279,0.29478458
-0.05980338,0.29965937,-0.08420900,0.26515901,-0.07689612,0.34170478
0.06678359,0.27765636,0.04150577,0.25283861,0.06346423,0.31881225
0.20740704,0.20242110,0.23817059,0.16378742,0.21268552,0.25252458
0.32674433,0.09318932,0.39683789,0.02667072,0.35812827,0.13608630
0.39160929,-0.02189869,0.44017816,-0.10878733,0.43273933,0.00222421
0.38129858,-0.11484233,0.38942951,-0.21879694,0.42924052,-0.10405545
0.29493619,-0.16642858,0.24817888,-0.24567270,0.33721399,-0.15948488
0.15322820,-0.17153720,0.07345980,-0.18314201,0.18747922,-0.16222255
-0.00626414,-0.13944531,-0.13245127,-0.16151690,0.01423826,-0.13665406
-0.13916678,-0.08931893,-0.29706365,-0.12590654,-0.13683891,-0.10155027
-0.20674861,-0.04279180,-0.31234074,-0.11705113,-0.21804996,-0.06092255
-0.18705870,-0.01648651,-0.26547083,-0.09165418,-0.20244327,-0.04251373
-0.08137555,-0.01719479,-0.14782029,-0.07124304,-0.08447873,-0.03710940
0.08596054,-0.04128259,0.07327672,-0.10273725,0.10629136,-0.05461480
0.27421560,-0.07818146,0.27444655,-0.15484816,0.31464031,-0.08960919
0.43733497,-0.11623337,0.45719233,-0.28458267,0.50859850,-0.15409152
0.53605329,-0.14828615,0.50612634,-0.33206987,0.60141979,-0.22361394
0.54750154,-0.17462349,0.47926879,-0.31689915,0.61144008,-0.25615616
0.46971754,-0.20197741,0.41226947,-0.32236195,0.54286770,-0.25771495
0.32017869,-0.23905440,0.26252282,-0.35001943,0.39400896,-0.25724013
0.12935781,-0.29053960,0.06901544,-0.37429833,0.20031691,-0.29754337
-0.06827003,-0.35230695,-0.13919005,-0.40744239,-0.01796813,-0.37766449
-0.24281404,-0.41022380,-0.32002366,-0.46212575,-0.23880976,-0.44992884
-0.37467591,-0.44358855,-0.41644245,-0.48964000,-0.41888570,-0.47893392
-0.45616449,-0.43236982,-0.47609851,-0.48795241,-0.53811997,-0.44424328
-0.48933661,-0.36574107,-0.52481914,-0.42757833,-0.56949982,-0.37733277
-0.48163522,-0.24859740,-0.55115330,-0.31131518,-0.55506843,-0.28153284
-0.44143727,-0.10317177,-0.51833117,-0.16344838,-0.49932261,-0.15271679
-0.37531349,0.03554781,-0.45307299,-0.03308420,-0.42115450,-0.02322789
-0.28782009,0.12968582,-0.35608271,0.05017716,-0.33627597,0.07477268
-0.18341392,0.15066608,-0.23949143,0.07542740,-0.23423819,0.10463186
-0.06910857,0.08963431,-0.15327439,0.06640326,-0.11077618,0.05012312
0.04384536,-0.03768528,-0.04824558,-0.03572494,0.03007413,-0.07194548
0.14054152,-0.19383823,0.04841682,-0.15946412,0.15204576,-0.23541123
0.20552977,-0.32980797,0.14249866,-0.37867793,0.22882383,-0.39472806
0.22754003,-0.39958549,0.15803340,-0.49842367,0.23803648,-0.48378391
0.20402696,-0.37456793,0.12960073,-0.48386213,0.22598172,-0.45814715
0.14356169,-0.25305310,0.05708648,-0.30809480,0.19264075,-0.31015029
0.06471643,-0.06154072,-0.00477813,-0.10096937,0.11353662,-0.07822776
-0.00868825,0.15284258,-0.07165082,0.13095146,0.00936770,0.15872746
-0.05471585,0.33656460,-0.05117732,0.29035896,-0.05010715,0.36984784
-0.06054049,0.44608809,-0.03920591,0.36533597,-0.04635148,0.50806613
-0.02722712,0.46118927,-0.02172532,0.36106589,-0.01218549,0.53726690
0.02981482,0.39087288,0.00187492,0.32977515,0.02045641,0.46349214
0.08519644,0.26994086,0.00841180,0.24058641,0.05502583,0.33281527
0.11157433,0.14730699,0.01173291,0.16759163,0.06537778,0.20488198
0.08883796,0.06983510,-0.01725313,0.07855528,0.05378159,0.11729452
0.01142661,0.06692356,-0.10219911,0.04679924,-0.03543047,0.10977882
-0.10877088,0.14079205,-0.22821400,0.10747490,-0.16179219,0.18420902
-0.24510214,0.26554829,-0.32942659,0.19148953,-0.30630059,0.32453205
-0.36376831,0.39525823,-0.37082464,0.31953195,-0.40153270,0.50176686
-0.43406034,0.47836249,-0.36011985,0.38827813,-0.43257686,0.61699873
-0.43797745,0.47381484,-0.35502821,0.39653724,-0.43635104,0.60954761
-0.37612411,0.36388313,-0.38557011,0.30922422,-0.42094792,0.46041665
-0.26794141,0.15974572,-0.37042308,0.11766863,-0.35901773,0.18301655
-0.14613811,-0.10160308,-0.26652035,-0.10956576,-0.22773305,-0.13686741
-0.04704563,-0.36787180,-0.16368361,-0.43235189,-0.10800941,-0.43507715
0.00008384,-0.58592586,-0.13229120,-0.68402088,-0.10463527,-0.68100659
-0.01848994,-0.71568299,-0.12964082,-0.76493359,-0.17611689,-0.79316858
-0.09738659,-0.73942523,-0.19621029,-0.79480433,-0.26768384,-0.79688087
-0.21429723,-0.66419914,-0.31421471,-0.74603754,-0.35125221,-0.70909464
-0.33710078,-0.51727125,-0.44096273,-0.54500943,-0.42353814,-0.56216224
-0.43351417,-0.33671135,-0.54508269,-0.35419640,-0.48366567,-0.38206212
-0.48019526,-0.16042830,-0.65196979,-0.14686187,-0.51947754,-0.19867689
-0.46854670,-0.01705077,-0.63205349,0.00293800,-0.50559933,-0.05062728
-0.40566968,0.07897756,-0.56958610,0.08679351,-0.43919960,0.04023623
-0.31055567,0.12737819,-0.45084229,0.11215048,-0.35126663,0.08307074
-0.20712029,0.13805321,-0.29809141,0.10896405,-0.24920387,0.10051549
-0.11658048,0.12520849,-0.23711480,0.13538134,-0.15567979,0.09066427
-0.05169005,0.10189693,-0.17259905,0.12046105,-0.08405006,0.08132501
-0.01452460,0.07669054,-0.10962099,0.08293310,-0.04281769,0.06049498
0.00182777,0.05307261,-0.06693107,0.03845519,-0.02233371,0.05673810
0.00867567,0.03099248,-0.06492368,-0.01392707,-0.00236337,0.03759973
0.01616165,0.00928833,-0.06218764,-0.01971953,0.01043181,0.02408964
0.02884787,-0.01240489,-0.05231844,-0.00018118,0.02847066,0.00200970
0.04400832,-0.03312860,-0.04322862,-0.02333662,0.04767970,-0.01257358
0.05310842,-0.05148189,-0.02308367,-0.02653146,0.05757560,-0.03600940
0.04576293,-0.06717456,-0.02808198,-0.02578074,0.04809447,-0.06117479
0.01458514,-0.08216428,-0.06710226,-0.03760475,0.01099546,-0.08535275
-0.04093652,-0.10049841,-0.12921970,-0.06137675,-0.05448054,-0.11215438
-0.11300290,-0.12664316,-0.19099431,-0.08191880,-0.13165512,-0.15124341
-0.18708061,-0.16289627,-0.28576824,-0.14543226,-0.21959897,-0.19848794
-0.24599370,-0.20706905,-0.36550760,-0.21105351,-0.28948618,-0.25223743
-0.27516964,-0.25170388,-0.41484961,-0.25690824,-0.33302683,-0.29988777
-0.26730358,-0.28558736,-0.40413091,-0.29609859,-0.32358957,-0.34251290
-0.22492042,-0.29740059,-0.34535956,-0.31111598,-0.26439548,-0.35851186
-0.16001976,-0.28037644,-0.26768157,-0.26820743,-0.17746734,-0.35074571
-0.09092516,-0.23621522,-0.18066792,-0.21912535,-0.08447353,-0.30336014
-0.03731095,-0.17653618,-0.13343748,-0.16180080,-0.01714502,-0.23325557
-0.01488303,-0.12086485,-0.11509904,-0.09775120,0.01263856,-0.16498362
-0.03121598,-0.09135495,-0.13509414,-0.07636022,-0.01317352,-0.12951538
-0.08383224,-0.10569727,-0.18046729,-0.09800857,-0.07541810,-0.13977209
-0.16092010,-0.17050493,-0.22190829,-0.16303253,-0.15883290,-0.22193442
-0.24435707,-0.27753969,-0.29496014,-0.27264678,-0.26832576,-0.34186148
-0.31414780,-0.40437403,-0.36113229,-0.39620221,-0.37974263,-0.46641381
-0.35312612,-0.51969049,-0.39280701,-0.50440383,-0.45414232,-0.56081354
-0.35082845,-0.59186077,-0.38742584,-0.55124891,-0.47872559,-0.62402156
-0.30574391,-0.59826133,-0.35419571,-0.55559123,-0.43692615,-0.64196508
-0.22556436,-0.53239766,-0.27473253,-0.46826029,-0.31562423,-0.60295788
-0.12547816,-0.40648954,-0.12571554,-0.31566423,-0.15135649,-0.51125610
-0.02489921,-0.24854897,-0.02785192,-0.16916174,0.00230255,-0.34226319
0.05672956,-0.09471681,-0.02157745,-0.07836807,0.10326040,-0.15478406
0.10426778,0.02085811,0.00642921,0.02960503,0.14271519,-0.00790262
0.11049493,0.07551901,0.01360045,0.09087789,0.13977000,0.06879107
0.07821090,0.06409551,-0.01825196,0.07867807,0.08689031,0.07271438
0.02020443,-0.00037413,-0.07168644,0.00673479,0.01641340,-0.00160092
-0.04317219,-0.09128859,-0.14084440,-0.09375280,-0.04905617,-0.10735061
-0.08857405,-0.17691940,-0.19368225,-0.19073915,-0.09468786,-0.20368001
-0.09555171,-0.22992755,-0.21390736,-0.22492558,-0.11013537,-0.26839788
-0.05242340,-0.23501254,-0.16684613,-0.21500371,-0.04597497,-0.28265952
0.03944424,-0.19245234,-0.06196720,-0.16974451,0.06307825,-0.23450836
0.16435540,-0.11668315,0.05715373,-0.10501212,0.20741885,-0.13513650
0.29478811,-0.03066654,0.20390320,-0.03994483,0.35292115,-0.03923853
0.39748582,0.04192643,0.35453585,0.01063174,0.47158125,0.04697914
0.44185689,0.08411866,0.43859813,0.05764431,0.53000408,0.08535192
0.40854545,0.09031831,0.40699387,0.06401134,0.48860185,0.10876492
0.29572283,0.06701307,0.22385105,0.04451257,0.34858728,0.11526939
0.12105694,0.02954600,0.02379307,0.02382487,0.13797235,0.08566268
-0.08159245,-0.00369858,-0.22325490,0.11359891,-0.09808885,0.02661168
-0.27020497,-0.01763235,-0.40700659,0.06874538,-0.31117434,-0.00701927
-0.40534249,-0.00523443,-0.59116566,0.10806464,-0.47630984,0.01464806
-0.46062788,0.03067965,-0.66715229,0.16972366,-0.54502910,0.06032304
